Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,inst27,num_academia,num_company
582,Online Semi-supervised Multi-label Classification with Label Compression and Local Smooth Regression,University of Science and Technology of China,University of Science and Technology of China,Ludwig-Maximilians-Universität München,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
583,Efficient and Robust High-Dimensional Linear Contextual Bandits,Shanghai Jiao Tong University,Hong Kong University of Science and Technology,Shanghai Jiao Tong University,Shanghai Jiao Tong University, Baidu jac,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
584,On the Learnability of Possibilistic Theories,University of Bergen,University of Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
585,Evaluating Approval-Based Multiwinner Voting in Terms of Robustness to Noise,University of Patras,Research Academic Computer Technology Institute,University of Patras,Research Academic Computer Technology Institute,University of Patras,University of Patras,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
586,Maximum Nash Welfare and Other Stories About EFX,University of Giessen,University of Amsterdam,Sapienza University of Rome,University of Oxford,University of Liverpool,University of Oxford,University of Giessen,University of Oxford,,,,,,,,,,,,,,,,,,,,6.0,0.0
587,Specializing Word Embeddings (for Parsing) by Information Bottleneck (Extended Abstract) *,Johns Hopkins University,Johns Hopkins University,Johns Hopkins University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
588,Triple-GAIL: A Multi-Modal Imitation Learning Framework with Generative Adversarial Nets, Huawei Noah's Ark La,Tsinghua University, Huawei Noah's Ark La, Huawei Noah's Ark La,Nanjing University, Huawei Noah's Ark La, Huawei Noah's Ark La,Tsinghua University, Huawei Noah's Ark La,,,,,,,,,,,,,,,,,,,3.0,0.0
589,Quadratic Sparse Gaussian Graphical Model Estimation Method for Massive Variables,Southeast University,Southeast University,Southeast University,Southeast University,Yancheng Institute of Technology,University of Queensland,Monash University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,10.0,0.0
590,Learning Optimal Decision Trees with MaxSAT and its Integration in AdaBoost,Institut National des Sciences Appliquées de Toulouse,Institut National des Sciences Appliquées de Toulouse,Institut National des Sciences Appliquées de Toulouse,Institut National des Sciences Appliquées de Toulouse,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
591,On the Enumeration of Association Rules: A Decomposition-based Approach,Cal Humanities," CRIL & CNRS, Université d'Artois, Lens, Franc"," CRIL & CNRS, Université d'Artois, Lens, Franc",Institut Polytechnique de Paris," LMTO, Ecole Militaire Polytechnique, Algeri",,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
592,Trading Plan Cost for Timeliness in Situated Temporal Planning,Ben-Gurion University of the Negev,King's College London,Guangdong Technion-Israel Institute of Technology,Ben-Gurion University of the Negev,University of New Hampshire,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
593,Multi-Directional Heuristic Search,Ben-Gurion University of the Negev,University of Southern California,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,University of Alberta,University of Southern California,,,,,,,,,,,,,,,,,,,,,7.0,0.0
594,WEFE: The Word Embeddings Fairness Evaluation Framework,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
595,Neural Entity Summarization with Joint Encoding and Weak Supervision,Nanjing University,Nanjing University,Nanjing University,Zhejiang University,Stellenbosch University,Stellenbosch University,University of Oslo," Samsung Research America, Mountain View CA, US",Zhejiang University,,,,,,,,,,,,,,,,,,,8.0,0.0
596,A Label Attention Model for ICD Coding from Clinical Text,Australian e-Health Research Centre," VinAI Research, Hanoi, Vietna",Australian e-Health Research Centre,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
597,A Two-Stage Matheuristic Algorithm for Classical Inventory Routing Problem,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
598,RM-CVaR: Regularized Multiple β-CVaR Portfolio,"Innovation Lab, Nomura Asset Management Co Ltd, Japa","Innovation Lab, Nomura Asset Management Co Ltd, Japa","Innovation Lab, Nomura Asset Management Co Ltd, Japa",,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
599,The Graph-based Mutual Attentive Network for Automatic Diagnosis,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
600,"""The Squawk Bot"" * : Joint Learning Of Time Series And Text Data Modalities For Automated Financial Information Filtering",IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
601,Phishing Scam Detection on Ethereum: Towards Financial Security for Blockchain Ecosystem,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,National Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,National Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,8.0,0.0
602,"Collaborative Learning of Depth Estimation, Visual Odometry and Camera Relocalization from Monocular Videos",University of Washington,University of Sydney,University of Technology,University of Washington,University of Sydney,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
603,Boolean Games: Inferring Agents' Goals Using Taxation Queries,University of Virginia,Bar-Ilan University,Bar-Ilan University,University of Virginia,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
604,A Logic of Directions,University of Nottingham Ningbo China,Utrecht University,University of Leeds,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
605,OptStream: Releasing Time Series Privately (Extended Abstract) Ferdinando,Syracuse University,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
606,Design Adaptive AI for RTS Game by Learning Player's Build Order,National Institute of Informatics,"The Graduate University for Advanced Studies, SOKENDAI",National Institute of Informatics,"The Graduate University for Advanced Studies, SOKENDAI",,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
607,Synthesizing Aspect-Driven Recommendation Explanations from Reviews,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
608,Intention2Basket: A Neural Intention-driven Approach for Dynamic Next-basket Planning,Macquarie University,University of Technology,University of Shanghai for Science and Technology,Macquarie University,Macquarie University,Macquarie University,University of Technology,,,,,,,,,,,,,,,,,,,,,7.0,0.0
609,Methodological Issues in Recommender Systems Research (Extended Abstract) *,Politecnico di Milano,Politecnico di Milano,University of Klagenfurt,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
610,Interpretable Multimodal Learning for Intelligent Regulation in Online Payment Systems,Shenzhen University,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
611,User Modeling with Click Preference and Reading Satisfaction for News Recommendation,Tsinghua University,Microsoft Research Asia (China),Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
612,Belief Merging Operators as Maximum Likelihood Estimators,University of Lille,Artois University,Artois University,Institut Universitaire de France,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
613,On Robustness in Qualitative Constraint Networks *,University of Bamberg,Southwest Jiaotong University,Tampere University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
614,Proportionality in Approval-Based Elections With a Variable Number of Winners,Carnegie Mellon University,"Rutgers, The State University of New Jersey",New York City Council,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
615,Trade the System Efficiency for the Income Equality of Drivers in Rideshare,Southeast University,New Jersey Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
616,Disentangled Variational Autoencoder based Multi-Label Classification with Covariance-Aware Multivariate Probit Model,Cornell University,Cornell University,Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
617,Improving Attention Mechanism in Graph Neural Networks via Cardinality Preservation,City University of New York,City University of New York,City College of New York,Weill Cornell Medicine,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
618,When Do GNNs Work: Understanding and Improving Neighborhood Aggregation,University of Illinois Urbana-Champaign,Hong Kong University of Science and Technology, Equal Contribution,University of Illinois Urbana-Champaign, Equal Contribution,Emory University,Hong Kong University of Science and Technology,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,,,,6.0,0.0
619,"End-to-End Signal Factorization for Speech: Identity, Content, and Style",University of Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
620,DeepVentilation: Learning to Predict Physical Effort from Breathing,Simula Research Laboratory,Simula Research Laboratory,University of Oslo,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
621,Joint Partial Optimal Transport for Open Set Domain Adaptation,Zhejiang University,Zhejiang University,Zhejiang University,Stanford University,Microsoft Research (United Kingdom),Zhejiang University,China Jiliang University,Zhejiang University,,,,,,,,,,,,,,,,,,,,7.0,1.0
622,Balancing Individual Preferences and Shared Objectives in Multiagent Reinforcement Learning,The University of Texas at Austin, SparkCognition Researc,The University of Texas at Austin,Sony (Germany),,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
623,Lexical-Constraint-Aware Neural Machine Translation via Data Augmentation,Chinese University of Hong Kong,Shanghai University of Finance and Economics,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
624,Modeling Perception Errors towards Robust Decision Making in Autonomous Vehicles,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
625,Learning from the Scene and Borrowing from the Rich: Tackling the Long Tail in Scene Graph Generation,Monash University,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,Monash University,Monash University,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
626,Pay Attention to Devils: A Photometric Stereo Network for Better Details,Ocean University of China,Hong Kong Polytechnic University,Ocean University of China,Ocean University of China,Ocean University of China,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
627,Evaluating and Aggregating Feature-based Model Explanations,University of Cambridge,Carnegie Mellon University,University of Cambridge,The Alan Turing Institute,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
628,Crowdsourcing with Multiple-Source Knowledge Transfer,Southwest University,Southwest University,Southwest University,Southwest University,George Mason University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
629,"Social Ranking Manipulability for the CP-Majority, Banzhaf and Lexicographic Excellence Solutions *",Institut Polytechnique de Paris,French National Centre for Scientific Research,Institut Universitaire de France,PSL Research University,PSL Research University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
630,Concentration of Distortion: The Value of Extra Voters in Randomized Social Choice,Duke University,North Carolina School of Science and Mathematics,Duke University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
631,LogiQA: A Challenge Dataset for Machine Reading Comprehension with Logical Reasoning,Fudan University,Westlake University,EarthTech International (United States),Westlake University,EarthTech International (United States),Westlake University,EarthTech International (United States),Westlake University,EarthTech International (United States),Westlake University,EarthTech International (United States),,,,,,,,,,,,,,,,,6.0,0.0
632,Neural Abstractive Summarization with Structural Attention,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
633,GenC: A Fast Tool for Applications Involving Belief Revision,British Columbia Institute of Technology,British Columbia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
634,Deep Polarized Network for Supervised Learning of Accurate Binary Hashing Codes,Urban Planning & Design Institute of Shenzhen (China),Urban Planning & Design Institute of Shenzhen (China),Urban Planning & Design Institute of Shenzhen (China),Urban Planning & Design Institute of Shenzhen (China),University of Malaya,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
635,Learning Task-aware Local Representations for Few-shot Learning,Nanjing University,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
636,Multi-label Feature Selection via Global Relevance and Redundancy Optimization,Xiamen University,Xiamen University,Xiamen University,Xiamen University,South China Normal University,University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
637,Knowledge Enhanced Event Causality Identification with Mention Masking Generalizations,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,6.0,0.0
638,E3SN: Efficient End-to-End Siamese Network for Video Object Segmentation,National Engineering Research Center for Multimedia Software,Wuhan University,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
639,Optimal Policy for Deployment of Machine Learning Models on Energy-Bounded Systems,Washington State University,Washington State University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
640,Generating Behavior-Diverse Game AIs with Evolutionary Multi-Objective Deep Reinforcement Learning," Fuxi Lab, NetEas",Tianjin University,Nanyang Technological University,Tianjin University,Noah's Ark Children's Hospital for Wales, Tianjin Key Lab of Machine Learnin,Tianjin University," Fuxi Lab, NetEas"," Fuxi Lab, NetEas",Nanyang Technological University,Zhejiang University,,,,,,,,,,,,,,,,,3.0,4.0
641,EViLBERT: Learning Task-Agnostic Multimodal Sense Embeddings,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
642,TextFuseNet: Scene Text Detection with Richer Fused Features,Wuhan University,University of Sydney,Wuhan University,Wuhan University,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
643,Strategies for Cooperative UAVs Using Model Predictive Control,Indian Institute of Technology Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
644,Iterative-Deepening Conflict-Based Search,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Monash University,Monash University,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,,,,7.0,0.0
645,Verifiable RNN-Based Policies for POMDPs Under Temporal Logic Constraints,The University of Texas at Austin,Radboud University Nijmegen,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
646,Neural Tensor Model for Learning Multi-Aspect Factors in Recommender Systems,Case Western Reserve University,Case Western Reserve University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
647,GraphFlow: Exploiting Conversation Flow with Graph Neural Networks for Conversational Machine Comprehension,Rensselaer Polytechnic Institute,IBM Research - China,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
648,NLocalSAT: Boosting Local Search with Solution Prediction,Peking University,Peking University,Peking University,Peking University,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,8.0,0.0
649,Knowledge-Based Regularization in Generative Modeling,RIKEN Center for Advanced Intelligence Project,RIKEN Center for Advanced Intelligence Project,Kyushu University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
650,Inductive Anomaly Detection on Attributed Networks,Arizona State University,University of Virginia,University of Virginia,University of Arkansas at Little Rock,Arizona State University,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
651,Mechanism Design with Uncertainty,Kyushu University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
652,Bridging Causality and Learning: How Do They Benefit from Each Other?,University of Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
653,Boundary Extension Features for Width-Based Planning with Simulators on Continuous-State Domains,Airbus (France),University of Melbourne,University of Melbourne,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
654,Synthesizing Strategies under Expected and Exceptional Environment Behaviors,Sapienza University of Rome,Imperial College London,University of Naples Federico II,University of Sydney,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
655,Deductive Module Extraction for Expressive Description Logics,TU Dresden,University of Oslo,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
656,Modeling the Stock Relation with Graph Network for Overnight Stock Movement Prediction,Peking University," Mizuho Securities Co.,Lt"," Mizuho Securities Co.,Lt",Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
657,Robust Market Making via Adversarial Reinforcement Learning,University of Liverpool,University of Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
658,Super-Resolution and Inpainting with Degraded and Upgraded Generative Adversarial Networks, Shenzhen Malong Artificial Intelligence Research Cente,Southern University of Science and Technology, Research Institute of Trustworthy Autonomous System, Shenzhen Malong Artificial Intelligence Research Cente, Shenzhen Malong Artificial Intelligence Research Cente,Purdue University West Lafayette,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,2.0,4.0
659,Characterizing Similarity of Visual Stimulus from Associated Neuronal Response,Purdue University West Lafayette,Purdue University West Lafayette,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
660,BERT-PLI: Modeling Paragraph-Level Interactions for Legal Case Retrieval,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,National Institute of Informatics,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
661,An Interactive Multi-Task Learning Framework for Next POI Recommendation with Uncertain Check-ins,Nanyang Technological University,Macquarie University,Nanyang Technological University,Yanshan University,Yanshan University,Nanyang Technological University,BMW Group (Germany),BMW Group (Germany),,,,,,,,,,,,,,,,,,,,6.0,2.0
662,k-SDPP: Fixed-Size Video Summarization via Sequential Determinantal Point Processes,Nanjing University of Aeronautics and Astronautics, Collaborative Innovation Center of Novel Software Technology and Industrializatio,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
663,Scalable Gaussian Process Regression Networks,University of Utah,University of Utah,University of Utah,University of Utah,University of Utah,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
664,Learning Personalized Itemset Mapping for Cross-Domain Recommendation,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University, Joint NTU-UBC Research Centre of Excellenc,King Abdullah University of Science and Technology,Nanyang Technological University,Shandong University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
665,"Retrieve, Program, Repeat: Complex Knowledge Base Question Answering via Alternate Meta-learning",Southeast University,Monash University,Monash University,Monash University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
666,Yolo4Apnea: Real-time Detection of Obstructive Sleep Apnea,University of Oslo,Simula Research Laboratory,Simula Research Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
667,Spatio-Temporal Change Detection Using Granger Sequence Pattern,Osaka University,Osaka University,Osaka University,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
668,Rebalancing Expanding EV Sharing Systems with Deep Reinforcement Learning,University of Warwick,The Alan Turing Institute,Tongji University,Tongji University,Tongji University,Tongji University,University of Warwick,University of Warwick,,,,,,,,,,,,,,,,,,,,8.0,0.0
669,Evidence-Aware Hierarchical Interactive Attention Networks for Explainable Claim Verification,Xi'an Jiaotong University,Xi'an Jiaotong University,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
670,State Variable Effects in Graphical Event Models,"Research AI, IBM T. J. Watson Research Cente","Research AI, IBM T. J. Watson Research Cente","Research AI, IBM T. J. Watson Research Cente",,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
671,Approximate Weighted First-Order Model Counting: Exploiting Fast Approximate Model Counters and Symmetry,KU Leuven,Czech Technical University in Prague,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
672,Solving Analogies on Words based on Minimal Complexity Transformations,Helsinki Institute for Information Technology,Institut Polytechnique de Paris,Institut Polytechnique de Paris,Institut Polytechnique de Paris,ParisTech,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
673,NeurASP: Embracing Neural Networks into Answer Set Programming,Arizona State University,Arizona State University,Arizona State University," Samsung Research, Seoul, South Kore",,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
674,Federated Meta-Learning for Fraudulent Credit Card Detection,Xi'an Jiaotong University,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Sun Yat-sen University,Institute of Automation,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,10.0,0.0
675,Bayesian Case-Exclusion and Personalized Explanations for Sustainable Dairy Farming (Extended Abstract) *,University College Dublin,University College Dublin,Santa Fe Institute," Teagasc, Moorepark. Co. Cork, Irelan",Santa Fe Institute," Teagasc, Moorepark. Co. Cork, Irelan"," Teagasc, Moorepark. Co. Cork, Irelan",Santa Fe Institute," Teagasc, Moorepark. Co. Cork, Irelan"," Teagasc, Moorepark. Co. Cork, Irelan",University College Dublin,University College Dublin,Santa Fe Institute,University College Dublin,University College Dublin,Santa Fe Institute,,,,,,,,,,,,11.0,0.0
676,Risk-Averse Trust Region Optimization for Reward-Volatility Reduction,Institute for Scientific Interchange,Institute for Scientific Interchange,Biodiversity and Nature Conservation Association,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
677,An End-to-End Optimal Trade Execution Framework based on Proximal Policy Optimization,University of Virginia,University of Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
678,Diagnosing Software Faults Using Multiverse Analysis,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,University of Lisbon,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,Indian Institute of Technology Kanpur,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
679,A Framework for Reasoning about Dynamic Axioms in Description Logics,TU Dresden,Institute of Computer Science,École Normale Supérieure - PSL,École Normale Supérieure - PSL,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
680,IKBT: Solving Symbolic Inverse Kinematics with Behavior Tree (Extended Abstract) *," Applied Sciences Group (ASG), Microsof",University of Washington,University of Washington,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
681,Online Learning in Changing Environments,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
682,DualSMC: Tunneling Differentiable Filtering and Planning under Continuous POMDPs,Tsinghua University,The University of Texas at Austin,Stanford University,The University of Texas at Austin,Institute for Advanced Study,Stanford University,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,7.0,0.0
683,Optimal Margin Distribution Machine for Multi-Instance Learning,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
684,Unsupervised Monocular Visual-inertial Odometry Network,Peking University,Peng Cheng Laboratory, https://github.com/Ironbrotherstyle/UnVI,Peking University, https://github.com/Ironbrotherstyle/UnVI,Peking University, https://github.com/Ironbrotherstyle/UnVI,Peng Cheng Laboratory,Peking University,Peng Cheng Laboratory, https://github.com/Ironbrotherstyle/UnVI,,,,,,,,,,,,,,,,,7.0,0.0
685,Simultaneous Arrival Matching for New Spatial Crowdsourcing Platforms,Northeastern University,Beijing Institute of Technology,Northeastern University,Beijing Institute of Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
686,Human Values and Digital Patterns in Physical Exercise (Extended Abstract) *,Institute for Scientific Interchange,Institute for Scientific Interchange,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
687,Financial Risk Analysis for SMEs with Graph-based Supply Chain Mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
688,"Enriching Documents with Compact, Representative, Relevant Knowledge Graphs",Nanjing University,Nanjing University,Nanjing University,Stellenbosch University,University of Oslo," Samsung Research America, Mountain View CA, US",,,,,,,,,,,,,,,,,,,,,,5.0,0.0
689,Controllability of Control Argumentation Frameworks,University of Helsinki,Heinrich Heine University Düsseldorf,University of Helsinki,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
690,Learning Bayesian Networks Under Sparsity Constraints: A Parameterized Complexity Analysis,Philipps University of Marburg,Philipps University of Marburg,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
691,A Novel Spatio-Temporal Multi-Task Approach for the Prediction of Diabetes-Related Complication: a Cardiopathy Case of Study,Marche Polytechnic University, Diabetological Center DE,Center for Outcomes Research and Clinical Epidemiology, METED,Marche Polytechnic University, METED,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
692,JANE: Jointly Adversarial Network Embedding,Hebei University of Technology,Institute of Information Engineering,Hebei University of Technology,Hebei University of Technology,Institute of Information Engineering,Institute of Information Engineering,Beihang University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
693,Understanding the Success of Graph-based Semi-Supervised Learning using Partially Labelled Stochastic Block Model,Indian Institute of Technology Kharagpur, Flipkart Internet Private Limite, Flipkart Internet Private Limite,Indian Institute of Technology Kharagpur, Flipkart Internet Private Limite, Flipkart Internet Private Limite,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
694,Unsupervised Domain Adaptation of a Pretrained Cross-Lingual Language Model *,Peking University,National University of Singapore," DAMO Academy, Alibaba Grou",National University of Singapore,National University of Singapore," DAMO Academy, Alibaba Grou",Peking University,,,,,,,,,,,,,,,,,,,,,4.0,2.0
695,On Building an Interpretable Topic Modeling Approach for the Urdu Language,University of Business and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
696,Efficient and Modularized Training on FPGA for Real-time Applications,Arizona State University,Arizona State University,Arizona State University,Arizona State University,Arizona State University,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,,7.0,0.0
697,Semi-Dynamic Hypergraph Neural Network for 3D Pose Estimation,Zhengzhou University,Zhengzhou University,Zhengzhou University,Zhengzhou University,Zhengzhou University,University of Wollongong,Zhengzhou University,Zhengzhou University,,,,,,,,,,,,,,,,,,,,8.0,0.0
698,Combinatorial Multi-Armed Bandits with Concave Rewards and Fairness Constraints,Dongguan University of Technology,Chinese University of Hong Kong,Chinese University of Hong Kong,Dongguan University of Technology,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
699,AdaBERT: Task-Adaptive BERT Compression with Differentiable Neural Architecture Search,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,,,,,,,0.0,10.0
700,Efficient Community Search over Large Directed Graphs: An Augmented Index-based Approach,Chinese University of Hong Kong,Nanyang Technological University,UNSW Sydney,UNSW Sydney,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
701,Auxiliary Template-Enhanced Generative Compatibility Modeling,Shandong University,Shandong University,Shandong University,Shandong University," Tencent AI Lab, Shenzhen, Chin",Shandong University,,,,,,,,,,,,,,,,,,,,,,5.0,1.0
702,SceneEncoder: Scene-Aware Semantic Segmentation of Point Clouds with A Learnable Scene Descriptor,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,City University of Hong Kong,East China Normal University,Shanghai Jiao Tong University,East China Normal University,,,,,,,,,,,,,,,,,,,,8.0,0.0
