Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
457,Optimal Delete-Relaxed (and Semi-Relaxed) Planning with Conditional Effects,Australian National University,,,,,,,,,,,,,,,,,,,,1.0,0.0
458,Audit Games *,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,5.0,0.0
459,Information Fusion Based Learning for Frugal Traffic State Sensing,IBM (India),IBM (India),The University of Tokyo,IBM (India),IBM (India),,,,,,,,,,,,,,,,1.0,4.0
460,PageRank with Priors: An Influence Propagation Perspective,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,"Rutgers, The State University of New Jersey",University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,6.0,0.0
461,Exploring Knowledge Engineering Strategies in Designing and Modelling a Road Traffic Accident Management Domain,University of Huddersfield,University of Huddersfield,University of Huddersfield,University of Huddersfield,University of Huddersfield,,,,,,,,,,,,,,,,5.0,0.0
462,Decidability of Model Checking Non-Uniform Artifact-Centric Quantified Interpreted Systems,"Computer Science, Integrative Biology and Complex Systems",Imperial College London,,,,,,,,,,,,,,,,,,,2.0,0.0
463,Subset Selection of Search Heuristics,University of Alberta,University of Denver,University of Alberta,,,,,,,,,,,,,,,,,,3.0,0.0
464,Maintaining Soft Arc Consistencies in BnB-ADOPT + During Search,Chinese University of Hong Kong,,,,,,,,,,,,,,,,,,,,1.0,0.0
465,Search Strategies for Optimal Multi-Way Number Partitioning,,,,,,,,,,,,,,,,,,,,,0.0,0.0
466,Rolling Dispersion and Exploration for Robot Teams,Department of Computer Science and Engineering University of Minnesot,,,,,,,,,,,,,,,,,,,,1.0,0.0
467,Learning Qualitative Models from Numerical Data: Extended Abstract ⇤,University of Ljubljana,University of Ljubljana,University of Ljubljana,University of Ljubljana,,,,,,,,,,,,,,,,,4.0,0.0
468,Capabilities in Heterogeneous Multi Robot Systems,UNSW Sydney,,,,,,,,,,,,,,,,,,,,1.0,0.0
469,DeQED: An Efficient Divide-and-Coordinate Algorithm for DCOP,National Institute of Informatics,Japan Science and Technology Agency,Kobe University,,,,,,,,,,,,,,,,,,3.0,0.0
470,Variable Elimination in Binary CSP via Forbidden Patterns *,Royal Holloway University of London,Université de Toulouse,Université de Toulouse,University of Warwick,,,,,,,,,,,,,,,,,4.0,0.0
471,Adapting Surface Sketch Recognition Techniques for Surfaceless Sketches,Texas A&M University,Texas A&M University,,,,,,,,,,,,,,,,,,,2.0,0.0
472,Lifelong Learning for Acquiring the Wisdom of the Crowd,Microsoft (United States),Microsoft (United States),Microsoft (United States),,,,,,,,,,,,,,,,,,0.0,3.0
473,Run-Time Improvement of Point-Based POMDP Policies,University of Birmingham,University of Birmingham,,,,,,,,,,,,,,,,,,,2.0,0.0
474,Verifiable Equilibria in Boolean Games,University of Bergen,University of Oxford,University of Liverpool,University of Oxford,,,,,,,,,,,,,,,,,4.0,0.0
475,"Exact Top-k Feature Selection via 2,0 -Norm Constraint",The University of Texas at Arlington,The University of Texas at Arlington,The University of Texas at Arlington,,,,,,,,,,,,,,,,,,3.0,0.0
476,Generalized Relational Topic Models with Data Augmentation,State Key Laboratory of Food Science and Technology,State Key Laboratory of Food Science and Technology,Tsinghua University,State Key Laboratory of Food Science and Technology,,,,,,,,,,,,,,,,,1.0,0.0
477,Coupled Attribute Analysis on Numerical Data,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,,,,,,3.0,0.0
478,Path Integral Control by Reproducing Kernel Hilbert Space Embedding,School of Informatics University of Edinburg,Inst. für Parallele und Verteilte Systeme Universität Stuttgar,School of Informatics University of Edinburg,,,,,,,,,,,,,,,,,,3.0,0.0
479,Multi-Agent Epistemic Explanatory Diagnosis via Reasoning about Actions,Sun Yat-sen University,Qiannan Normal College For Nationalities,Sun Yat-sen University," Guangdong Institute of Public Administration, Guangzhou 510053, Chin",Sun Yat-sen University,,,,,,,,,,,,,,,,4.0,0.0
480,Improving Question Retrieval in Community Question Answering Using World Knowledge,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,,,,,,5.0,0.0
481,Adaptive Loss Minimization for Semi-Supervised Elastic Embedding,The University of Texas at Arlington,Colorado School of Mines,The University of Texas at Arlington,The University of Texas at Arlington,,,,,,,,,,,,,,,,,4.0,0.0
482,Learning Canonical Correlations of Paired Tensor Sets Via Tensor-to-Vector Projection,Institute for Infocomm Research,,,,,,,,,,,,,,,,,,,,1.0,0.0
