Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
151,A Consensual Linear Opinion Pool,Cheriton School of Computer Science University of Waterlo,Cheriton School of Computer Science University of Waterlo,,,,,,,,,,,,,,,,,,,2.0,0.0
152,Rolling Dispersion for Robot Teams,Department of Computer Science and Engineering University of Minnesot,Department of Computer Science and Engineering University of Minnesot,,,,,,,,,,,,,,,,,,,2.0,0.0
153,Representation and Reasoning about General Solid Rectangles,Australian National University,Australian National University,,,,,,,,,,,,,,,,,,,2.0,0.0
154,Multi-Modal Distance Metric Learning *,Tsinghua University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,2.0,0.0
155,Reduced Heteroscedasticity Linear Regression for Nyström Approximation,Nanyang Technological University,Nanjing University,Nanyang Technological University,,,,,,,,,,,,,,,,,,3.0,0.0
156,Planning with MIP for Supply Restoration in Power Distribution Systems,Australian National University,University of Melbourne,Australian National University,Australian National University,University of Melbourne,Australian National University,,,,,,,,,,,,,,,6.0,0.0
157,Forecast Oriented Classification of Spatio-Temporal Extreme Events,Northwestern University,Northwestern University,Northwestern University,Northwestern University,Northwestern University,Northwestern University,North Carolina State University,Northwestern University,,,,,,,,,,,,,8.0,0.0
158,Optimal Airline Ticket Purchasing Using Automated User-Guided Feature Selection,University of Minnesota,University of Minnesota,,,,,,,,,,,,,,,,,,,2.0,0.0
159,Control in the Presence of Manipulators: Cooperative and Competitive Cases,Rochester Institute of Technology,Rochester Institute of Technology,University of Rochester,,,,,,,,,,,,,,,,,,3.0,0.0
160,Sample Complexity of Risk-Averse Bandit-Arm Selection,IBM Research - Ireland,Texas A&M University,,,,,,,,,,,,,,,,,,,2.0,0.0
161,The Impact of Disjunction on Query Answering Under Guarded-Based Existential Rules,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,3.0,0.0
162,Bounded Epistemic Situation Calculus Theories,Sapienza University of Rome,York University,Sapienza University of Rome,,,,,,,,,,,,,,,,,,3.0,0.0
163,A Novel Bayesian Similarity Measure for Recommender Systems,American University of Beirut,University of Cambridge,Nanyang Technological University,,,,,,,,,,,,,,,,,,3.0,0.0
164,A Unified Framework for Reputation Estimation in Online Rating Systems,"Chinese University of Hong Kong, Shenzhen",Chinese University of Hong Kong,"Chinese University of Hong Kong, Shenzhen",Chinese University of Hong Kong,"Chinese University of Hong Kong, Shenzhen",Chinese University of Hong Kong,,,,,,,,,,,,,,,6.0,0.0
165,Optimal Valve Placement in Water Distribution Networks with CLP(FD) *,Imperial College London,University of Ferrara,University of Ferrara,University of Ferrara,University of Ferrara,,,,,,,,,,,,,,,,5.0,0.0
166,Decision Generalisation from Game Logs in No Limit Texas Hold'em *,University of Auckland,University of Auckland,,,,,,,,,,,,,,,,,,,2.0,0.0
167,Coalitional Games via Network Flows,University of Southampton,University of Southampton,University of Oxford,University of Warsaw,University of Southampton,University of Montpellier,University of Southampton,,,,,,,,,,,,,,7.0,0.0
168,A Social Welfare Optimal Sequential Allocation Procedure *,University of Rostock,Data61,Data61,,,,,,,,,,,,,,,,,,3.0,0.0
169,Adaptive Error-Correcting Output Codes,École de Technologie Supérieure,École de Technologie Supérieure,,,,,,,,,,,,,,,,,,,2.0,0.0
170,Advanced Conflict-Driven Disjunctive Answer Set Solving,Simon Fraser University,University of Potsdam,,,,,,,,,,,,,,,,,,,2.0,0.0
171,Preference-Based Query Answering in Datalog+/-Ontologies,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,3.0,0.0
172,The Inclusion-Exclusion Rule and Its Application to the Junction Tree Algorithm,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,,,,,,2.0,0.0
173,Sequences of Mechanisms for Causal Reasoning in Artificial Intelligence,Intel (United States),University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,,,,,,2.0,1.0
174,Abstract Dialectical Frameworks Revisited *,Leipzig University,Leipzig University,Leipzig University,University of Vienna,University of Vienna,,,,,,,,,,,,,,,,5.0,0.0
175,C-Link: A Hierarchical Clustering Approach to Large-Scale Near-Optimal Coalition Formation *,University of Verona,University of Verona,University of Southampton,University of Verona,,,,,,,,,,,,,,,,,4.0,0.0
176,Revenue Maximization via Hiding Item Attributes *,University of Liverpool,University of Liverpool,,,,,,,,,,,,,,,,,,,2.0,0.0
177,A Hidden Markov Model-Based Acoustic Cicada Detector for Crowdsourced Smartphone Biodiversity Monitoring,University of Southampton,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,,,,,,,,,4.0,0.0
178,Forecasting Multi-Appliance Usage for Smart Home Energy Management,University of Southampton,University of Southampton,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,,,,,,,,5.0,0.0
179,An Epistemic Halpern-Shoham Logic,Imperial College London,Imperial College London,,,,,,,,,,,,,,,,,,,2.0,0.0
180,A Strongly-Local Contextual Logic,UNSW Sydney,,,,,,,,,,,,,,,,,,,,1.0,0.0
181,Crowdsourcing-Assisted Query Structure Interpretation *,Tsinghua University,National University of Singapore,Tsinghua University,,,,,,,,,,,,,,,,,,3.0,0.0
182,Lazy Paired Hyper-Parameter Tuning,Microsoft (United States),Microsoft (United States),,,,,,,,,,,,,,,,,,,0.0,2.0
183,Automatically Generating Problems and Solutions for Natural Deduction,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,,,,,,,,,,,,,,,,,,3.0,0.0
184,Defender (Mis)coordination in Security Games *,University of Southern California,Carnegie Mellon University,University of Southern California,Carnegie Mellon University,University of Southern California,,,,,,,,,,,,,,,,5.0,0.0
185,Opponent Models with Uncertainty for Strategic Argumentation,University of Luxembourg,University of Koblenz and Landau,University of Aberdeen,,,,,,,,,,,,,,,,,,3.0,0.0
186,Bayesian Probabilities for Constraint-Based Causal Discovery *,Radboud University Nijmegen,Radboud University Nijmegen,,,,,,,,,,,,,,,,,,,2.0,0.0
187,Predicting Knowledge in an Ontology Stream *,University College Dublin,University of Aberdeen,,,,,,,,,,,,,,,,,,,2.0,0.0
188,Active Learning for Teaching a Robot Grounded Relational Symbols,University of Stuttgart,Inria Bordeaux - Sud-Ouest Research Centre,,,,,,,,,,,,,,,,,,,2.0,0.0
189,Active Learning for Level Set Estimation,ETH Zurich,ETH Zurich,ETH Zurich,ETH Zurich,,,,,,,,,,,,,,,,,4.0,0.0
190,Probabilistic Equivalence Verification Approach for Automatic Mathematical Solution Assessment,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Auckland University of Technology,,,,,,,,,,,,,,,,,4.0,0.0
191,StarVars-Effective Reasoning about Relative Directions *,University of Bremen,Australian National University,University of Bremen,,,,,,,,,,,,,,,,,,3.0,0.0
192,Employing Batch Reinforcement Learning to Control Gene Regulation without Explicitly Constructing Gene Regulatory Networks,University of Calgary,University of Calgary,Middle East Technical University,,,,,,,,,,,,,,,,,,3.0,0.0
193,Active Learning for Cross-omain Sentiment Classification,Soochow University,Soochow University,Soochow University,Soochow University,,,,,,,,,,,,,,,,,4.0,0.0
194,Multi-View Discriminant Transfer Learning,South China University of Technology,Qatar Computing Research Institute,,,,,,,,,,,,,,,,,,,1.0,0.0
195,A Theoretic Framework of K-Means-Based Consensus Clustering,Beihang University,Beihang University,"Rutgers, The State University of New Jersey",Nanjing University of Finance and Economics,,,,,,,,,,,,,,,,,4.0,0.0
196,Accelerated Robust Point Cloud Registration in Natural Environments through Positive and Unlabeled Learning,Université Laval,Université Laval,Université Laval,Université Laval,,,,,,,,,,,,,,,,,4.0,0.0
197,On the Complexity of Probabilistic Abstract Argumentation *,University of Calabria,University of Calabria,University of Calabria,,,,,,,,,,,,,,,,,,3.0,0.0
198,Tag-Weighted Topic Model for Mining Semi-Structured Documents,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,3.0,0.0
199,Detecting and Tracking Disease Outbreaks by Mining Social Media Data,Northwestern University,Northwestern University,Northwestern University,Northwestern University,Northwestern University,Northwestern University,Northwestern University,,,,,,,,,,,,,,7.0,0.0
200,Opponent Modelling in Persuasion Dialogues,King's College London,King's College London,King's College London,King's College London,King's College London,,,,,,,,,,,,,,,,5.0,0.0
201,Conditional Restricted Boltzmann Machines for Negotiations in Highly Competitive and Complex Domains,Maastricht University,Maastricht University,Maastricht University,Maastricht University,,,,,,,,,,,,,,,,,4.0,0.0
202,Harmonious Hashing,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,6.0,0.0
203,The Markov Assumption: Formalization and Impact,Holon Institute of Technology,,,,,,,,,,,,,,,,,,,,1.0,0.0
204,FQHT: The Logic of Stable Models for Logic Programs with Intensional Functions,Université de Toulouse,Technical University of Madrid,University of Malaga,,,,,,,,,,,,,,,,,,3.0,0.0
205,A Generalization of SAT and #SAT for Robust Policy Evaluation,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,3.0,0.0
206,Recommendation Using Textual Opinions,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,,,,,,,,,,,,,,,,,,3.0,0.0
207,Satisfiability Modulo Constraint Handling Rules (Extended Abstract) *,National University of Singapore,,,,,,,,,,,,,,,,,,,,1.0,0.0
208,Discovering Alignments in Ontologies of Linked Data *,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,3.0,0.0
209,Multi-Agent Team Formation: Diversity Beats Strength?,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,3.0,0.0
210,Agent Failures in All-Pay Auctions,Hebrew University of Jerusalem,Hebrew University of Jerusalem,Microsoft Research (United Kingdom),Hebrew University of Jerusalem,,,,,,,,,,,,,,,,,3.0,1.0
211,Robust Median Reversion Strategy for On-Line Portfolio Selection *,East China University of Science and Technology,Fudan University,Fudan University,East China University of Science and Technology,Nanyang Technological University,Nanyang Technological University,Fudan University,Fudan University,,,,,,,,,,,,,8.0,0.0
212,Learning High-Order Task Relationships in Multi-Task Learning,Hong Kong Baptist University,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
213,Parameterized Complexity of Optimal Planning: A Detailed Map,University of Vienna,University of Vienna,University of Vienna,,,,,,,,,,,,,,,,,,3.0,0.0
214,Analogico-Deductive Generation of Gödel's First Incompleteness Theorem from the Liar Paradox *,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,,5.0,0.0
215,Joint Modeling of Argument Identification and Role Determination in Chinese Event Extraction with Discourse-evel Information,Soochow University,Soochow University,Soochow University,,,,,,,,,,,,,,,,,,3.0,0.0
216,Leveraging Multi-Domain Prior Knowledge in Topic Models,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago,University of Illinois at Chicago,,,,,,,,,,,,,,,6.0,0.0
217,MiningZinc: A Modeling Language for Constraint-based Mining,KU Leuven,KU Leuven,Monash University,KU Leuven,Leiden University,KU Leuven,,,,,,,,,,,,,,,6.0,0.0
218,What Users Care About: A Framework for Social Content Alignment,Tsinghua University,Tsinghua University,Institute for Infocomm Research,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,7.0,0.0
219,Efficient Interdependent Value Combinatorial Auctions with Single Minded Bidders,University of Southampton,Harvard University,Nagoya Institute of Technology,University of Southampton,,,,,,,,,,,,,,,,,4.0,0.0
220,Active Evaluation of Ranking Functions based on Graded Relevance (Extended Abstract) *,University of Potsdam,"Nokia gate5 GmbH Berlin, German",University of Virginia,University of Potsdam,University of Potsdam,,,,,,,,,,,,,,,,4.0,0.0
221,Social Spammer Detection in Microblogging,Arizona State University,Arizona State University,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,4.0,0.0
222,Look versus Leap: Computing Value of Information with High-Dimensional Streaming Evidence,Microsoft (United States),Microsoft Research (India),,,,,,,,,,,,,,,,,,,0.0,2.0
223,Handling Open Knowledge for Service Robots,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,4.0,0.0
224,Bargaining for Revenue Shares on Tree Trading Networks,Cornell University,IBM Research - Thomas J. Watson Research Center,Yahoo (United States),Toyota Technological Institute at Chicago,,,,,,,,,,,,,,,,,3.0,1.0
225,Nonconvex Relaxation Approaches to Robust Matrix Recovery,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,3.0,0.0
226,Smart Hashing Update for Fast Response,Sun Yat-sen University,Key Laboratory of Guangdong Province,,,,,,,,,,,,,,,,,,,2.0,0.0
227,Randomized Load Control: A Simple Distributed Approach for Scheduling Smart Appliances,Data61,Data61,Data61,,,,,,,,,,,,,,,,,,3.0,0.0
228,Syntactic Computation of Hybrid Possibilistic Conditioning under Uncertain Inputs,Artois University,Nice Sophia Antipolis University,Nice Sophia Antipolis University,,,,,,,,,,,,,,,,,,1.0,0.0
229,Improved Bin Completion for Optimal Bin Packing and Number Partitioning,"University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,,,,,2.0,0.0
230,Normative Conflict Detection and Resolution in Cooperating Institutions,University of Bath,University of Bath,University of Surrey,"Ken Satoh, NII, Japan",,,,,,,,,,,,,,,,,1.0,0.0
231,Towards Robust Co-Clustering, State Key Laboratory of Computer Science,Chinese Academy of Sciences,University of Chinese Academy of Sciences, State Key Laboratory of Computer Science,Chinese Academy of Sciences,,,,,,,,,,,,,,,,2.0,0.0
232,Undecidability in Epistemic Planning,University of Rennes,Technical University of Denmark,,,,,,,,,,,,,,,,,,,2.0,0.0
233,Guarantees of Augmented Trace Norm Models in Tensor Recovery,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,University of Science and Technology Beijing,"Fujitsu Research & Development Center, Beijing, China",,,,,,,,,,,,,,,,4.0,0.0
234,Optimal Pricing for Improving Efficiency of Taxi Systems, The Key Laboratory of Intelligent Information Processing,University of Chinese Academy of Sciences, The Key Laboratory of Intelligent Information Processing,Oregon State University,Chinese Academy of Sciences, The Key Laboratory of Intelligent Information Processing,,,,,,,,,,,,,,,5.0,0.0
235,Online Egocentric Models for Citation Networks,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,2.0,0.0
236,An Alternative Axiomatization of DEL and Its Applications *,Peking University,University of Rennes,,,,,,,,,,,,,,,,,,,2.0,0.0
237,Nominal Schema Absorption,"Institute of Artificial Intelligence Ulm University, German","Institute of Artificial Intelligence Ulm University, German","Institute of Artificial Intelligence Ulm University, German",,,,,,,,,,,,,,,,,,2.0,1.0
238,Multiple Task Learning Using Iteratively Reweighted Least Square,Fudan University,Fudan University,IBM Research - Thomas J. Watson Research Center,Fudan University,,,,,,,,,,,,,,,,,4.0,0.0
239,An Efficient Vector-Based Representation for Coalitional Games,University of Southampton,University of Southampton,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,,,,,,,,5.0,0.0
240,On Random Quotas and Proportional Representation in Weighted Voting Games,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,1.0,0.0
241,Landmark-Based Heuristics and Search Control for Automated Planning (Extended Abstract),"Dematic, O↵enbach, Germany and NICTA, Australi",,,,,,,,,,,,,,,,,,,,1.0,0.0
242,Using Strategic Logics to Reason about Agent Programs *,RMIT University,RMIT University,,,,,,,,,,,,,,,,,,,2.0,0.0
243,YAGO2: A Spatially and Temporally Enhanced Knowledge Base from Wikipedia (Extended Abstract) *,Max Planck Institute for Informatics,Max Planck Institute for Informatics,Max Planck Institute for Informatics,Max Planck Institute for Informatics,,,,,,,,,,,,,,,,,4.0,0.0
244,Meta-Interpretive Learning of Higher-Order Dyadic Datalog: Predicate Invention Revisited *,Imperial College London,Syngenta University Innovation Centre at Imperial College,,,,,,,,,,,,,,,,,,,1.0,0.0
245,Online Expectation Maximization for Reinforcement Learning in POMDPs,Duke University,Duke University,Duke University,,,,,,,,,,,,,,,,,,3.0,0.0
246,On the Complexity of Trick-Taking Card Games,Paris Dauphine University,Paris Dauphine University,Paris Dauphine University,,,,,,,,,,,,,,,,,,3.0,0.0
247,Assessing the Resilience of Socio-Ecosystems: Coupling Viability Theory and Active Learning with kd-Trees. Application to Bilingual Societies *,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori,Interdisciplinary University of Paris,Interdisciplinary University of Paris,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori,Interdisciplinary University of Paris,Interdisciplinary University of Paris,Laboratoire de Recherche en Informatique de Paris 6,,,,,,,,,,,,,,1.0,0.0
248,Linear Bayesian Reinforcement Learning,University of Ioannina,University of Ioannina,,,,,,,,,,,,,,,,,,,2.0,0.0
249,Active Learning from Relative Queries,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,Arizona State University,"University of California, Davis",,,,,,,,,,,,,,,,,4.0,0.0
250,Self-Organized Neural Learning of Statistical Inference from High-Dimensional Data,Universität Hamburg,Universität Hamburg,,,,,,,,,,,,,,,,,,,2.0,0.0
251,Central Clustering of Categorical Data with Automated Feature Weighting,Fujian Normal University,Université de Sherbrooke,,,,,,,,,,,,,,,,,,,2.0,0.0
252,Flexible Execution of Partial Order Plans With Temporal Constraints,Computer Science Department,University of Toronto,Computer Science Department,,,,,,,,,,,,,,,,,,1.0,0.0
253,Flexibility and Decoupling in the Simple Temporal Problem,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,Delft University of Technology,,,,,,,,,,,,,8.0,0.0
254,Decision-Theoretic Approximations for Machine Learning,,,,,,,,,,,,,,,,,,,,,0.0,0.0
255,Trust Modeling for Opinion Evaluation by Coping with Subjectivity and Dishonesty,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,1.0,0.0
256,Monte Carlo *-Minimax Search,Maastricht University,Paris Dauphine University,University of Alberta,Maastricht University,,,,,,,,,,,,,,,,,4.0,0.0
257,An Approach to Abductive Reasoning in Equational Logic *,Grenoble Institute of Technology,Grenoble Institute of Technology,Grenoble Institute of Technology,,,,,,,,,,,,,,,,,,3.0,0.0
258,Social Influence Locality for Modeling Retweeting Behaviors,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,5.0,0.0
259,Deep Sparse Coding Based Recursive Disaggregation Model for Water Conservation,"Department of Computer Science Virginia Tech, United State","Department of Computer Science Virginia Tech, United State","Department of Computer Science Virginia Tech, United State",,,,,,,,,,,,,,,,,,3.0,0.0
260,Computational Disaster Management,Data61,University of Melbourne,,,,,,,,,,,,,,,,,,,2.0,0.0
261,Behavior Composition Optimization *,RMIT University,,,,,,,,,,,,,,,,,,,,1.0,0.0
262,Action-Model Acquisition from Noisy Plan Traces,Sun Yat-sen University,Arizona State University,,,,,,,,,,,,,,,,,,,2.0,0.0
263,Forward Perimeter Search with Controlled Use of Memory,Zuse Institute Berlin,Zuse Institute Berlin,Zuse Institute Berlin,,,,,,,,,,,,,,,,,,3.0,0.0
264,Exchanging OWL 2 QL Knowledge Bases,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,University of Oxford,Free University of Bozen-Bolzano,,,,,,,,,,,,,,,,,,2.0,0.0
265,Managing Qualitative Preferences and Constraints in a Dynamic Environment,University of Regina,University of Regina,,,,,,,,,,,,,,,,,,,2.0,0.0
266,Preserving Partial Solutions while Relaxing Constraint Networks *,Artois University,Johannes Kepler University of Linz,Artois University,,,,,,,,,,,,,,,,,,3.0,0.0
267,Exact Recovery of Sparsely-Used Dictionaries *,Yale University,Yale University,Yale University,,,,,,,,,,,,,,,,,,3.0,0.0
268,Algorithms for Generating Ordered Solutions for Explicit AND/OR Structures : Extended Abstract *,Indian Institute of Technology Kharagpur,Cornell University,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,,,,,,,,,,,,,,,,,4.0,0.0
269,Breakout Local Search for the Vertex Separator Problem,University of Angers," Boulevard Lavoisier, 49045 Angers Cedex 01, Franc",,,,,,,,,,,,,,,,,,,2.0,0.0
270,Multi-Dimensional Single-Peaked Consistency and Its Approximations,Computer Science Department,Computer Science Department,Computer Science Department,,,,,,,,,,,,,,,,,,3.0,0.0
271,Behavioral Diagnosis of LTL Specifications at Operator Level,Graz University of Technology,"Inffeldgasse 16b/II, 8010 Graz, Austri",,,,,,,,,,,,,,,,,,,1.0,0.0
272,Forgetting for Answer Set Programs Revisited,Guizhou University,Griffith University,Guizhou Academy of Sciences,,,,,,,,,,,,,,,,,,3.0,0.0
273,Integrating Semantic Relatedness and Words' Intrinsic Features for Keyword Extraction,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,3.0,0.0
274,Granular Description of Qualitative Change,University of Leeds,,,,,,,,,,,,,,,,,,,,1.0,0.0
275,An Admissible Heuristic for SAS + Planning Obtained from the State Equation,Simón Bolívar University,,,,,,,,,,,,,,,,,,,,1.0,0.0
276,Answer Extraction from Passage Graph for Question Answering,Tianjin University,Microsoft Research Asia (China),University of Science and Technology of China,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,2.0,2.0
277,Learning Discriminative Representations from RGB-D Video Data,University of Sheffield,University of Sheffield,,,,,,,,,,,,,,,,,,,2.0,0.0
278,Graph Classification with Imbalanced Class Distributions and Noise *,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,,,,,,,2.0,0.0
279,A Tree-Based Tabu Search Algorithm for the Manpower Allocation Problem with Time Windows and Job-Teaming Constraints,Sun Yat-sen University,City University of Hong Kong,Sun Yat-sen University,Huazhong University of Science and Technology,City University of Hong Kong,,,,,,,,,,,,,,,,5.0,0.0
280,Double-Wheel Graphs Are Graceful,Cornell University,Cornell University,Cornell University,,,,,,,,,,,,,,,,,,3.0,0.0
281,Improving the Performance of Recommender Systems by Alleviating the Data Sparsity and Cold Start Problems,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,1.0,0.0
282,The Extended Global Cardinality Constraint: An Empirical Survey (Extended Abstract) *,University of St Andrews,,,,,,,,,,,,,,,,,,,,1.0,0.0
283,Plan Quality Optimisation via Block Decomposition,Australian National University,Australian National University,,,,,,,,,,,,,,,,,,,2.0,0.0
284,Towards a Second Generation Random Walk Planner: An Experimental Exploration,University of Alberta,University of Alberta,,,,,,,,,,,,,,,,,,,2.0,0.0
285,Conjunctive Regular Path Queries in Lightweight Description Logics,Laboratoire de Recherche en Informatique,"Institute of Information Systems Vienna University of Technology, Austri","Institute of Information Systems Vienna University of Technology, Austri",,,,,,,,,,,,,,,,,,3.0,0.0
286,Topic Extraction from Online Reviews for Classification and Recommendation *,University College Dublin,University College Dublin,University College Dublin,University College Dublin,,,,,,,,,,,,,,,,,4.0,0.0
287,Supervised Hypothesis Discovery Using Syllogistic Patterns in the Biomedical Literature,Kobe University,Kobe University,,,,,,,,,,,,,,,,,,,2.0,0.0
288,Unlearning from Demonstration,George Mason University,George Mason University,George Mason University,George Mason University,,,,,,,,,,,,,,,,,4.0,0.0
289,Hierarchical Bayesian Matrix Factorization with Side Information,Computer Science Department,Computer Science Department,Computer Science Department,Pohang University of Science and Technology,,,,,,,,,,,,,,,,,1.0,0.0
290,Large-Scale Spectral Clustering on Graphs,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,,4.0,0.0
291,A Rational Extension of Stable Model Semantics to the Full Propositional Language,Simon Fraser University,,,,,,,,,,,,,,,,,,,,1.0,0.0
292,Instance Selection and Instance Weighting for Cross-Domain Sentiment Classification via PU Learning,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Institute of Automation,,,,,,,,,,,,,,,,5.0,0.0
293,Bridging the Gap Between Refinement and Heuristics in Abstraction,Linköping University,Linköping University,,,,,,,,,,,,,,,,,,,2.0,0.0
294,Multi-View Maximum Entropy Discrimination,East China Normal University,East China Normal University,,,,,,,,,,,,,,,,,,,2.0,0.0
295,Better Generalization with Forecasts,Courant Institute of Mathematical Sciences,Courant Institute of Mathematical Sciences,,,,,,,,,,,,,,,,,,,2.0,0.0
296,Learning Community-Based Preferences via Dirichlet Process Mixtures of Gaussian Processes,Data61,University of Waterloo,,,,,,,,,,,,,,,,,,,2.0,0.0
297,Bootstrap Learning via Modular Concept Discovery,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Harvard University,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,4.0,0.0
298,Fair LTL Synthesis for Non-Deterministic Systems Using Strong Cyclic Planners,Sapienza University of Rome,University of Melbourne,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,,,,,,,,,,3.0,0.0
299,The GoDeL Planning System: A More Perfect Union of Domain-Independent and Hierarchical Planning,Systems Research Institute,"University of Maryland, College Park",Systems Research Institute,"University of Maryland, College Park",Smart Information Flow Technologies (United States),Systems Research Institute,"University of Maryland, College Park",,,,,,,,,,,,,,6.0,1.0
300,First-Order Rewritability of Atomic Queries in Horn Description Logics,French National Centre for Scientific Research,University of Bremen,University of Liverpool,,,,,,,,,,,,,,,,,,3.0,0.0
301,Revisiting Centrality-as-Relevance: Support Sets and Similarity as Geometric Proximity: Extended Abstract *,Iscte – Instituto Universitário de Lisboa, Spoken Language Systems Laborator,University of Lisbon, Spoken Language Systems Laborator,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,,,,,,,,,,,,,,,,2.0,0.0
302,Using Domain Knowledge to Systematically Guide Feature Selection,Computer Science and Engineering University of Minnesot,,,,,,,,,,,,,,,,,,,,1.0,0.0
303,Predicting the Size of Depth-First Branch and Bound Search Trees,University of Alberta,"University of California, Irvine","University of California, Irvine",,,,,,,,,,,,,,,,,,3.0,0.0
304,Comprehensive Score: Towards Efficient Local Search for SAT with Long Clauses,Griffith University,Peking University,,,,,,,,,,,,,,,,,,,2.0,0.0
305,"Constraint Satisfaction and Fair Multi-Objective Optimization Problems: Foundations, Complexity, and Islands of Tractability",University of Calabria,University of Calabria,,,,,,,,,,,,,,,,,,,2.0,0.0
306,Towards a Deeper Understanding of Nonmonotonic Reasoning with Degrees,Vrije Universiteit Brussel,Cardiff University,Vrije Universiteit Brussel,Ghent University,,,,,,,,,,,,,,,,,4.0,0.0
307,Robust Optimization for Hybrid MDPs with State-Dependent Noise,Australian National University,Australian National University,Universidade de São Paulo,Universidade de São Paulo,Universidade de São Paulo,,,,,,,,,,,,,,,,5.0,0.0
308,Efficient Approach to Solve the Minimal Labeling Problem of Temporal and Spatial Qualitative Constraints,Arab Open University,University of Lille Nord de France,French National Centre for Scientific Research,Sorbonne University,,,,,,,,,,,,,,,,,3.0,0.0
309,Minimizing Writes in Parallel External Memory Search,University of Denver,University of Denver,,,,,,,,,,,,,,,,,,,2.0,0.0
310,Approximation Algorithms for Max-Sum-Product Problems,Dalle Molle Institute for Artificial Intelligence Research,,,,,,,,,,,,,,,,,,,,1.0,0.0
311,Incorporating Expert Judgement into Bayesian Network Machine Learning,Queen Mary University of London,National University of Defense Technology,Queen Mary University of London,Queen Mary University of London,National University of Defense Technology,,,,,,,,,,,,,,,,5.0,0.0
312,IJCAI-13 Award for Research Excellence,,,,,,,,,,,,,,,,,,,,,0.0,0.0
313,Semi-Supervised Learning for Integration of Aerosol Predictions from Multiple Satellite Instruments,Temple University,Temple University,Temple University,,,,,,,,,,,,,,,,,,3.0,0.0
