Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
767,More for Less: Safe Policy Improvement With Stronger Performance Guarantees,TU Dresden,University of the Witwatersrand,Radboud University Nijmegen,Radboud University Nijmegen,University of the Witwatersrand,Eindhoven University of Technology,TU Dresden,University of the Witwatersrand,Radboud University Nijmegen,,,,,,,,,9.0,0.0
768,Scalable Optimal Margin Distribution Machine,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,5.0,0.0
769,BPNet: Bézier Primitive Segmentation on 3D Point Clouds," Geometry Factory, Franc",University of Sydney,Shanghai Jiao Tong University,,,,,,,,,,,,,,,5.0,0.0
770,Independent Feature Decomposition and Instance Alignment for Unsupervised Domain Adaptation,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Surrey,University of Surrey,Southwest University of Political Science & Law,,,,,,,,,,,,6.0,0.0
771,Enriching Phrases with Coupled Pixel and Object Contexts for Panoptic Narrative Grounding,Institute of Information Engineering,University of Chinese Academy of Sciences,Istanbul Technical University,Inception Institute of Artificial Intelligence,Istanbul Technical University,Istanbul Technical University,Istanbul Technical University,Institute of Information Engineering,University of Chinese Academy of Sciences,Istanbul Technical University,Institute of Information Engineering,University of Chinese Academy of Sciences,Inception Institute of Artificial Intelligence,Beihang University,,,,14.0,0.0
772,BARA: Efficient Incentive Mechanism with Online Reward Budget Allocation in Cross-Silo Federated Learning *,Sun Yat-sen University," Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, Chin",Macquarie University,Sun Yat-sen University," Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, Chin",Sun Yat-sen University," Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, Chin",Macquarie University,,,,,,,,,,5.0,0.0
773,GeNAS: Neural Architecture Search with Better Generalization, NAVER AI La, NAVER AI La, NAVER AI La, NAVER AI La, NAVER AI La, NAVER AI La, NAVER AI La,,,,,,,,,,,7.0,0.0
774,WBFlow: Few-shot White Balance for sRGB Images via Reversible Neural Flows,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,,3.0,0.0
775,REPLACE: A Logical Framework for Combining Collective Entity Resolution and Repairing,Institut Polytechnique de Bordeaux,Sapienza University of Rome,Cardiff University,,,,,,,,,,,,,,,2.0,0.0
776,Unbiased Gradient Boosting Decision Tree with Unbiased Feature Importance,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,3.0,0.0
777,Multi-Task Learning via Time-Aware Neural ODE,Southern University of Science and Technology,University of Technology,Technical University of Darmstadt,Institute of High Performance Computing,Southern University of Science and Technology,Southern University of Science and Technology,Peng Cheng Laboratory,University of Technology,Technical University of Darmstadt,Institute of High Performance Computing,,,,,,,,10.0,0.0
778,Curriculum Graph Machine Learning: A Survey,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,5.0,0.0
779,Principal-Agent Boolean Games,University of Oxford,Monash University,University of Oxford,,,,,,,,,,,,,,,3.0,0.0
780,Artificial Agents Inspired by Human Motivation Psychology for Teamwork in Hazardous Environments,UNSW Sydney,UNSW Sydney,UNSW Sydney,University of Colombo,,,,,,,,,,,,,,4.0,0.0
781,Neuro-Symbolic Class Expression Learning,Paderborn University,Paderborn University,,,,,,,,,,,,,,,,2.0,0.0
782,Modeling with Homophily Driven Heterogeneous Data in Gossip Learning,University of Cambridge,University of Cambridge,,,,,,,,,,,,,,,,2.0,0.0
783,Learning Heuristically-selected and Neurally-guided Feature for Age Group Recognition using Unconstrained Smartphone Interaction,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University," Guangdong Oppo Mobile Telecommunications Corp., Lt",Xi'an Jiaotong University,,,,,,,,,8.0,0.0
784,Detecting Adversarial Faces Using Only Real Face Self-Perturbations,Huazhong University of Science and Technology,Google (Switzerland),Huazhong University of Science and Technology,Industrial and Commercial Bank of China,Industrial and Commercial Bank of China,Huazhong University of Science and Technology,Huazhong University of Science and Technology," Salesforce Research, US",,,,,,,,,,6.0,0.0
785,From Generation to Suppression: Towards Effective Irregular Glow Removal for Nighttime Visibility Enhancement,Wuhan University of Science and Technology,Wuhan University of Science and Technology,Wuhan University,Harbin Institute of Technology,Wuhan University of Science and Technology,,,,,,,,,,,,,5.0,0.0
786,Machine Learning for Cutting Planes in Integer Programming: A Survey,University of Toronto,University of Toronto, SCALE AI Research in Data-Driven Algorithms for Modern Supply Chain,,,,,,,,,,,,,,,2.0,0.0
787,Local and Global: Temporal Question Answering via Information Fusion,Jilin University," Center for Natural Language Processing, Meituan In",Jilin University,University of Trento,Jilin University," Center for Natural Language Processing, Meituan In"," Center for Natural Language Processing, Meituan In",Jilin University,Jilin University,Jilin University,,,,,,,,7.0,0.0
788,Cross-Modal Global Interaction and Local Alignment for Audio-Visual Speech Recognition,Nanyang Technological University,University of Aberdeen,Nanyang Technological University,Nanyang Technological University,University of Science and Technology of China,Nanyang Technological University,,,,,,,,,,,,6.0,0.0
789,RZCR: Zero-shot Character Recognition via Radical-based Reasoning,Jilin University of Chemical Technology,University of Trento,University of Trento," CVL, ETH Zuric",Jilin University of Chemical Technology,Jilin University of Chemical Technology,Jilin University of Chemical Technology,Jilin University of Chemical Technology,,,,,,,,,,2.0,0.0
790,Fluid Dynamics-Inspired Network for Infrared Small Target Detection,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,4.0,0.0
791,Co-training with High-Confidence Pseudo Labels for Semi-supervised Medical Image Segmentation,Northeastern University," Key Laboratory of Intelligent Computing in Medical Image, Ministry of Education, Shenyang, Chin",Northeastern University," Key Laboratory of Intelligent Computing in Medical Image, Ministry of Education, Shenyang, Chin",Fujian Normal University,Alibaba Group (China),Northeastern University," Key Laboratory of Intelligent Computing in Medical Image, Ministry of Education, Shenyang, Chin",University of Alberta,,,,,,,,,5.0,1.0
792,Improving Heterogeneous Model Reuse by Density Estimation,Inception Institute of Artificial Intelligence," Hubei Luojia Laboratory, Wuhan, Chin",Inception Institute of Artificial Intelligence," Hubei Luojia Laboratory, Wuhan, Chin",Beijing Institute of Technology,Jingdong (China),Inception Institute of Artificial Intelligence,Inception Institute of Artificial Intelligence," Hubei Luojia Laboratory, Wuhan, Chin",Washington University in St. Louis,University of Sydney,,,,,,,7.0,1.0
793,Error in the Euclidean Preference Model,King's College London,King's College London,King's College London,,,,,,,,,,,,,,,3.0,0.0
794,Strategic Adversarial Attacks in AI-assisted Decision Making to Reduce Human Trust and Reliance,Purdue University West Lafayette,Purdue University West Lafayette,Purdue University West Lafayette,Purdue University West Lafayette,,,,,,,,,,,,,,4.0,0.0
795,Anti-unification and Generalization: A Survey,"Czech Academy of Sciences, Institute of Computer Science",Johannes Kepler University of Linz,,,,,,,,,,,,,,,,2.0,0.0
796,Algorithm-Hardware Co-Design for Efficient Brain-Inspired Hyperdimensional Learning on Edge (Extended Abstract) *,"University of California, Irvine",Daegu Gyeongbuk Institute of Science and Technology,"University of California, San Diego","University of California, Irvine",,,,,,,,,,,,,,4.0,0.0
797,Modeling the Impact of Policy Interventions for Sustainable Development,International Institute of Information Technology Bangalore,International Institute of Information Technology Bangalore,International Institute of Information Technology Bangalore,International Institute of Information Technology Bangalore,International Institute of Information Technology Bangalore,International Institute of Information Technology Bangalore,,,,,,,,,,,,6.0,0.0
798,Null-Space Diffusion Sampling for Zero-Shot Point Cloud Completion,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,5.0,0.0
799,Beyond Homophily: Robust Graph Anomaly Detection via Neural Sparsification,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,Huawei Technologies (Germany),Hong Kong University of Science and Technology,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,Hong Kong University of Science and Technology,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,,,,,,,6.0,1.0
800,A Bitwise GAC Algorithm for Alldifferent Constraints,National University of Defense Technology,National University of Defense Technology,Jilin University,,,,,,,,,,,,,,,3.0,0.0
801,Unreliable Partial Label Learning with Recursive Separation,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,4.0,0.0
802,Parameterized Local Search for Max c-Cut,Friedrich Schiller University Jena,"Fraunhofer Institute of Optronics, System Technologies and Image Exploitation",Friedrich Schiller University Jena,Friedrich Schiller University Jena,,,,,,,,,,,,,,4.0,0.0
803,Finding an -Close Minimal Variation of Parameters in Bayesian Networks,RWTH Aachen University,RWTH Aachen University,C=yes S=no C=yes S=yes C=no S=yes C=no S=no C=yes A=neg C=yes A=pos C=no A=pos C=no A=neg P=pos P=neg 0 .0 5 0 .9 5 0 .6 9 8 0.302 0.1 0 .9 p 1 -p 0.005 0 .9 9 5 0 .,,,,,,,,,,,,,,,2.0,0.0
804,Orion: Online Backdoor Sample Detection via Evolution Deviance,Ministry of Education,Wuhan University,Ministry of Education,Wuhan University,Wuhan University,Ministry of Education,Wuhan University,,,,,,,,,,,7.0,0.0
805,Incorporating Unlikely Negative Cues for Distinctive Image Captioning,,,,,,,,,,,,,,,,,,0.0,0.0
806,Multi-objective Optimization-based Selection for Quality-Diversity by Non-surrounded-dominated Sorting,Nanjing University,Nanjing University,Nanjing University,Nanjing University," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin",,,,,,,,,,,,5.0,0.0
807,Expanding the Hyperbolic Kernels: A Curvature-aware Isometric Embedding View,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,6.0,0.0
808,Leveraging Argumentation for Generating Robust Sample-based Explanations,French National Centre for Scientific Research,Kırıkkale University,Associazione Nazionale per l’Isolamento Termico e Acustico,,,,,,,,,,,,,,,1.0,0.0
809,Description Logics with Pointwise Circumscription,TU Wien,Umeå University,Umeå University,,,,,,,,,,,,,,,3.0,0.0
810,"Graph Pooling for Graph Neural Networks: Progress, Challenges, and Opportunities",Wuhan University,Jingdong (China),Macquarie University,Jingdong (China),Wuhan University,Wuhan University,University of Sydney,University of Sydney,,,,,,,,,,6.0,2.0
811,Benchmarking eXplainable AI -A Survey on Available Toolkits and Open Challenges,University of Duisburg-Essen,University of Duisburg-Essen,University of Twente,University of Duisburg-Essen,University of Duisburg-Essen,University of Twente,University of Duisburg-Essen,Philipps University of Marburg,University of Mannheim,University of Duisburg-Essen,Philipps University of Marburg,,,,,,,11.0,0.0
