Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
649,Adaptive Residue-wise Profile Fusion for Low Homologous Protein Secondary Structure Prediction Using External Knowledge,Chinese University of Hong Kong,Shenzhen Research Institute of Big Data,Chinese University of Hong Kong,Shenzhen Research Institute of Big Data, Tencent AI La,Chinese University of Hong Kong,Shenzhen Research Institute of Big Data,Chinese University of Hong Kong,Shenzhen Research Institute of Big Data," CryoEM Center, SUSTec",Chinese University of Hong Kong,Shenzhen Research Institute of Big Data,Chinese University of Hong Kong,,,,,,,,4.0,2.0
650,Solving Math Word Problems with Teacher Supervision,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
651,Novelty Detection via Contrastive Learning with Negative Data Augmentation,East China Normal University,East China Normal University,East China Normal University,Tencent (China),Tencent (China),Shanghai Jiao Tong University,Zhejiang University,East China Normal University,,,,,,,,,,,,,6.0,2.0
652,TCIC: Theme Concepts Learning Cross Language and Vision for Image Captioning,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Fudan University,Zhejiang Lab,Fudan University,,,,,,,,,,,,,8.0,0.0
653,Disentangled Face Attribute Editing via Instance-Aware Latent Space Search,Beijing Institute of Technology,RIKEN Advanced Science Institute,Beijing Institute of Technology,,,,,,,,,,,,,,,,,,2.0,0.0
654,TrafficStream: A Streaming Traffic Flow Forecasting Framework Based on Graph Neural Networks and Continual Learning,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,3.0,0.0
655,Multi-Scale Selective Feedback Network with Dual Loss for Real Image Denoising,Tsinghua University," The Shenzhen Institute of Future Media Technology, Shenzhen 518071, Chin",Tsinghua University,Tsinghua University,Tsinghua University," The Shenzhen Institute of Future Media Technology, Shenzhen 518071, Chin",Northeastern University,,,,,,,,,,,,,,5.0,0.0
656,Instance-Aware Coherent Video Style Transfer for Chinese Ink Wash Painting,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,5.0,0.0
657,Beyond the Spectrum: Detecting Deepfakes via Re-Synthesis,Helmholtz Center for Information Security,Max Planck Institute for Informatics,"University of Maryland, College Park",University of Mannheim,Helmholtz Center for Information Security,,,,,,,,,,,,,,,,5.0,0.0
658,Real-Time Pricing Optimization for Ride-Hailing Quality of Service,Georgia Institute of Technology,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
659,Fine-tuning Is Not Enough: A Simple yet Effective Watermark Removal Attack for DNN Models,Chongqing University,Nanyang Technological University,Tsinghua University,Virginia Tech,Chongqing University,Nanyang Technological University,,,,,,,,,,,,,,,6.0,0.0
660,Identifying Norms from Observation Using MCMC Sampling,University of Otago,Indian Institute of Technology Kharagpur,,,,,,,,,,,,,,,,,,,2.0,0.0
661,Diversity in Kemeny Rank Aggregation: A Parameterized Approach,University of Bergen,University of Trier,"University of California, Santa Barbara",University of Bergen,University of Trier,,,,,,,,,,,,,,,,5.0,0.0
662,Exact Acceleration of K-Means++ and K-Means,"University of Maryland, Baltimore","University of Maryland, Baltimore",,,,,,,,,,,,,,,,,,,2.0,0.0
663,Towards Reducing Biases in Combining Multiple Experts Online,King Juan Carlos University,King Juan Carlos University,King Juan Carlos University,King Juan Carlos University,,,,,,,,,,,,,,,,,4.0,0.0
664,The Successful Ingredients of Policy Gradient Algorithms,Technical University of Munich,Technical University of Munich,Technical University of Munich,,,,,,,,,,,,,,,,,,3.0,0.0
665,Segmenting Transparent Object in the Wild with Transformer,Chinese University of Hong Kong, Sensetime Retsearc,Nanjing University,Chinese University of Hong Kong, Huawei Noah's Ark La, Sensetime Retsearc,Chinese University of Hong Kong,,,,,,,,,,,,,,4.0,0.0
666,Non-contact Pain Recognition from Video Sequences with Remote Physiological Measurements Prediction,Northwest University,Northwest University,University of Oulu,Northwestern Polytechnical University,Northwest University,Northwest University,University of Oulu,,,,,,,,,,,,,,7.0,0.0
667,Change the World -How Hard Can that Be? On the Computational Complexity of Fixing Planning Models,Australian National University,Australian National University,,,,,,,,,,,,,,,,,,,2.0,0.0
668,Counterfactual Explanations for Optimization-Based Decisions in the Context of the GDPR,University of Toronto,University of Toronto,University of Toronto,,,,,,,,,,,,,,,,,,3.0,0.0
669,On Smoother Attributions using Neural Stochastic Differential Equations,The University of Texas Health Science Center at San Antonio,University of Central Florida,United States Air Force Research Laboratory,SRI International,,,,,,,,,,,,,,,,,4.0,0.0
670,Learning with Generated Teammates to Achieve Type-Free Ad-Hoc Teamwork,Zhejiang University,Zhejiang Lab,Zhejiang University,Zhejiang Lab,Nanyang Technological University,Zhejiang University,Zhejiang Lab,,,,,,,,,,,,,,7.0,0.0
671,"Rethink the Connections among Generalization, Memorization, and the Spectral Bias of DNNs",Huazhong University of Science and Technology,Baidu (China),Huazhong University of Science and Technology,,,,,,,,,,,,,,,,,,2.0,1.0
672,Automatic Mixed-Precision Quantization Search of BERT,Samsung Research Americ,Samsung Research Americ,Samsung Research Americ,Samsung Research Americ,Samsung Research Americ,,,,,,,,,,,,,,,,5.0,0.0
673,Boosting Variational Inference With Locally Adaptive Step-Sizes,ETH Zurich,ETH Zurich, Google Researc,ETH Zurich,ETH Zurich,,,,,,,,,,,,,,,,4.0,1.0
674,Hierarchical Class-Based Curriculum Loss, Samsung Research Americ, Samsung Research Americ,University of the Amazon,,,,,,,,,,,,,,,,,,1.0,0.0
675,Altruism Design in Networked Public Goods Games,Washington University in St. Louis,University of Southern California,Washington University in St. Louis,,,,,,,,,,,,,,,,,,3.0,0.0
676,Choosing the Right Algorithm With Hints From Complexity Theory,Institut Polytechnique de Paris,Southern University of Science and Technology,Institut Polytechnique de Paris,,,,,,,,,,,,,,,,,,3.0,0.0
677,Heuristic Search for Approximating One Matrix in Terms of Another Matrix,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,,,,,,2.0,0.0
678,User Retention: A Causal Approach with Triple Task Modeling,University of Antwerp,Beihang University,University of Antwerp,University of Antwerp,University of Antwerp,University of Antwerp,University of Antwerp,University of Antwerp,University of Antwerp,City University of Macau,,,,,,,,,,,10.0,0.0
679,Ten Years of BabelNet: A Survey,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,University of Cape Town,University of Cape Town,,,,,,,,,,,,,,,,5.0,0.0
680,A Survey on Universal Adversarial Attack,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Sichuan University,Korea Advanced Institute of Science and Technology,University of Electronic Science and Technology of China,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,6.0,0.0
681,Self-Supervised Video Action Localization with Adversarial Temporal Transforms,Peking University,Peking University, Tencent AI La,Peking University,,,,,,,,,,,,,,,,,3.0,0.0
682,THEMIS: A Fair Evaluation Platform for Computer Vision Competitions,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Queen's University Belfast,Shanghai Jiao Tong University,Louisiana State University,Shanghai Jiao Tong University,Norwegian Marine Technology Research Institute,Norwegian Marine Technology Research Institute,Shanghai Jiao Tong University,Norwegian Marine Technology Research Institute,Shanghai Jiao Tong University,,,,,,,,,,8.0,0.0
683,Sample Efficient Decentralized Stochastic Frank-Wolfe Methods for Continuous DR-Submodular Maximization,Temple University,Temple University,Temple University,,,,,,,,,,,,,,,,,,3.0,0.0
684,Parallel Subtrajectory Alignment over Massive-Scale Trajectory Data,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,Harbin Institute of Technology,King Abdullah University of Science and Technology,,,,,,,,,,,,,,,,,4.0,0.0
685,Fine-Grained Air Quality Inference via Multi-Channel Attention Model,Harbin Engineering University,Harbin Engineering University,Harbin Engineering University,,,,,,,,,,,,,,,,,,3.0,0.0
686,UniGNN: a Unified Framework for Graph and Hypergraph Neural Networks,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,3.0,0.0
687,Removing Foreground Occlusions in Light Field Using Micro-lens Dynamic Filter,Beijing Jiaotong University,University of Science and Technology Beijing,Chinese Academy of Civil Aviation Science and Technology,Beijing Jiaotong University,University of Science and Technology Beijing,Beijing Jiaotong University,University of Science and Technology Beijing,Chinese Academy of Civil Aviation Science and Technology,,,,,,,,,,,,,6.0,0.0
688,Learning Implicitly with Noisy Data in Linear Arithmetic,Imperial College London,University of Edinburgh,University of Edinburgh,Washington University in St. Louis,,,,,,,,,,,,,,,,,4.0,0.0
689,When Computational Representation Meets Neuroscience: A Survey on Brain Encoding and Decoding,Singapore University of Technology and Design,Westlake University,Institute of Advanced Manufacturing Technology,Westlake University,Institute of Advanced Manufacturing Technology,,,,,,,,,,,,,,,,5.0,0.0
690,Handling Overlaps When Lifting Gaussian Bayesian Networks,University of Lübeck,University of Lübeck,German Research Centre for Artificial Intelligence,,,,,,,,,,,,,,,,,,3.0,0.0
691,Abductive Learning with Ground Knowledge Base *,Nanjing University,Imperial College London,Nanjing University,Nanjing University,Imperial College London,Nanjing University,,,,,,,,,,,,,,,6.0,0.0
692,"On Cycles, Attackers and Supporters -A Contribution to The Investigation of Dynamics in Abstract Argumentation",Leipzig University,Leipzig University,,,,,,,,,,,,,,,,,,,2.0,0.0
693,Improving Multi-agent Coordination by Learning to Estimate Contention,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,,,,,,,,,,,,,,,,,,3.0,0.0
694,"Robust Domain Adaptation: Representations, Weights and Inductive Bias (Extended Abstract)",University of Paris-Saclay,University of Paris-Saclay,University of Paris-Saclay,University of Paris-Saclay,University of Paris-Saclay,,,,,,,,,,,,,,,,5.0,0.0
695,On Sampled Metrics for Item Recommendation (Extended Abstract),,,,,,,,,,,,,,,,,,,,,0.0,0.0
696,Self-supervised Network Evolution for Few-shot Classification,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,Novo Holdings (Denmark),,,,,,,,,,,,,,,,,3.0,1.0
697,Beyond Accuracy: Behavioral Testing of NLP Models with CheckList,University of Washington,University of Washington,"University of California, Irvine",,,,,,,,,,,,,,,,,,3.0,0.0
698,Online Risk-Averse Submodular Maximization,The University of Tokyo,Massachusetts Institute of Technology,National Institute of Informatics,,,,,,,,,,,,,,,,,,3.0,0.0
699,Stochastic Shortest Path with Adversarially Changing Costs,Tel Aviv University,Tel Aviv University, Google Research,,,,,,,,,,,,,,,,,,2.0,0.0
700,Improved Algorithms for Allen's Interval Algebra: a Dynamic Programming Approach,Linköping University,Linköping University,,,,,,,,,,,,,,,,,,,2.0,0.0
701,Learning Within an Instance for Designing High-Revenue Combinatorial Auctions,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University," Optimized Markets, Inc",IBM (United States),,,,,,,,,,,,,,,,3.0,1.0
702,Loyalty in Cardinal Hedonic Games,Technical University of Munich,Technical University of Munich,,,,,,,,,,,,,,,,,,,2.0,0.0
703,Distortion in Social Choice Problems: The First 15 Years and Beyond,Rensselaer Polytechnic Institute,University of Liverpool,University of Toronto,University of Giessen,,,,,,,,,,,,,,,,,3.0,0.0
704,PoseGTAC: Graph Transformer Encoder-Decoder with Atrous Convolution for 3D Human Pose Estimation,"Center for Future Media & School of Computer Science and Engineering University of Electronic Science and Technology of China, Chin","Center for Future Media & School of Computer Science and Engineering University of Electronic Science and Technology of China, Chin","Center for Future Media & School of Computer Science and Engineering University of Electronic Science and Technology of China, Chin","Center for Future Media & School of Computer Science and Engineering University of Electronic Science and Technology of China, Chin","Center for Future Media & School of Computer Science and Engineering University of Electronic Science and Technology of China, Chin","Center for Future Media & School of Computer Science and Engineering University of Electronic Science and Technology of China, Chin",,,,,,,,,,,,,,,6.0,0.0
705,Adapting Meta Knowledge with Heterogeneous Information Network for COVID-19 Themed Malicious Repository Detection,Case Western Reserve University,Case Western Reserve University,Case Western Reserve University,Brandeis University,,,,,,,,,,,,,,,,,4.0,0.0
706,Towards Generating Summaries for Lexically Confusing Code through Code Erosion,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,2.0,0.0
707,PIANO: A Parametric Hand Bone Model from Magnetic Resonance Imaging,ShanghaiTech University,Shanghai Institute of Microsystem and Information Technology,University of Chinese Academy of Sciences,ShanghaiTech University,Shanghai Institute of Microsystem and Information Technology,University of Chinese Academy of Sciences,ShanghaiTech University,ShanghaiTech University,ShanghaiTech University,,,,,,,,,,,,9.0,0.0
708,Step-Wise Hierarchical Alignment Network for Image-Text Matching,Tianjin University,Tianjin University,Tianjin University,,,,,,,,,,,,,,,,,,3.0,0.0
709,Few-Shot Partial-Label Learning,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,Shandong University,George Mason University,,,,,,,,,,11.0,0.0
710,Deep Descriptive Clustering,"University of California, Davis","University of California, Davis",,,,,,,,,,,,,,,,,,,2.0,0.0
711,Generalizing to Unseen Domains: A Survey on Domain Generalization,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Central University of Finance and Economics,Microsoft Research Asia (China),,,,,,,,,,,,,,,,1.0,4.0
712,Emergent Prosociality in Multi-Agent Games Through Gifting,Stanford University,"University of California, Santa Barbara",Stanford University,"University of California, Santa Barbara","University of California, Santa Barbara",Stanford University,,,,,,,,,,,,,,,6.0,0.0
713,Location Predicts You: Location Prediction via Bi-direction Speculation and Dual-level Association,Wuhan University,Wuhan University,The University of Tokyo,The University of Tokyo,The University of Tokyo,The University of Tokyo,,,,,,,,,,,,,,,6.0,0.0
714,Faster Guarantees of Evolutionary Algorithms for Maximization of Monotone Submodular Functions,University of Florida,,,,,,,,,,,,,,,,,,,,1.0,0.0
715,Interference-free Walks in Time: Temporally Disjoint Paths,Durham University,Durham University,Ben-Gurion University of the Negev,Technical University of Berlin,Technical University of Berlin,,,,,,,,,,,,,,,,5.0,0.0
716,The Fewer the Merrier: Pruning Preferred Operators with Novelty,Technion – Israel Institute of Technology,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,,,2.0,0.0
717,Dual-Cross Central Difference Network for Face Anti-Spoofing,University of Oulu,Northwestern Polytechnical University,University of Oxford,University of Oulu,University of Oulu,,,,,,,,,,,,,,,,5.0,0.0
718,Weakly-Supervised Spatio-Temporal Anomaly Detection in Surveillance Video,Sun Yat-sen University, ByteDance Inc, Baidu Inc,Sun Yat-sen University, Baidu Inc, Baidu Inc, Baidu Inc, Baidu Inc,Sun Yat-sen University,,,,,,,,,,,,3.0,0.0
