Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
264,Fair Pairwise Exchange among Groups,Kyushu University,Kyushu University,Kyushu University,Kyushu University,,,,,,,,,,,,,,,,,4.0,0.0
265,Multi-Scale Contrastive Siamese Networks for Self-Supervised Graph Representation Learning,Monash University,Monash University,Monash University,Nanjing University of Science and Technology,Chinese Academy of Sciences,Monash University,,,,,,,,,,,,,,,6.0,0.0
266,GraphReach: Position-Aware Graph Neural Network using Reachability Estimations,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,Indian Institute of Technology Kanpur,Indian Institute of Technology Delhi,,,,,,,,,,,,,,,,,4.0,0.0
267,Details (Don't) Matter: Isolating Cluster Information in Deep Embedded Spaces,University of Vienna," ds:UniVie, Austria",Ludwig-Maximilians-Universität München,University of Vienna," ds:UniVie, Austria",Ludwig-Maximilians-Universität München," MCML, German",University of Vienna," ds:UniVie, Austria",,,,,,,,,,,,5.0,0.0
268,Two Forms of Responsibility in Strategic Games,King's College Hospital,Lafayette College,,,,,,,,,,,,,,,,,,,2.0,0.0
269,Program Synthesis as Dependency Quantified Formula Modulo Theory *,Indian Institute of Technology Kanpur,National University of Singapore,Indian Institute of Technology Kanpur,National University of Singapore,,,,,,,,,,,,,,,,,4.0,0.0
270,Two-Sided Matching Meets Fair Division,University of Virginia,University of Toronto,University of Toronto,,,,,,,,,,,,,,,,,,3.0,0.0
271,Politeness for the Theory of Algebraic Datatypes (Extended Abstract) *,Stanford University,Stanford University,University of Lorraine,Stanford University,"Changchun Institute of Optics, Fine Mechanics and Physics",University of Lorraine,University of Liège,Stanford University,,,,,,,,,,,,,8.0,0.0
272,Safety Analysis of Deep Neural Networks,University of Genoa,,,,,,,,,,,,,,,,,,,,1.0,0.0
273,Discrete Multiple Kernel k-means,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,,,,,,,,,,,,,5.0,0.0
274,Comparing Kullback-Leibler Divergence and Mean Squared Error Loss in Knowledge Distillation,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,5.0,0.0
275,Two-stage Training for Learning from Label Proportions,"China University of Petroleum, Beijing",University of Chinese Academy of Sciences,University of International Business and Economics,Chinese University of Hong Kong,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,6.0,0.0
276,Minimization of Limit-Average Automata,University of Wrocław,University of Wrocław,,,,,,,,,,,,,,,,,,,2.0,0.0
277,New Algorithms for Japanese Residency Matching,Kyushu University,Kyushu University,Kyushu University,Kyushu University,,,,,,,,,,,,,,,,,4.0,0.0
278,Node-wise Localization of Graph Neural Networks,Singapore Management University,Singapore Management University," Salesforce Research Asia, Singapor",Singapore Management University," Salesforce Research Asia, Singapor",,,,,,,,,,,,,,,,2.0,2.0
279,Practical One-Shot Federated Learning for Cross-Silo Setting,National University of Singapore,National University of Singapore,"University of California, Berkeley",,,,,,,,,,,,,,,,,,3.0,0.0
280,Hindsight Trust Region Policy Optimization,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,National University of Singapore,Xi'an Jiaotong University,,,,,,,,,,,,,,,,5.0,0.0
281,A Comprehensive Survey on Image Dehazing Based on Deep Learning,Southeast University,Anhui University,Ocean University of China,Institute of Information Engineering,Anhui University,University of Sydney,Jingdong (China),,,,,,,,,,,,,,6.0,1.0
282,"A Survey on Complex Knowledge Base Question Answering: Methods, Challenges and Solutions",Singapore Management University,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method,Renmin University of China,Singapore Management University, Beijing Key Laboratory of Big Data Management and Analysis Method,Renmin University of China,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method,Renmin University of China,,,,,,,,,,,7.0,0.0
283,Reinforcement Learning for Sparse-Reward Object-Interaction Tasks in a First-person Simulated 3D Environment,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,"University of California, Berkeley",University of Michigan–Ann Arbor,University of Michigan–Ann Arbor, LG AI Researc,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,7.0,0.0
284,Few-Shot Learning with Part Discovery and Augmentation from Unlabeled Images,University of Science and Technology of China,Institutes of Science and Development,Institutes of Science and Development,Institutes of Science and Development,University of Science and Technology of China,Institutes of Science and Development,University of Science and Technology of China,Institutes of Science and Development,,,,,,,,,,,,,3.0,0.0
285,A Compression-Compilation Framework for On-mobile Real-time BERT Applications,William & Mary,Northeastern University,Northeastern University,University of Notre Dame,William & Mary,University of Connecticut,Northeastern University,IBM Research - Haifa,William & Mary,Northeastern University,,,,,,,,,,,10.0,0.0
286,Web Interoperability For Ontology Development And Support With crowd 2.0,National University of Comahue,National Scientific and Technical Research Council,National University of Comahue,National Scientific and Technical Research Council,National University of Comahue,National University of Comahue,Universidad Nacional del Sur,Comisión de Investigaciones Científicas,,,,,,,,,,,,,8.0,0.0
287,Improving Stylized Neural Machine Translation with Iterative Dual Knowledge Transfer,Beijing Jiaotong University,Beijing Jiaotong University," Global Tone Communication Technology Co., Ltd., Beijing, Chin",Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,,,,,,,,,,,,,,6.0,0.0
288,"Drop Redundant, Shrink Irrelevant: Selective Knowledge Injection for Language Pretraining",Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Engineering Laboratory,Alibaba Group (China),Alibaba Group (China),Zhejiang University,Zhejiang University,,,,,,,,,,,,7.0,2.0
289,Norm-guided Adaptive Visual Embedding for Zero-Shot Sketch-Based Image Retrieval,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Southern University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,,7.0,0.0
290,Towards Cross-View Consistency in Semantic Segmentation While Varying View Direction,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,4.0,0.0
291,"Anomaly Mining -Past, Present and Future *",Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,1.0,0.0
292,AI for Planning Public Health Interventions,Harvard University,,,,,,,,,,,,,,,,,,,,1.0,0.0
293,Physics-informed Spline Learning for Nonlinear Dynamics Discovery,Northeastern University,Northeastern University,Northeastern University,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,4.0,0.0
294,"DEHB: Evolutionary Hyberband for Scalable, Robust and Efficient Hyperparameter Optimization",University of Freiburg,University of Freiburg,University of Freiburg,Stellenbosch University,,,,,,,,,,,,,,,,,4.0,0.0
295,Progressive Open-Domain Response Generation with Multiple Controllable Attributes, Ping An Life Insurance Company of Chin, Ping An Life Insurance Company of Chin, Ping An Life Insurance Company of Chin, Ping An Life Insurance Company of Chin, Ping An Life Insurance Company of Chin,Carnegie Mellon University,,,,,,,,,,,,,,,1.0,0.0
296,KDExplainer: A Task-oriented Attention Model for Explaining Knowledge Distillation,Zhejiang University,Zhejiang University,National University of Singapore,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,6.0,0.0
297,Automated Fact-Checking for Assisting Human Fact-Checkers,Qatar Computing Research Institute,Full Fact,Qatar University,Qatar Computing Research Institute,Qatar University,University of Bologna,EURECOM,Qatar Computing Research Institute,Osservatorio Astronomico di Padova,,,,,,,,,,,,6.0,0.0
298,Improving Welfare in One-Sided Matchings using Simple Threshold Queries,University of Toronto,University of Waterloo,University of Waterloo,,,,,,,,,,,,,,,,,,3.0,0.0
299,Mean Field Games Flock! The Reinforcement Learning Way,University of Lille,Princeton University,Port and Airport Research Institute,Together Enhancing Awareness Coalition,Port and Airport Research Institute,Together Enhancing Awareness Coalition,,,,,,,,,,,,,,,2.0,0.0
300,Does Every Data Instance Matter? Enhancing Sequential Recommendation by Eliminating Unreliable Data,Northeastern University,Northeastern University,Macquarie University,Northeastern University,,,,,,,,,,,,,,,,,4.0,0.0
301,Learning Embeddings from Knowledge Graphs With Numeric Edge Attributes,,,,,,,,,,,,,,,,,,,,,0.0,0.0
302,Transfer Learning via Optimal Transportation for Integrative Cancer Patient Stratification,Purdue University West Lafayette,Indiana University,Indiana University,Purdue University West Lafayette,Indiana University,Regenstrief Institute,,,,,,,,,,,,,,,6.0,0.0
303,Focus on Interaction: A Novel Dynamic Graph Model for Joint Multiple Intent Detection and Slot Filling,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,,,,,,,,,,,,,,,,,4.0,0.0
304,Multi-Hop Fact Checking of Political Claims,University of Copenhagen,University of Copenhagen,University of Copenhagen,University of Copenhagen,,,,,,,,,,,,,,,,,4.0,0.0
305,Learning with Selective Forgetting,"NTT Communication Science Laboratories, NTT Corporation, Japa","NTT Communication Science Laboratories, NTT Corporation, Japa","NTT Communication Science Laboratories, NTT Corporation, Japa",,,,,,,,,,,,,,,,,,3.0,0.0
306,Rethinking the Invariant Feature Learning: Variational Bayesian Inference for Domain Generalization,Massachusetts General Hospital,Beth Israel Deaconess Medical Center,Beth Israel Deaconess Medical Center,National University of Singapore,Beth Israel Deaconess Medical Center,Johns Hopkins University,Beth Israel Deaconess Medical Center,Johns Hopkins University,Massachusetts General Hospital,Massachusetts General Hospital,Beth Israel Deaconess Medical Center,Massachusetts General Hospital,Massachusetts General Hospital,,,,,,,,13.0,0.0
307,Deep Residual Reinforcement Learning (Extended Abstract),University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,3.0,0.0
308,Reinforcement Learning Based Sparse Black-box Adversarial Attack on Video Recognition Models,Fudan University,Fudan University,,,,,,,,,,,,,,,,,,,2.0,0.0
309,Dual Active Learning for Both Model and Data Selection,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,,,,,,,,,,2.0,0.0
310,Reasoning about Beliefs and Meta-Beliefs by Regression in an Expressive Probabilistic Action Logic,RWTH Aachen University,RWTH Aachen University,,,,,,,,,,,,,,,,,,,2.0,0.0
311,Neural Regret-Matching for Distributed Constraint Optimization Problems,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,,4.0,0.0
312,Guaranteeing Maximin Shares: Some Agents Left Behind,Pennsylvania State University,Rochester Institute of Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
313,MultiMirror: Neural Cross-lingual Word Alignment for Multilingual Word Sense Disambiguation,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,,4.0,0.0
314,Structure Guided Lane Detection,,,,,,,,,,,,,,,,,,,,,0.0,0.0
315,Regularising Knowledge Transfer by Meta Functional Learning,Queen Mary University of London,Fudan University,Queen Mary University of London,,,,,,,,,,,,,,,,,,3.0,0.0
316,Solving Continuous Control with Episodic Memory,ITMO University,ITMO University,,,,,,,,,,,,,,,,,,,2.0,0.0
317,Automatic Design of Heuristic Algorithms for Binary Optimization Problems,Federal University of Rio Grande do Sul,,,,,,,,,,,,,,,,,,,,1.0,0.0
318,Semantic Linking Maps for Active Visual Object Search (Extended Abstract),University of Michigan–Ann Arbor,University of Bremen,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,3.0,0.0
319,Signature-Based Abduction with Fresh Individuals and Complex Concepts for Description Logics,TU Dresden,,,,,,,,,,,,,,,,,,,,1.0,0.0
320,Faster Smarter Proof by Induction in Isabelle/HOL,Yale-NUS College,,,,,,,,,,,,,,,,,,,,1.0,0.0
321,Intelligent and Learning Agents: Four Investigations,Indian Institute of Technology Bombay,,,,,,,,,,,,,,,,,,,,1.0,0.0
322,Towards Fast and Accurate Multi-Person Pose Estimation on Mobile Devices,Northeastern University,Northeastern University,William & Mary,Northeastern University,William & Mary,Northeastern University,William & Mary,Northeastern University,,,,,,,,,,,,,8.0,0.0
323,UniMF: A Unified Framework to Incorporate Multimodal Knowledge Bases into End-to-End Task-Oriented Dialogue Systems,University of Melbourne,Tsinghua University,University of Melbourne,University of Melbourne,,,,,,,,,,,,,,,,,4.0,0.0
324,On Self-Distilling Graph Neural Network,Tsinghua University, Tencent AI La, Tencent AI La,Tsinghua University,Peng Cheng Laboratory, Tencent AI La, Tencent AI La, Tencent AI La,The University of Texas at Arlington,,,,,,,,,,,,4.0,0.0
325,Efficient Neural Network Verification via Layer-based Semidefinite Relaxations and Linear Cuts,Imperial College London,Imperial College London,Imperial College London,Imperial College London,,,,,,,,,,,,,,,,,4.0,0.0
326,Cross-Domain Few-Shot Classification via Adversarial Task Augmentation,Peking University,Peking University,,,,,,,,,,,,,,,,,,,2.0,0.0
327,From Computational Social Choice to Digital Democracy,Technical University of Berlin,,,,,,,,,,,,,,,,,,,,1.0,0.0
328,Reconciling Rewards with Predictive State Representations * †,Northeastern University,Northeastern University,,,,,,,,,,,,,,,,,,,2.0,0.0
329,A Survey on Goal Recognition as Planning,Pontifical Catholic University of Rio Grande do Sul,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,2.0,0.0
330,"Where Is Your Place, Visual Place Recognition?",Queensland University of Technology,Queensland University of Technology,Queensland University of Technology,,,,,,,,,,,,,,,,,,3.0,0.0
331,Federated Learning with Sparsification-Amplified Privacy and Adaptive Optimization,The University of Texas at San Antonio,The University of Texas at San Antonio,The University of Texas at San Antonio,,,,,,,,,,,,,,,,,,3.0,0.0
332,LDP-FL: Practical Private Aggregation in Federated Learning with Local Differential Privacy,Lehigh University, Samsung Research Americ, Samsung Research Americ,,,,,,,,,,,,,,,,,,1.0,0.0
333,Evaluating Relaxations of Logic for Neural Networks: A Comprehensive Study,University of Utah,University of Utah,University of Utah,,,,,,,,,,,,,,,,,,3.0,0.0
334,Accelerating Neural Architecture Search via Proxy Data,Seoul National University,Seoul National University,Seoul National University,Seoul National University,American Institute of Indian Studies,,,,,,,,,,,,,,,,5.0,0.0
335,Game-theoretic Analysis of Effort Allocation of Contributors to Public Projects,University of Nebraska–Lincoln,University of Nebraska–Lincoln,University of Nebraska–Lincoln,University of Nebraska–Lincoln,,,,,,,,,,,,,,,,,4.0,0.0
336,Fairness in Long-Term Participatory Budgeting,TU Wien,TU Wien,University of Amsterdam,,,,,,,,,,,,,,,,,,3.0,0.0
337,Evolutionary Gradient Descent for Non-convex Optimization,Nanjing University,Nanjing University,Huawei Technologies (China),Huawei Technologies (China),,,,,,,,,,,,,,,,,2.0,2.0
338,Understanding the Effect of Bias in Deep Anomaly Detection,University of Chicago,University of Chicago,University of Chicago,,,,,,,,,,,,,,,,,,3.0,0.0
339,The Surprising Power of Graph Neural Networks with Random Node Initialization,University of Oxford,University of Oxford,RWTH Aachen University,University of Oxford,,,,,,,,,,,,,,,,,4.0,0.0
340,Lifting Symmetry Breaking Constraints with Inductive Logic Programming,University of Klagenfurt,University of Klagenfurt,Graz University of Technology,University of Klagenfurt,,,,,,,,,,,,,,,,,4.0,0.0
341,On the Learnability of Knowledge in Multi-Agent Logics,University of Edinburgh,,,,,,,,,,,,,,,,,,,,1.0,0.0
342,A Human-AI Teaming Approach for Incremental Taxonomy Learning from Text,University of Milan,University of Milan,University of Milan,,,,,,,,,,,,,,,,,,3.0,0.0
343,Learning Attributed Graph Representations with Communicative Message Passing Transformer,Sun Yat-sen University,Sun Yat-sen University," Galixir Technologies Ltd, Beijin",Sun Yat-sen University,Sun Yat-sen University," Galixir Technologies Ltd, Beijin",Sun Yat-sen University,National Sun Yat-sen University,,,,,,,,,,,,,5.0,0.0
344,Speech2Talking-Face: Inferring and Driving a Face with Synchronized Audio-Visual Representation,Tokyo Institute of Technology,Chinese University of Hong Kong,Nanyang Technological University,Tokyo Institute of Technology,,,,,,,,,,,,,,,,,4.0,0.0
345,Dig into Multi-modal Cues for Video Retrieval with Hierarchical Alignment,Zhejiang University,Tencent (China),University of Hong Kong,Tongji University,Tencent (China),Tencent (China),Zhejiang University,Tencent (China),Tencent (China),,,,,,,,,,,,4.0,5.0
346,Skills2Graph: Processing Million Job Ads to face the Job Skill Mismatch Problem,University of Milano-Bicocca,University of Milano-Bicocca,University of Milano-Bicocca,University of Milano-Bicocca,University of Milano-Bicocca,,,,,,,,,,,,,,,,5.0,0.0
347,ME-MCTS: Online Generalization by Combining Multiple Value Estimators,Centrum Wiskunde & Informatica,Centrum Wiskunde & Informatica,,,,,,,,,,,,,,,,,,,2.0,0.0
348,Learning Class-Transductive Intent Representations for Zero-shot Intent Detection,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering, Peng F,Institute of Information Engineering, Peng F,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,,,,,,,,,,6.0,0.0
349,Accomplice Manipulation of the Deferred Acceptance Algorithm,Pennsylvania State University,Rochester Institute of Technology,Tata Institute of Fundamental Research,,,,,,,,,,,,,,,,,,3.0,0.0
350,Relaxed Core Stability in Fractional Hedonic Games,French National Centre for Scientific Research,University of L'Aquila,University of Chieti-Pescara,,,,,,,,,,,,,,,,,,3.0,0.0
351,Stability and Generalization for Randomized Coordinate Descent,Northwest University,Southwestern University of Finance and Economics,University of Birmingham,,,,,,,,,,,,,,,,,,3.0,0.0
352,Against Membership Inference Attack: Pruning is All You Need,University of Connecticut,Duke University,University of Connecticut,University of Connecticut,Stevens Institute of Technology,University of Connecticut,University of Connecticut,University of Connecticut,,,,,,,,,,,,,8.0,0.0
353,CIMON: Towards High-quality Hash Codes,Peking University,Alibaba Group (China),Peking University,Alibaba Group (China),Harbin Institute of Technology,Peking University,Alibaba Group (China),Peking University,Peking University,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,6.0,6.0
354,Few-shot Neural Human Performance Rendering from Sparse RGBD Videos,ShanghaiTech University,Shanghai Institute of Microsystem and Information Technology,University of Chinese Academy of Sciences,ShanghaiTech University,Shanghai Institute of Microsystem and Information Technology,University of Chinese Academy of Sciences,ShanghaiTech University,Shanghai Institute of Microsystem and Information Technology,University of Chinese Academy of Sciences,ShanghaiTech University,Shanghai Institute of Microsystem and Information Technology,University of Chinese Academy of Sciences,ShanghaiTech University,ShanghaiTech University,,,,,,,14.0,0.0
355,Adversarial Spectral Kernel Matching for Unsupervised Time Series Domain Adaptation,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,4.0,0.0
356,Asynchronous Multi-grained Graph Network For Interpretable Multi-hop Reading Comprehension,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,,,,,,,,,,,,,,4.0,0.0
357,Dialogue Discourse-Aware Graph Model and Data Augmentation for Meeting Summarization,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,,,,,,4.0,0.0
358,On Belief Change for Multi-Label Classifier Encodings," CRIL, Univ. Artois & CNRS, Franc",Institut Universitaire de France," CRIL, Univ. Artois & CNRS, Franc",,,,,,,,,,,,,,,,,,2.0,0.0
359,Choice Logics and Their Computational Properties,TU Wien,TU Wien,TU Wien,,,,,,,,,,,,,,,,,,3.0,0.0
360,Weaving a Semantic Web of Credibility Reviews for Explainable Misinformation Detection (Extended Abstract),The Open University,The Open University,The Open University,The Open University,,,,,,,,,,,,,,,,,4.0,0.0
361,On Learning Sets of Symmetric Elements (Extended Abstract) *,Bar-Ilan University,Bar-Ilan University,Bar-Ilan University,Bar-Ilan University,,,,,,,,,,,,,,,,,4.0,0.0
362,What If We Could Not See? Counterfactual Analysis for Egocentric Action Anticipation,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,Shandong University,Institute of Computing Technology,University of Chinese Academy of Sciences," Lenovo Group, Beijing, 100085, Chin",,,,,,,,,,10.0,0.0
363,Exploring Periodicity and Interactivity in Multi-Interest Framework for Sequential Recommendation,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,9.0,0.0
364,Mechanism Design for Facility Location Problems: A Survey," Department of Computer Science and Engineering, University of Nebrask",University of Liverpool,Hong Kong Polytechnic University,City University of Hong Kong," Department of Computer Science and Engineering, University of Nebrask",,,,,,,,,,,,,,,,3.0,0.0
365,BKT-POMDP: Fast Action Selection for User Skill Modelling over Tasks with Multiple Skills,Yale University,Yale University,,,,,,,,,,,,,,,,,,,2.0,0.0
366,Bipartite Matching for Crowd Counting with Point Supervision,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences," Artificial Intelligence on Electric Power System Joint Laboratory of SGCC, Global Energy Interconnection Research Institute Co., Ltd., Beijing, Chin",Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,4.0,0.0
367,Enabling Retrain-free Deep Neural Network Pruning Using Surrogate Lagrangian Relaxation,University of Connecticut,University of Connecticut,University of Connecticut,University of Connecticut,University of Connecticut,University of Connecticut,University of Connecticut,,,,,,,,,,,,,,7.0,0.0
368,DEEPSPLIT: An Efficient Splitting Method for Neural Network Verification via Indirect Effect Analysis,Imperial College London,Imperial College London,,,,,,,,,,,,,,,,,,,2.0,0.0
369,"Long-term, Short-term and Sudden Event: Trading Volume Movement Prediction with Graph-based Multi-view Modeling",Peking University, Equal Contribution,Peking University," Mizuho Securities Co.,Lt", Equal Contribution," Mizuho Securities Co.,Lt",Peking University,Peking University,Peking University,,,,,,,,,,,,5.0,0.0
370,Multi-view Feature Augmentation with Adaptive Class Activation Mapping,University of Chinese Academy of Sciences,Academia Sinica,Academia Sinica,Academia Sinica,Academia Sinica,Academia Sinica,Academia Sinica,,,,,,,,,,,,,,7.0,0.0
371,GASP: Gated Attention for Saliency Prediction,University of Ha'il,University of Ha'il,University of Ha'il,,,,,,,,,,,,,,,,,,3.0,0.0
372,MapGo: Model-Assisted Policy Optimization for Goal-Oriented Tasks,Shanghai Jiao Tong University," Tencent AI Lab, Shenzhen, Chin",Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University," Tencent AI Lab, Shenzhen, Chin",Shanghai Jiao Tong University," Tencent AI Lab, Shenzhen, Chin",Shanghai Jiao Tong University," Tencent AI Lab, Shenzhen, Chin"," Tencent AI Lab, Shenzhen, Chin",,,,,,,,,,6.0,4.0
373,Electrocardio Panorama: Synthesizing New ECG Views with Self-supervision,Zhejiang University,Zhejiang University,Zhejiang University,University of Notre Dame,Zhejiang University,,,,,,,,,,,,,,,,5.0,0.0
374,Pruning of Deep Spiking Neural Networks through Gradient Rewiring,Peking University,Peng Cheng Laboratory,Peking University,Vector Institute,Peng Cheng Laboratory,Peking University,Peng Cheng Laboratory,Peking University,Vector Institute,Peng Cheng Laboratory,Peking University,Peng Cheng Laboratory,,,,,,,,,12.0,0.0
375,Federated Learning with Fair Averaging,Xiamen University,Xiamen University,University of Melbourne,Xiamen University,Xiamen University,Xiamen University,,,,,,,,,,,,,,,6.0,0.0
376,A Survey on Spoken Language Understanding: Recent Advances and New Frontiers,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,,,,,,4.0,0.0
377,Automated Machine Learning on Graphs: A Survey,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,3.0,0.0
378,Graph-Free Knowledge Distillation for Graph Neural Networks *,Binghamton University,Binghamton University,,,,,,,,,,,,,,,,,,,2.0,0.0
379,Fast Multi-label Learning,University of Sydney,University of Sydney,University of Sydney,,,,,,,,,,,,,,,,,,3.0,0.0
380,Hierarchical Self-supervised Augmented Knowledge Distillation,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,,,,,6.0,0.0
381,IIAS: An Intelligent Insurance Assessment System through Online Real-time Conversation Analysis,University of Antwerp,DST Question Identification Negation Identificatio,,,,,,,,,,,,,,,,,,,0.0,9.0
382,Dynamic Rebalancing Dockless Bike-Sharing System based on Station Community Discovery,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,"National Center for AIDS/STD Control and Prevention,China CDC"," DiDi Research America, Mountain View, CA, US",,,,,,,,,,,,,,,,4.0,0.0
383,Incorporating Queueing Dynamics into Schedule-Driven Traffic Control,Rapid Flow (United States),Rapid Flow (United States),Rapid Flow (United States),Carnegie Mellon University,,,,,,,,,,,,,,,,,1.0,3.0
384,Learning Generalized Unsolvability Heuristics for Classical Planning,Linköping University,Pompeu Fabra University,Linköping University,,,,,,,,,,,,,,,,,,3.0,0.0
385,Deep Reinforcement Learning for Multi-contact Motion Planning of Hexapod Robots,Nanjing University,Peking University,Nanjing University,Peking University,Peking University,Southwest University of Science and Technology,Southwest University of Science and Technology,Peking University,Nanjing University,,,,,,,,,,,,9.0,0.0
386,EmbedMask: Embedding Coupling for Instance Segmentation,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,5.0,0.0
387,Weakly Supervised Dense Video Captioning via Jointly Usage of Knowledge Distillation and Cross-modal Matching,Hangzhou Dianzi University,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China,Hangzhou Dianzi University,Ministry of Education of the People's Republic of China,Zhejiang International Studies University,Ministry of Education of the People's Republic of China,,,,,,,,,,,,,,7.0,0.0
388,Multi-Target Invisibly Trojaned Networks for Visual Recognition and Detection,Peking University, Tencent AI La,Peking University,Peking University,,,,,,,,,,,,,,,,,3.0,0.0
389,UNBERT: User-News Matching BERT for News Recommendation,Huawei Noah's Ark La,Huawei Noah's Ark La,Huawei Noah's Ark La,Huawei Noah's Ark La,Huawei Noah's Ark La,Huawei Noah's Ark La,Huawei Noah's Ark La,,,,,,,,,,,,,,7.0,0.0
390,Manipulation of k-Coalitional Games on Social Networks,Bar-Ilan University,Bar-Ilan University,Ariel University,,,,,,,,,,,,,,,,,,3.0,0.0
391,Multi-Objective Reinforcement Learning for Designing Ethical Environments,Research Institute for Artificial Intelligence,University of Barcelona,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,,,,,3.0,0.0
392,SPADE: A Semi-supervised Probabilistic Approach for Detecting Errors in Tables,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,5.0,0.0
393,Phonovisual Biases in Language: is the Lexicon Tied to the Visual World?,University of Trento,Fondazione Bruno Kessler,,,,,,,,,,,,,,,,,,,2.0,0.0
394,Online Credit Payment Fraud Detection via Structure-Aware Hierarchical Recurrent Neural Network,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Chinese Academy of Sciences,Alibaba Group (China),,,,,,,,,,,,,,1.0,6.0
395,Hiding Numerical Vectors in Local Private and Shuffled Messages,Guangzhou University,Guangzhou University," Interactive Entertainment Group, Tencent Inc"," Interactive Entertainment Group, Tencent Inc"," Interactive Entertainment Group, Tencent Inc",University of Science and Technology of China,,,,,,,,,,,,,,,3.0,0.0
396,Deep Automatic Natural Image Matting,University of Sydney,University of Sydney,Jingdong (China),,,,,,,,,,,,,,,,,,2.0,1.0
