Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,num_academia,num_company
369,Approximating Optimal Combinatorial Auctions for Complements Using Restricted Welfare Maximization *,Carnegie Mellon University,Hong Kong University of Science and Technology,Carnegie Mellon University,,,,,,,,,,3.0,0.0
370,On Combining Decisions from Multiple Expert Imitators for Performance,University of Auckland,University of Auckland,,,,,,,,,,,2.0,0.0
371,Heuristic Search Under Quality and Time Bounds,University of New Hampshire,,,,,,,,,,,,1.0,0.0
372,Kernels for Global Constraints *,University of Vienna,University of Vienna,,,,,,,,,,,2.0,0.0
373,Autonomous Object Manipulation: A Semantic-Driven Approach *,Politecnico di Milano,,,,,,,,,,,,1.0,0.0
374,User-Dependent Aspect Model for Collaborative Activity Recognition *,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,2.0,0.0
375,Generalizing ADOPT and BnB-ADOPT,Autonomous University of Barcelona,Autonomous University of Barcelona,University of Massachusetts Amherst,,,,,,,,,,3.0,0.0
376,Nested Rollout Policy Adaptation for Monte Carlo Tree Search,"Parity Computing, Inc. San Diego, California, US",,,,,,,,,,,,0.0,1.0
377,Buried Utility Pipeline Mapping Based on Multiple Spatial Data Sources: A Bayesian Data Fusion Approach,University of Leeds,University of Leeds,,,,,,,,,,,2.0,0.0
378,"Interest Prediction on Multinomial, Time-Evolving Social Graphs",The University of Tokyo,The University of Tokyo,The University of Tokyo,,,,,,,,,,3.0,0.0
379,Using Emotions to Enhance Decision-Making,Harvard University,Charles River Analytics (United States),,,,,,,,,,,1.0,1.0
380,Conference Chair,University of Southern California,Data61,"IJCAI Executive Secretary Vesna Sabljakovic-Fritz (Vienna University of Technology, Austria",Hong Kong University of Science and Technology,Grenoble Computer Science Laboratory,Colorado State University,University of Nebraska–Lincoln,"Pedro Meseguer (IIIA-CSIC, Spai",The University of Texas System,University of Minnesota,University of Kentucky,,9.0,0.0
381,An Analysis of Multiobjective Search Algorithms and Heuristics *,University of Malaga," This work is funded by Consejería de Innovación, Cienci"," Empresa, Junta de Andalucí",,,,,,,,,,1.0,0.0
382,Towards a Model-Centric Cognitive Architecture for Service Robots,Hochschule Ulm, Collaborative Center of Applied Research on Service Robotics (ZAFH Service Robotic,,,,,,,,,,,1.0,0.0
383,Using Payoff-Similarity to Speed Up Search,University of Alberta,University of Alberta,,,,,,,,,,,2.0,0.0
384,A Maximum Likelihood Approach towards Aggregating Partial Orders,Duke University,Duke University,,,,,,,,,,,2.0,0.0
385,Conics with a Common Axis of Symmetry: Properties and Applications to Camera Calibration *,Joseph Fourier University,Universitas Maritim Raja Ali Haji,,,,,,,,,,,2.0,0.0
386,Inference with Multinomial Data: Why to Weaken the Prior Strength,Dalle Molle Institute for Artificial Intelligence Research,Dalle Molle Institute for Artificial Intelligence Research,,,,,,,,,,,2.0,0.0
387,On the Complexity of Dealing with Inconsistency in Description Logic Ontologies,Sapienza University of Rome,,,,,,,,,,,,1.0,0.0
388,An Agent Architecture for Prognostic Reasoning Assistance,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,University of Aberdeen,,,,,,,,,4.0,0.0
389,Optimal Partitions in Additively Separable Hedonic Games *,Technical University of Munich,Technical University of Munich,Technical University of Munich,,,,,,,,,,3.0,0.0
390,"Consistency Measures for Feature Selection: A Formal Definition, Relative Sensitivity Comparison and a Fast Algorithm",University of Hyogo,"Panasonic Corporation, Osaka, Japa",,,,,,,,,,,1.0,0.0
391,Strategy Learning for Autonomous Agents in Smart Grid Markets,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,2.0,0.0
392,DetH*: Approximate Hierarchical Solution of Large Markov Decision Processes *,"MIT Computer Science and Artificial Intelligence Laboratory Cambridge, MA 02139, US","MIT Computer Science and Artificial Intelligence Laboratory Cambridge, MA 02139, US","MIT Computer Science and Artificial Intelligence Laboratory Cambridge, MA 02139, US",,,,,,,,,,3.0,0.0
393,"Planning with SAT, Admissible Heuristics and A*",Australian National University,,,,,,,,,,,,1.0,0.0
394,Combining Machine Learning and Optimization Techniques to Determine 3-D Structures of Polypeptides *,Federal University of Rio Grande do Sul,Federal University of Rio Grande do Sul,Federal University of Rio Grande do Sul,,,,,,,,,,3.0,0.0
395,Ball Ranking Machines for Content-Based Multimedia Retrieval,The University of Texas at Arlington,The University of Texas at Arlington,,,,,,,,,,,2.0,0.0
396,Multi-Label Classification Using Conditional Dependency Networks,Temple University,Temple University,,,,,,,,,,,2.0,0.0
397,An Empirical Study of Seeding Manipulations and Their Prevention,University of Waterloo,University of Waterloo,,,,,,,,,,,2.0,0.0
398,Activity Recognition with Finite State Machines,Computer Science Department,Computer Science Department,Computer Science Department,,,,,,,,,,3.0,0.0
399,"Subsidies, Stability, and Restricted Cooperation in Coalitional Games",Hebrew University of Jerusalem,Hebrew University of Jerusalem,University of Calabria,,,,,,,,,,3.0,0.0
400,Facing Openness with Socio-Cognitive Trust and Categories,Institute of Cognitive Sciences and Technologies,University of Southampton,Institute of Cognitive Sciences and Technologies,Institute of Cognitive Sciences and Technologies,Institute of Cognitive Sciences and Technologies,,,,,,,,5.0,0.0
401,Combinatorial Aggregation,"Institute for Logic, Language and Computation University of Amsterda",,,,,,,,,,,,1.0,0.0
402,Reasoning-Supported Interactive Revision of Knowledge Bases,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,University of Oxford,,,,,,,,,,3.0,0.0
403,A Logic for Causal Inference in Time Series with Discrete and Continuous Variables,Columbia University,,,,,,,,,,,,1.0,0.0
404,Program Chair,University of Erlangen-Nuremberg,Diane Coo,,,,,,,,,,,1.0,0.0
405,Invited Talk and Research Excellence Paper,,,,,,,,,,,,,0.0,0.0
406,Heterogeneous Domain Adaptation Using Manifold Alignment,"IBM T. J. Watson Research Lab 19 Skyline Drive Hawthorne, New York 1053",University of Massachusetts Amherst,,,,,,,,,,,1.0,1.0
407,A New Search Engine Integrating Hierarchical Browsing and Keyword Search,Western University,Western University,Western University,,,,,,,,,,3.0,0.0
408,A Natural Language Question Answering System as a Participant in Human Q&A Portals,University of Hagen,University of Koblenz and Landau,University of Hagen,University of Koblenz and Landau,,,,,,,,,4.0,0.0
409,The General Game Playing Description Language Is Universal,UNSW Sydney,,,,,,,,,,,,1.0,0.0
410,The Multi-Inter-Distance Constraint,Université Laval,Université Laval,,,,,,,,,,,2.0,0.0
411,Constraint Programming on Infinite Data Streams,Université de Caen Normandie,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,4.0,0.0
412,Mechanism Design for Dynamic Environments: Online Double Auctions *,Western Sydney University,Université de Toulouse,,,,,,,,,,,2.0,0.0
413,A Constructive Approach to Independent and Evidence Retaining Belief Revision by General Information Sets,TU Dortmund University,TU Dortmund University,,,,,,,,,,,2.0,0.0
414,Augmenting Tractable Fragments of Abstract Argumentation *,University of Vienna,University of Vienna,,,,,,,,,,,2.0,0.0
415,WSABIE: Scaling Up To Large Vocabulary Image Annotation,Université Paris Cité,Université Paris Cité,Université Paris Cité,Université Paris Cité,,,,,,,,,4.0,0.0
416,Combining Spatial and Temporal Aspects of Prediction Problems to Improve Prediction Performance,Department of Computer Science and Engineering University of Minnesot,,,,,,,,,,,,1.0,0.0
417,Incremental Slow Feature Analysis,Dalle Molle Institute for Artificial Intelligence Research," Manno-Lugano 6928, Switzerlan",,,,,,,,,,,1.0,0.0
418,Concise Characteristic Function Representations in Coalitional Games Based on Agent Types,Kyushu University,Kyushu University,Kyushu University,Kyushu University,,,,,,,,,4.0,0.0
419,Using Experience to Generate New Regulations,University of Barcelona," Artificial Intelligence Research Institute (IIIA) Spanish Council of Scientific Research (CSIC) Campus UAB. Bellaterra, Spai",University of Barcelona,University of Barcelona,,,,,,,,,3.0,0.0
420,A Hybrid Recursive Multi-Way Number Partitioning Algorithm,"University of California, Los Angeles",,,,,,,,,,,,1.0,0.0
421,Finite-Length Markov Processes with Constraints,,,,,,,,,,,,,0.0,0.0
422,Beth Definability in Expressive Description Logics Balder ten Cate *,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,,,,,,,,,,,2.0,0.0
423,Simulation-Based Data Mining Solution to the Structure of Water Surrounding Proteins,Japan Advanced Institute of Science and Technology,University of the Sciences,Hanoi National University of Education,Japan Science and Technology Agency,Japan Advanced Institute of Science and Technology,John von Neumann Institute for Computing,"Vietnam National University, Ho Chi Minh City",Japan Advanced Institute of Science and Technology,Japan Science and Technology Agency,,,,8.0,0.0
424,Resource-Bounded Crowd-Sourcing of Commonsense Knowledge,Research Institute for Artificial Intelligence,National Taiwan University,,,,,,,,,,,2.0,0.0
425,Bi-Weighting Domain Adaptation for Cross-Language Text Classification,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,3.0,0.0
426,Dynamics of Profit-Sharing Games,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,6.0,0.0
427,Q-Error as a Selection Mechanism in Modular Reinforcement-Learning Systems *,Ferring Pharmaceuticals (Denmark)," 6928 Manno-Lugano, Switzerlan",,,,,,,,,,,0.0,1.0
428,Active Surveying: A Probabilistic Approach for Identifying Key Opinion Leaders,"University of Maryland, College Park","University of Maryland, College Park","University of Maryland, Baltimore",,,,,,,,,,3.0,0.0
429,Discerning Linkage-Based Algorithms Among Hierarchical Clustering Methods,School of Computer Science University of Waterlo,School of Computer Science University of Waterlo,,,,,,,,,,,2.0,0.0
430,An Assertion Retrieval Algebra for Object Queries over Knowledge Bases,University of Waterloo,University of Waterloo,University of Waterloo,University of Waterloo,,,,,,,,,4.0,0.0
431,Motor Simulation via Coupled Internal Models Using Sequential Monte Carlo,University of Palermo,National Research Council,,,,,,,,,,,2.0,0.0
432,Robotic Object Detection: Learning to Improve the Classifiers Using Sparse Graphs for Path Planning,Cornell University,Cornell University,Cornell University,,,,,,,,,,3.0,0.0
433,An Efficient Monte-Carlo Algorithm for Pricing Combinatorial Prediction Markets for Tournaments,Duke University,New York University,,,,,,,,,,,2.0,0.0
434,Probabilistic Satisfiability: Logic-Based Algorithms and Phase Transition *,Universidade de São Paulo,Universidade de São Paulo,,,,,,,,,,,2.0,0.0
435,Sensorimotor Models of Space and Object Geometry,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,2.0,0.0
436,Talking about Trust in Heterogeneous Multi-Agent Systems *,Autonomous University of Barcelona,Autonomous University of Barcelona,Autonomous University of Barcelona,,,,,,,,,,3.0,0.0
437,Extracting Temporal Patterns from Interval-Based Sequences,Agrocampus Ouest,Inria Rennes - Bretagne Atlantique Research Centre,,,,,,,,,,,2.0,0.0
438,Cluster Indicator Decomposition for Efficient Matrix Factorization,The University of Texas at Arlington,The University of Texas at Arlington,The University of Texas at Arlington,,,,,,,,,,3.0,0.0
439,Rigging Tournament Brackets for Weaker Players,Computer Science Department,Computer Science Department,,,,,,,,,,,2.0,0.0
440,Control of Robotic Systems for Safe Interaction with Human Operators,University of Kassel,,,,,,,,,,,,1.0,0.0
441,Replanning in Domains with Partial Information and Sensing Actions,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,2.0,0.0
442,Planning and Scheduling,,,,,,,,,,,,,0.0,0.0
443,Minimum Search To Establish Worst-Case Guarantees in Coalition Structure Generation,University of Southampton,University of Southampton,University of Warsaw,University of Southampton,,,,,,,,,4.0,0.0
444,Generalizing Envy-Freeness Toward Group of Agents,Kyushu University,Kyushu University,Kyushu University,Kyushu University,Kyushu University,Kyushu University,,,,,,,6.0,0.0
445,Towards Spatial Methods for Socially Assistive Robotics: Validation With Children With Autism Spectrum Disorders,University of Southern California,,,,,,,,,,,,1.0,0.0
446,Statement of Thesis Research: Multi-Robot Sampling Strategies for Large-cale Oceanographic Experiments,University of Southern California,,,,,,,,,,,,1.0,0.0
447,Foundations for Uniform Interpolation and Forgetting in Expressive Description Logics,University of Bremen,University of Liverpool,,,,,,,,,,,2.0,0.0
448,On the Decidability of Connectedness Constraints in 2D and 3D Euclidean Spaces,"Birkbeck, University of London",University of Manchester,University of Manchester,"Birkbeck, University of London",,,,,,,,,4.0,0.0
449,Scaling Up Optimal Heuristic Search in Dec-POMDPs via Incremental Expansion,University of Lisbon,Massachusetts Institute of Technology,Aptima (United States),,,,,,,,,,2.0,1.0
450,Hustling in Repeated Zero-Sum Games with Imperfect Execution *,Stanford University,Stanford University,,,,,,,,,,,2.0,0.0
451,Learning 3D Geological Structure from Drill-Rig Sensors for Automated Mining," School of Aerospace, Mechanical and Mechatronic Engineerin",UNSW Sydney," School of Aerospace, Mechanical and Mechatronic Engineerin",UNSW Sydney," School of Aerospace, Mechanical and Mechatronic Engineerin",UNSW Sydney,,,,,,,3.0,0.0
452,A Generalized Arc-Consistency Algorithm for a Class of Counting Constraints,"Mines-Nantes, LINA UMR CNRS 6241, 4, rue Alfred Kastler, FR-44307 Nantes, France","Mines-Nantes, LINA UMR CNRS 6241, 4, rue Alfred Kastler, FR-44307 Nantes, France","Mines-Nantes, LINA UMR CNRS 6241, 4, rue Alfred Kastler, FR-44307 Nantes, France",,,,,,,,,,3.0,0.0
453,Dynamic SAT with Decision Change Costs: Formalization and Solutions,Kobe University,Kobe University,,,,,,,,,,,2.0,0.0
454,On the Impact of Belief State Representation in Planning under Uncertainty,New Mexico State University,,,,,,,,,,,,1.0,0.0
455,A Uniform Approach for Generating Proofs and Strategies for Both True and False QBF Formulas,Natural Sciences and Engineering Research Council,Natural Sciences and Engineering Research Council,University of Toronto,"University of California, Santa Cruz",University of Toronto,,,,,,,,5.0,0.0
456,Multiagent Hierarchical Learning from Demonstration,George Mason University,,,,,,,,,,,,1.0,0.0
457,Contributions to Personalizable Knowledge Integration,"University of Maryland, College Park",,,,,,,,,,,,1.0,0.0
458,Human Behavior Analysis from Video Data Using Bag-of-Gestures,University of Barcelona,Computer Vision Center,University of Barcelona,Computer Vision Center,University of Barcelona,Computer Vision Center,Open University of Catalonia,University of Barcelona,Computer Vision Center,,,,9.0,0.0
459,Tackling the Partner Units Configuration Problem *,University of Oxford,University of Oxford,University of Oxford,University of Oxford,University of Oxford,,,,,,,,5.0,0.0
460,Improving Resource Allocation Strategy Against Human Adversaries in Security Games,The University of Texas at El Paso,University of Southern California,,,,,,,,,,,2.0,0.0
461,Probabilistic Goal Markov Decision Processes *,National University of Singapore,"Department of Electrical Engineering Technion, Israe",,,,,,,,,,,2.0,0.0
462,Resolute Choice in Sequential Decision Problems with Multiple Priors,Universitas Maritim Raja Ali Haji,Université Toulouse III - Paul Sabatier,"LIP6-CNRS, UMR 7606 UPMC Paris, Franc","LIP6-CNRS, UMR 7606 UPMC Paris, Franc",,,,,,,,,3.0,0.0
463,Large Hinge Width on Sparse Random Hypergraphs *,Institute of Software,Institute of Software,Institute of Software,Institute of Software,Beihang University,,,,,,,,5.0,0.0
464,Consequence-Based Reasoning beyond Horn Ontologies *,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,3.0,0.0
465,Translating First-Order Theories into Logic Programs,Tsinghua University,Western Sydney University,Tsinghua University,University of Technology Sydney,Western Sydney University,,,,,,,,5.0,0.0
466,Learning Driving Behavior by Timed Syntactic Pattern Recognition,KU Leuven,Delft University of Technology,Delft University of Technology,,,,,,,,,,3.0,0.0
467,Robust Principal Component Analysis with Non-Greedy 1 -Norm Maximization *,The University of Texas at Arlington,The University of Texas at Arlington,The University of Texas at Arlington,The University of Texas at Arlington,The University of Texas at Arlington,,,,,,,,5.0,0.0
468,Query Answering in the Horn Fragments of the Description Logics SHOIQ and SROIQ *,University of Vienna,Karlsruhe Institute of Technology,University of Vienna,,,,,,,,,,3.0,0.0
469,Risk-Sensitive Policies for Sustainable Renewable Resource Allocation,Cornell University,Cornell University,Cornell University,Cornell University,,,,,,,,,4.0,0.0
470,Monitoring the Execution of Partial-Order Plans via Regression,University of Toronto,University of Toronto,University of Toronto,,,,,,,,,,3.0,0.0
471,Locality-Constrained Concept Factorization,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,3.0,0.0
472,Adaptation of a Mixture of Multivariate Bernoulli Distributions,"University of California, Merced","University of California, Merced","University of California, Merced",,,,,,,,,,3.0,0.0
