Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
126,Explaining Preferences by Multiple Patterns in Voters' Behavior,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,2.0,0.0
127,Two for One & One for All: Two-Sided Manipulation in Matching Markets,Pennsylvania State University,Rochester Institute of Technology,Indian Institute of Technology Delhi,,,,,,,,,,,,,,,3.0,0.0
128,Cross-modal Representation Learning and Relation Reasoning for Bidirectional Adaptive Manipulation,Tsinghua University,Tsinghua University,Alibaba Group (United States),Tsinghua University,,,,,,,,,,,,,,3.0,1.0
129,JueWu-MC: Playing Minecraft with Sample-efficient Hierarchical Reinforcement Learning,"Tencent AI Lab, Shenzhen, Chin","Tencent AI Lab, Shenzhen, Chin","Tencent AI Lab, Shenzhen, Chin","Tencent AI Lab, Shenzhen, Chin","Tencent AI Lab, Shenzhen, Chin","Tencent AI Lab, Shenzhen, Chin",,,,,,,,,,,,0.0,6.0
130,Human Parity on CommonsenseQA: Augmenting Self-Attention with External Attention,Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),Microsoft (United States),,,,,,,,0.0,10.0
131,Self-Supervised Mutual Learning for Dynamic Scene Reconstruction of Spiking Camera,Peking University,Peking University,Peking University,Vector Institute,Peking University,Peking University,Peking University,Vector Institute,,,,,,,,,,8.0,0.0
132,On Quantifying Literals in Boolean Logic and Its Applications to Explainable AI (Extended Abstract) *,Computer Science Department,French National Centre for Scientific Research,Institut Universitaire de France,,,,,,,,,,,,,,,2.0,0.0
133,"Data Valuation in Machine Learning: ""Ingredients"", Strategies, and Open Challenges",National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,5.0,0.0
134,Unsupervised Context Aware Sentence Representation Pretraining for Multi-lingual Dense Retrieval,Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,0.0,8.0
135,On Tracking Dialogue State by Inheriting Slot Values in Mentioned Slot Pools,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,4.0,0.0
136,Eliminating Backdoor Triggers for Deep Neural Networks Using Attention Relation Graph Distillation,East China Normal University,East China Normal University,East China Normal University,East China Normal University,East China Normal University,Tongji University,,,,,,,,,,,,6.0,0.0
137,Multi-level Consistency Learning for Semi-supervised Domain Adaptation,Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data,Sun Yat-sen University,Cardiff University,Shenzhen Research Institute of Big Data,Shenzhen Research Institute of Big Data,,,,,,,,,,,7.0,0.0
138,Dataset Augmentation in Papyrology with Generative Models: A Study of Synthetic Ancient Greek Character Images,Middle Tennessee State University,University of Tennessee at Knoxville,University of Kent,University of Kent,University of Naples Federico II,University of Florence,University of Pisa,University of Cologne,Middle Tennessee State University,,,,,,,,,9.0,0.0
139,MERIT: Learning Multi-level Representations on Temporal Graphs,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,8.0,0.0
140,Am I No Good? Towards Detecting Perceived Burdensomeness and Thwarted Belongingness from Suicide Notes,Indian Institute of Technology Patna,Indian Institute of Technology Patna,Indian Institute of Technology Bombay,,,,,,,,,,,,,,,3.0,0.0
141,Gigs with Guarantees: Achieving Fair Wage for Food Delivery Workers,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,,,,,,,,,,,,6.0,0.0
142,Post-processing of Differentially Private Data: A Fairness Perspective,Georgia Institute of Technology,Syracuse University,Georgia Institute of Technology,,,,,,,,,,,,,,,3.0,0.0
143,Beyond Homophily: Structure-aware Path Aggregation Graph Neural Network,Zhejiang University,Zhejiang University,Zhejiang University, Finvolution Grou,Fudan University,Zhejiang University,Zhejiang University, Finvolution Grou, Finvolution Grou,,,,,,,,,6.0,0.0
144,Raising the Bar in Graph-level Anomaly Detection,Stellenbosch University,University of Kaiserslautern,University of Kaiserslautern,"University of California, Irvine",Stellenbosch University,,,,,,,,,,,,,5.0,0.0
145,Multi-View Visual Semantic Embedding,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,University of Washington,China Telecom,,,,,,,,,,,6.0,1.0
146,"Counting, Sampling, and Synthesis: The Quest for Scalability",National University of Singapore,,,,,,,,,,,,,,,,,1.0,0.0
147,Dimensional Inconsistency Measures and Postulates in Spatio-Temporal Databases (Extended Abstract) *,University of Mary,University of Buenos Aires,University of Calabria,University of Calabria,,,,,,,,,,,,,,4.0,0.0
148,Linear Combinatorial Semi-Bandit with Causally Related Rewards,University of Tübingen,Technical University of Berlin,University of Tübingen,,,,,,,,,,,,,,,3.0,0.0
149,Real-Time Heuristic Search with LTLf Goals,Pontificia Universidad Católica de Chile,Hospital Dipreca,Pontificia Universidad Católica de Chile," Centro Nacional de Inteligencia Artificial CENIA, Santiago, Chil",Pontificia Universidad Católica de Chile," Centro Nacional de Inteligencia Artificial CENIA, Santiago, Chil",University of Santiago Chile,,,,,,,,,,,2.0,1.0
150,An Exact MaxSAT Algorithm: Further Observations and Further Improvements,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,1.0,0.0
151,"Triformer: Triangular, Variable-Specific Attentions for Long Sequence Multivariate Time Series Forecasting",Aalborg University,Aalborg University,Aalborg University,Aalborg University,Together Enhancing Awareness Coalition,Monash University,,,,,,,,,,,,5.0,0.0
152,Multi-Constraint Deep Reinforcement Learning for Smooth Action Control,Shenzhen University," Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ), Shenzhen, Chin",Shenzhen University," Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ), Shenzhen, Chin",Shenzhen University,Shenzhen University," Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ), Shenzhen, Chin",Shenzhen University," Guangdong Laboratory of Artificial Intelligence and Digital Economy (SZ), Shenzhen, Chin",Shenzhen University,,,,,,,,6.0,0.0
153,Evidential Reasoning and Learning: a Survey,University of Brescia,Cardiff University,United States Army Combat Capabilities Development Command,Alexandria University,,,,,,,,,,,,,,4.0,0.0
154,Deep Learning Meets Software Engineering: A Survey on Pre-Trained Models of Source Code,Nanjing University,Nanjing University,Nanjing University,The University of Texas at Dallas,,,,,,,,,,,,,,4.0,0.0
155,Region-Aware Temporal Inconsistency Learning for DeepFake Video Detection,Shanghai Jiao Tong University," Tencent Youtu Lab, Shanghai, Chin"," Tencent Youtu Lab, Shanghai, Chin"," Tencent Youtu Lab, Shanghai, Chin",Shanghai Jiao Tong University," Tencent Youtu Lab, Shanghai, Chin",Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,4.0,0.0
156,Search Space Expansion for Efficient Incremental Inductive Logic Programming from Streamed Data," ILASP Limited, U",Imperial College London,Imperial College London,,,,,,,,,,,,,,,2.0,0.0
157,LTL on Weighted Finite Traces: Formal Foundations and Algorithms,"Department of Mathematics and Computer Science, University of Calabri","Department of Mathematics and Computer Science, University of Calabri","Department of Mathematics and Computer Science, University of Calabri",,,,,,,,,,,,,,,3.0,0.0
158,Controllable Text Generation for Open-Domain Creativity and Fairness,"University of California, Los Angeles",,,,,,,,,,,,,,,,,1.0,0.0
159,DPVI: A Dynamic-Weight Particle-Based Variational Inference Framework,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,6.0,0.0
160,On the Channel Pruning Using Graph Convolution Network for Convolutional Neural Network Acceleration,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,3.0,0.0
161,Learning Continuous Graph Structure with Bilevel Programming for Graph Neural Networks,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,,,,,10.0,0.0
162,CADET: Calibrated Anomaly Detection for Mitigating Hardness Bias,National University of Singapore,National University of Singapore,"Agency for Science, Technology and Research",National University of Singapore,,,,,,,,,,,,,,4.0,0.0
163,Goal Consistency: An Effective Multi-Agent Cooperative Method for Multistage Tasks,Hunan University,Hunan University,Central South University,National University of Defense Technology,Hunan University,,,,,,,,,,,,,5.0,0.0
164,Voting in Two-Crossing Elections,ETH Zurich,ETH Zurich,,,,,,,,,,,,,,,,2.0,0.0
165,RoSA: A Robust Self-Aligned Framework for Node-Node Graph Contrastive Learning,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,4.0,0.0
166,Membership Inference via Backdooring,University of Auckland,University of Auckland,University of Auckland,Swinburne University of Technology,Lehigh University,Macquarie University,,,,,,,,,,,,6.0,0.0
167,Self-supervised Semantic Segmentation Grounded in Visual Concepts,Robert Bosch (Taiwan),Robert Bosch (Taiwan),Robert Bosch (Taiwan),Robert Bosch (Taiwan),Robert Bosch (Taiwan),,,,,,,,,,,,,0.0,5.0
168,D-DPCC: Deep Dynamic Point Cloud Compression via 3D Motion Prediction,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,University of Missouri–Kansas City," Guangdong OPPO Mobile Telecommunications Corp., Ltd",,,,,,,,,,,,,4.0,0.0
169,Vision-based Intention and Trajectory Prediction in Autonomous Vehicles: A Survey,Oxford Brookes University,Oxford Brookes University,Oxford Brookes University,Oxford Brookes University,Oxford Brookes University,Oxford Brookes University,,,,,,,,,,,,6.0,0.0
170,Recent Advances and New Frontiers in Spiking Neural Networks,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,,,,,,,,,,,,6.0,0.0
171,Adversarial Explanations for Knowledge Graph Embeddings,University of Mannheim,University of Mannheim,University of Mannheim,,,,,,,,,,,,,,,3.0,0.0
172,GL-RG: Global-Local Representation Granularity for Video Captioning,Fudan University,Rochester Institute of Technology,University of Florida,University of Science and Technology of China,Sun Yat-sen University,Rochester Institute of Technology,,,,,,,,,,,,6.0,0.0
173,SELC: Self-Ensemble Label Correction Improves Learning with Noisy Labels,McMaster University,McMaster University,,,,,,,,,,,,,,,,2.0,0.0
174,Multi-policy Grounding and Ensemble Policy Learning for Transfer Learning with Dynamics Mismatch,University of Toronto,Inha University,University of Toronto, LG AI Researc,New York University, LG AI Researc, LG AI Researc,University of Toronto,,,,,,,,,,5.0,0.0
175,Towards Discourse-Aware Document-Level Neural Machine Translation,Soochow University,Soochow University,Soochow University,,,,,,,,,,,,,,,3.0,0.0
