Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,num_academia,num_company
219,Art Creation with Multi-Conditional StyleGANs,Hasso Plattner Institute,Hasso Plattner Institute,Hasso Plattner Institute,Hasso Plattner Institute,Hasso Plattner Institute,German National Library of Economics,,,,,,,,,,,,5.0,0.0
220,Self-supervised Graph Neural Networks for Multi-behavior Recommendation,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,,,,4.0,0.0
221,End-to-End Open-Set Semi-Supervised Node Classification with Out-of-Distribution Detection,Zhejiang University,Westlake University,Institute for Advanced Study,Westlake University,Institute for Advanced Study,Singapore Management University,Westlake University,Institute for Advanced Study,,,,,,,,,,8.0,0.0
222,Teaching LTL f Satisfiability Checking to Neural Networks,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Guangdong University of Foreign Studies,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,9.0,0.0
223,Libra-CAM: An Activation-Based Attribution Based on the Linear Approximation of Deep Neural Nets and Threshold Calibration,Korea University,Korea University,,,,,,,,,,,,,,,,2.0,0.0
224,Approximate Strategyproof Mechanisms for the Additively Separable Group Activity Selection Problem,Gran Sasso Science Institute,Goethe University Frankfurt,,,,,,,,,,,,,,,,2.0,0.0
225,Propositional Gossip Protocols under Fair Schedulers,University of Liverpool,University of Liverpool,,,,,,,,,,,,,,,,2.0,0.0
226,"On the Opportunity of Causal Learning in Recommendation Systems: Foundation, Estimation, Prediction and Challenges",Peking University,Peking University,Peking University,Peking University, Huawei Noah's Ark La, Huawei Noah's Ark La,Huawei German Research Center,Huawei German Research Center,Peking University,,,,,,,,,7.0,0.0
227,Towards Verifiable Federated Learning,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,,,2.0,0.0
228,Posistive-Unlabeled Learning via Optimal Transport and Margin Distribution,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,,4.0,0.0
229,Synthesis of Maximally Permissive Strategies for LTL f Specifications,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,2.0,0.0
230,Learning Mixtures of Random Utility Models with Features from Incomplete Preferences," Microsoft, 555 110TH Ave NE, Bellevue, WA, 9800",Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,2.0,0.0
231,"3E-Solver: An Effortless, Easy-to-Update, and End-to-End Solver with Semi-Supervised Learning for Breaking Text-Based Captchas",Shanghai Jiao Tong University,Shanghai Jiao Tong University,University of South Carolina Union,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,5.0,0.0
232,The Shapley Value in Machine Learning," Research Data & Analytics, Research & Development IT, AstraZenec",University of Edinburgh,Toulouse School of Economics,University of Edinburgh,Central European University," Research Data & Analytics, Research & Development IT, AstraZenec",University of Edinburgh,,,,,,,,,,,5.0,2.0
233,Exploring Fourier Prior for Single Image Rain Removal,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,6.0,0.0
234,SVTR: Scene Text Recognition with a Single Visual Model,Beijing Jiaotong University,Fudan University,Beijing Jiaotong University," Baidu Inc., Chin",Fudan University," Baidu Inc., Chin"," Baidu Inc., Chin",Fudan University,,,,,,,,,,5.0,0.0
235,Revision by Comparison for Ranking Functions,TU Dortmund University,TU Dortmund University,,,,,,,,,,,,,,,,2.0,0.0
236,Online Evasion Attacks on Recurrent Models: The Power of Hallucinating the Future,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Tulane University,,,,,,,,,,,,,,,3.0,0.0
237,Enhancing Unsupervised Domain Adaptation via Semantic Similarity Constraint for Medical Image Segmentation,East China Normal University,East China Normal University,East China Normal University,East China Normal University,,,,,,,,,,,,,,4.0,0.0
238,Two-Sided Matching over Social Networks,Kyushu University,Kyushu University,Kyushu University,,,,,,,,,,,,,,,3.0,0.0
239,An Analysis of the Linear Bilateral ANAC Domains Using the MiCRO Benchmark Strategy,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,,,,1.0,0.0
240,Abstraction for Non-Ground Answer Set Programs (Extended Abstract) *,Institute of Information and Computational Technologies,Institute of Information and Computational Technologies,Institute of Information and Computational Technologies,,,,,,,,,,,,,,,3.0,0.0
241,Improving the Effectiveness and Efficiency of Stochastic Neighbour Embedding With Isolation Kernel,Deakin University,Nanjing University,,,,,,,,,,,,,,,,2.0,0.0
242,Vertically Federated Graph Neural Network for Privacy-Preserving Node Classification,Zhejiang University,Zhejiang University,University of Antwerp,University of Antwerp,University of Antwerp,National Youth Policy Institute,Macquarie University,Peking University,University of Antwerp,University of Antwerp,Zhejiang University," JZTData Technology, Hangzhou, Chin",,,,,,5.0,5.0
243,Hypergraph Structure Learning for Hypergraph Neural Networks,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,12.0,0.0
244,Efficient Algorithms for Monotone Non-Submodular Maximization with Partition Matroid Constraint,University of Florida,University of Florida,,,,,,,,,,,,,,,,2.0,0.0
245,Hidden 1-Counter Markov Models and How to Learn Them,Ardahan University,Erzurum Technical University,University of Liverpool,University of Liverpool,,,,,,,,,,,,,,4.0,0.0
246,Domain Generalization through the Lens of Angular Invariance,Peking University,Peking University,Tsinghua University,Peking University,Tsinghua University,,,,,,,,,,,,,5.0,0.0
247,Frontiers and Exact Learning of ELI Queries under DL-Lite Ontologies,Leipzig University,University of Hildesheim,Leipzig University,,,,,,,,,,,,,,,3.0,0.0
248,The Egocentric Logic of Preferences,Southwest University,University of Southampton,,,,,,,,,,,,,,,,2.0,0.0
249,Learning Curricula for Humans: An Empirical Study with Puzzles from The Witness,University of Alberta,University of Alberta,Universidade Federal de Viçosa,Universidade Federal de Viçosa,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,,,,,,,11.0,0.0
250,Goal-Conditioned Reinforcement Learning: Problems and Solutions,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,3.0,0.0
251,Legal Judgment Prediction: A Survey of the State of the Art,Nanjing University,Nanjing University,The University of Texas at Dallas,,,,,,,,,,,,,,,3.0,0.0
252,Text/Speech-Driven Full-Body Animation,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,,,0.0,4.0
253,Entity-aware and Motion-aware Transformers for Language-driven Action Localization,Beijing Institute of Technology,Beijing Institute of Technology,,,,,,,,,,,,,,,,2.0,0.0
254,Corner Affinity: A Robust Grouping Algorithm to Make Corner-guided Detector Great Again,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Machine Intelligence Research Labs,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Machine Intelligence Research Labs,CornerNet CenterNet CentripetalNet Corner Affinit,,,,,,,,,,5.0,2.0
255,Document-level Event Factuality Identification via Reinforced Multi-Granularity Hierarchical Attention Networks,Soochow University,Soochow University,Soochow University,Soochow University,Soochow University,Soochow University,Soochow University,,,,,,,,,,,7.0,0.0
256,Diversity Features Enhanced Prototypical Network for Few-Shot Intent Detection,Xinjiang Technical Institute of Physics & Chemistry,University of Chinese Academy of Sciences," Xinjiang Laboratory of Minority Speech and Language Information Processing, Urumqi 830011, Chin",Xinjiang Technical Institute of Physics & Chemistry,University of Chinese Academy of Sciences," Xinjiang Laboratory of Minority Speech and Language Information Processing, Urumqi 830011, Chin",Xinjiang Technical Institute of Physics & Chemistry,University of Chinese Academy of Sciences," Xinjiang Laboratory of Minority Speech and Language Information Processing, Urumqi 830011, Chin",Xinjiang Technical Institute of Physics & Chemistry,University of Chinese Academy of Sciences," Xinjiang Laboratory of Minority Speech and Language Information Processing, Urumqi 830011, Chin",Xinjiang Technical Institute of Physics & Chemistry,University of Chinese Academy of Sciences," Xinjiang Laboratory of Minority Speech and Language Information Processing, Urumqi 830011, Chin",,,5.0,0.0
257,Community Question Answering Entity Linking via Leveraging Auxiliary Data,Nankai University,Nankai University,Nankai University,Nankai University,,,,,,,,,,,,,,4.0,0.0
258,Chronic Disease Management with Personalized Lab Test Response Prediction,National University of Singapore,National University of Singapore,National University of Singapore,SingHealth Polyclinics,SingHealth Polyclinics,,,,,,,,,,,,,5.0,0.0
259,Discrete Listwise Personalized Ranking for Fast Top-N Recommendation with Implicit Feedback,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,,,,,,,,,,,,,,,3.0,0.0
260,HCFRec: Hash Collaborative Filtering via Normalized Flow with Structural Consensus for Efficient Recommendation,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,5.0,0.0
261,Representation Learning for Compressed Video Action Recognition via Attentive Cross-modal Interaction with Motion Enhancement,Beihang University,Beihang University,Beihang University,National Computer Network Emergency Response Technical Team/Coordination Center of Chinar,National Computer Network Emergency Response Technical Team/Coordination Center of Chinar,Beihang University,Beihang University,,,,,,,,,,,7.0,0.0
262,DiRe Committee : Diversity and Representation Constraints in Multiwinner Elections,New York University,,,,,,,,,,,,,,,,,1.0,0.0
263,Forecasting Patient Outcomes in Kidney Exchange,"University of California, Berkeley","University of Maryland, College Park","University of Maryland, College Park",,,,,,,,,,,,,,,3.0,0.0
264,Exploring the Vulnerability of Deep Reinforcement Learning-based Emergency Control for Low Carbon Power Systems,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,3.0,0.0
265,Updating Probability Intervals with Uncertain Inputs,Artois University,,,,,,,,,,,,,,,,,1.0,0.0
266,Neural Contextual Anomaly Detection for Time Series,,,,,,,,,,,,,,,,,,0.0,0.0
267,Bayesian Auctions with Efficient Queries (Extended Abstract) *,Stony Brook University,Hong Kong Polytechnic University,Northwestern University,Shanghai University of Finance and Economics,,,,,,,,,,,,,,4.0,0.0
268,Abstraction for Deep Reinforcement Learning,Imperial College London,Santa Fe Institute,,,,,,,,,,,,,,,,2.0,0.0
269,The Dichotomous Affiliate Stable Matching Problem: Approval-Based Matching with Applicant-Employer Relations,Computer Science Department,Computer Science Department,Computer Science Department,,,,,,,,,,,,,,,3.0,0.0
270,Picking the Right Winner: Why Tie-Breaking in Crowdsourcing Contests Matters *,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,3.0,0.0
271,RAPQ: Rescuing Accuracy for Power-of-Two Low-bit Post-training Quantization,Peking University,RIKEN Center for Advanced Photonics,,,,,,,,,,,,,,,,1.0,0.0
272,Ridgeless Regression with Random Features,Institute of Information Engineering,Renmin University of China,Yantai University,,,,,,,,,,,,,,,3.0,0.0
273,Rethinking the Setting of Semi-supervised Learning on Graphs,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,7.0,0.0
274,UM4: Unified Multilingual Multiple Teacher-Student Model for Zero-Resource Neural Machine Translation,Beihang University,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Microsoft Research (United Kingdom), Tencent Cloud Xiaowe,Microsoft Research (United Kingdom),Beihang University,Microsoft Research (United Kingdom),,,,,,,,,,2.0,5.0
275,MLP4Rec: A Pure MLP Architecture for Sequential Recommendations,University of Sydney,City University of Hong Kong,Zhejiang University,St Petersburg University,St Petersburg University, Bytedance AI La,,,,,,,,,,,,5.0,0.0
276,When Transfer Learning Meets Cross-City Urban Flow Prediction: Spatio-Temporal Adaptation Matters,Zhejiang University,Zhejiang University of Technology,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,5.0,0.0
277,Towards Creativity Characterization of Generative Models via Group-based Subset Scanning,IBM Research - Africa,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Africa,IBM Research - Africa,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,6.0,0.0
278,Learning to Generate Poetic Chinese Landscape Painting with Calligraphy," JD AI, Beijing, Chin"," JD AI, Beijing, Chin"," JD AI, Beijing, Chin"," JD AI, Beijing, Chin"," JD AI, Beijing, Chin",Central Academy of Fine Arts,Central Academy of Fine Arts," JD AI, Beijing, Chin",,,,,,,,,,2.0,6.0
279,Iterative Geometry-Aware Cross Guidance Network for Stereo Image Inpainting," Aviation University of Air Force 2 JD Explore Academy, JD.CO"," Aviation University of Air Force 2 JD Explore Academy, JD.CO",University of Melbourne,,,,,,,,,,,,,,,1.0,0.0
280,RePFormer: Refinement Pyramid Transformer for Robust Facial Landmark Detection,University of Hong Kong,Hong Kong University of Science and Technology,Inception Institute of Artificial Intelligence," Terminus Group, Chin",University of Hong Kong,Shenzhen Institutes of Advanced Technology,,,,,,,,,,,,5.0,0.0
281,Learnability of Competitive Threshold Models,University of Delaware,University of Delaware,,,,,,,,,,,,,,,,2.0,0.0
282,Offline Vehicle Routing Problem with Online Bookings: A Novel Problem Formulation with Applications to Paratransit,University of Houston,University of Houston,Vanderbilt University, Chattanooga Area Regional Transportation Authorit,Vanderbilt University,Cornell University,University of Houston,,,,,,,,,,,7.0,0.0
283,A Theoretical Perspective on Hyperdimensional Computing (Extended Abstract) *,"University of California, San Diego","University of California, San Diego","University of California, San Diego",,,,,,,,,,,,,,,3.0,0.0
284,Entity Alignment with Reliable Path Reasoning and Relation-Aware Heterogeneous Graph Transformer,South China Normal University,Anshan Normal University,South China Normal University,South China Normal University,South China Normal University,South China Normal University,,,,,,,,,,,,6.0,0.0
285,Parameterized Complexity of Hotelling-Downs with Party Nominees,University of London,University of London,University of London,,,,,,,,,,,,,,,3.0,0.0
286,Single-Peaked Opinion Updates,Clausthal University of Technology,Humboldt-Universität zu Berlin,University of Oslo,Technical University of Berlin,Technical University of Berlin,,,,,,,,,,,,,5.0,0.0
287,A Weighting-Based Tabu Search Algorithm for the p-Next Center Problem,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,,,,,3.0,0.0
288,Option Transfer and SMDP Abstraction with Successor Features,University of Oxford,University of Vienna,,,,,,,,,,,,,,,,2.0,0.0
289,Set Interdependence Transformer: Set-to-Sequence Neural Networks for Permutation Learning and Structure Prediction,University of Copenhagen, Tjek A/,University of Copenhagen,,,,,,,,,,,,,,,2.0,0.0
290,ICGNet: Integration Context-Based Reverse-Contour Guidance Network for Polyp Segmentation,Anhui University,Anhui University,Anhui University,Anhui University,,,,,,,,,,,,,,4.0,0.0
291,AQT: Adversarial Query Transformers for Domain Adaptive Object Detection,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,Sony Corporation (United States),National Yang Ming Chiao Tung University,Academia Sinica,,,,,,,,,,,,,4.0,1.0
292,Self-Supervised Learning with Attention-based Latent Signal Augmentation for Sleep Staging with Limited Labeled Data,Hanyang University,Hanyang University,Hanyang University,,,,,,,,,,,,,,,3.0,0.0
293,Het2Hom: Representation of Heterogeneous Attributes into Homogeneous Concept Spaces for Categorical-and-Numerical-Attribute Data Clustering,Guangdong University of Technology,Hong Kong Baptist University,Guangdong University of Technology,,,,,,,,,,,,,,,3.0,0.0
294,A Survey of Vision-Language Pre-Trained Models,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method,Renmin University of China,Renmin University of China,Université de Montréal,Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Method,,,,,,,,,,,5.0,0.0
295,A Unified View of Relational Deep Learning for Drug Pair Scoring," Research Data & Analytics, Research & Development IT, AstraZenec"," Data Sciences and Quantitative Biology, Discovery Sciences R&D, AstraZenec"," Research Data & Analytics, Research & Development IT, AstraZenec"," Research Data & Analytics, Research & Development IT, AstraZenec"," Research Data & Analytics, Research & Development IT, AstraZenec"," Research Data & Analytics, Research & Development IT, AstraZenec",,,,,,,,,,,,0.0,6.0
296,Causes of Effects: Learning Individual Responses from Population Data,"University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,,,3.0,0.0
297,Plausibility Reasoning via Projected Answer Set Counting -A Hybrid Approach,TU Wien,TU Wien,TU Dresden,,,,,,,,,,,,,,,3.0,0.0
298,Exchangeability-Aware Sum-Product Networks,Institute for Enterprise Systems,Institute for Enterprise Systems,University of Mannheim,,,,,,,,,,,,,,,3.0,0.0
299,Generalisation of Alpha-Beta Search for AND-OR Graphs With Partially Ordered Values *,Nankai University,"Groupe de Recherche en Informatique, Image, Automatique et Instrumentation de Caen","Groupe de Recherche en Informatique, Image, Automatique et Instrumentation de Caen",Nankai University,Paris Dauphine University,Nankai University,,,,,,,,,,,,6.0,0.0
300,FLS: A New Local Search Algorithm for K-means with Smaller Search Space,Central South University,Central South University,Penn State Behrend,"University at Buffalo, State University of New York",Central South University,Central South University,,,,,,,,,,,,5.0,0.0
301,Automated Program Analysis: Revisiting Precondition Inference through Constraint Acquisition,CEA LIST,CEA LIST,University of Montpellier,Simula Research Laboratory,,,,,,,,,,,,,,4.0,0.0
302,Towards Robust Dense Retrieval via Local Ranking Alignment,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,8.0,0.0
303,A Formal Model for Multiagent Q-Learning Dynamics on Regular Graphs,Yunnan University of Finance And Economics,Northwestern Polytechnical University,Yunnan University of Finance And Economics,Northwestern Polytechnical University,Yunnan University of Finance And Economics, Shanghai Artificial Intelligence Laborator,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,,,,,,,,,6.0,0.0
304,Integrating Machine Learning and Optimization to Boost Decision Making,Carnegie Mellon University,Georgia Institute of Technology,The University of Texas at Austin,,,,,,,,,,,,,,,3.0,0.0
305,"Crowd, Expert & AI: A Human-AI Interactive Approach Towards Natural Language Explanation Based COVID-19 Misinformation Detection",University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Notre Dame,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,,,6.0,0.0
306,Ownership Concentration and Wealth Inequality in Russia,Skolkovo Institute of Science and Technology,Skolkovo Institute of Science and Technology,EU Business School,,,,,,,,,,,,,,,2.0,0.0
307,Positive-Unlabeled Learning with Adversarial Data Augmentation for Knowledge Graph Completion,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,Institute of Computing Technology,Institute of Computing Technology,Inception Institute of Artificial Intelligence," SKLSDE, School of Computer Science, Beihang Universit",King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,University of Notre Dame,,,,,,,,,7.0,0.0
308,Towards Resolving Propensity Contradiction in Offline Recommender Learning,Cornell University," CyberAgent, Inc",,,,,,,,,,,,,,,,1.0,0.0
309,Towards Robust Unsupervised Disentanglement of Sequential Data -A Case Study Using Music Audio,Queen Mary University of London,Queen Mary University of London,Queen Mary University of London,,,,,,,,,,,,,,,3.0,0.0
310,Robust Fine-tuning via Perturbation and Interpolation from In-batch Instances,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University, Tencent Cloud Xiaowe,,,,,,,,,,7.0,0.0
311,Relational Triple Extraction: One Step is Enough,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Huazhong University of Science and Technology,Beijing Institute of Technology,,,,,,,,,,,,,5.0,0.0
312,Fixing Knockout Tournaments With Seeds," Google Research, US",National University of Singapore,,,,,,,,,,,,,,,,1.0,0.0
313,Multi-scale Spatial Representation Learning via Recursive Hermite Polynomial Networks,Hefei University of Technology,Anhui University,Tianjin University,Hefei University of Technology,University of Melbourne,,,,,,,,,,,,,5.0,0.0
314,Towards Adversarially Robust Deep Image Denoising, ByteDance Inc," GSFS, UToky",Nazarbayev University,,,,,,,,,,,,,,,5.0,0.0
315,Recent Advances in Concept Drift Adaptation Methods for Deep Learning,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,,,,,,,,,,,7.0,0.0
316,One Weird Trick to Improve Your Semi-Weakly Supervised Semantic Segmentation Model,University of British Columbia,Lawrence Livermore National Laboratory,University of British Columbia,University of British Columbia,University of Alberta,,,,,,,,,,,,,5.0,0.0
317,Experimental Comparison and Survey of Twelve Time Series Anomaly Detection Algorithms (Extended Abstract) *,Verint Systems (United States),Verint Systems (United States),Verint Systems (United States),University of New Mexico,,,,,,,,,,,,,,1.0,3.0
318,Analyzing and Designing Strategic Environments in Social Domains,University of Nebraska–Lincoln,,,,,,,,,,,,,,,,,1.0,0.0
319,Mutual Distillation Learning Network for Trajectory-User Linking,Ocean University of China,Ocean University of China,City University of Hong Kong,Ocean University of China,Ocean University of China,Ocean University of China,,,,,,,,,,,,6.0,0.0
320,Threshold-free Pattern Mining Meets Multi-Objective Optimization: Application to Association Rules,IMT Atlantique,IMT Atlantique," Université Oran1, Lab. LITIO, 31000 Oran, Algeri"," Université Oran1, Lab. LITIO, 31000 Oran, Algeri",,,,,,,,,,,,,,4.0,0.0
321,Preserving Consistency in Multi-Issue Liquid Democracy,Université de Toulouse,Université de Toulouse,,,,,,,,,,,,,,,,2.0,0.0
322,Efficient Budgeted Graph Search,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,,,,,3.0,0.0
323,Learning Cluster Causal Diagrams: An Information-Theoretic Approach,"Cognitive Computing Lab Baidu Research 10900 NE 8th St. Bellevue, WA 98004, US","Cognitive Computing Lab Baidu Research 10900 NE 8th St. Bellevue, WA 98004, US","Cognitive Computing Lab Baidu Research 10900 NE 8th St. Bellevue, WA 98004, US",,,,,,,,,,,,,,,3.0,0.0
324,Reconstructing Diffusion Networks from Incomplete Data,Wuhan University,Wuhan University,Wuhan University,Wuhan University,,,,,,,,,,,,,,4.0,0.0
325,Abstract Argumentation Frameworks with Marginal Probabilities,University of Calabria," ICAR -CNR, Ital",University of Calabria,University of Calabria,,,,,,,,,,,,,,3.0,0.0
326,Inverse Problems for Gradual Semantics,University of Aberdeen,University of Aberdeen,French National Centre for Scientific Research,University of Aberdeen,,,,,,,,,,,,,,4.0,0.0
327,Evaluation Methods for Representation Learning: A Survey,The University of Tokyo,RIKEN,The University of Tokyo,,,,,,,,,,,,,,,3.0,0.0
328,A Survey on Machine Learning Approaches for Modelling Intuitive Physics,Institute for Infocomm Research,National University of Singapore,Johns Hopkins University,Institute for Infocomm Research,Technical University of Darmstadt,,,,,,,,,,,,,5.0,0.0
329,Fixed-Budget Best-Arm Identification in Structured Bandits,University of Southern California,Universidad Nacional Autónoma de Alto Amazonas, Google Researc,,,,,,,,,,,,,,,1.0,2.0
330,Few-Shot Learning on Graphs,Brandeis University,Arizona State University,University of Virginia,University of Notre Dame,University of Notre Dame,University of Notre Dame,Arizona State University,,,,,,,,,,,7.0,0.0
331,Parameterized Algorithms for Kidney Exchange,Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,,,,,,,,,,,,,,,,2.0,0.0
332,"BiCo-Net: Regress Globally, Match Locally for Robust 6D Pose Estimation",South China University of Technology,South China University of Technology,South China University of Technology,Peng Cheng Laboratory,South China University of Technology,Peng Cheng Laboratory,,,,,,,,,,,,6.0,0.0
333,A Decoder-free Transformer-like Architecture for High-efficiency Single Image Deraining,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,,4.0,0.0
334,Deep Graph Matching for Partial Label Learning,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,,,,,,,,,,,,,,,3.0,0.0
335,Training Naturalized Semantic Parsers with Very Little Data,University of Massachusetts Amherst,Children's Hospital at Westmead,Children's Hospital at Westmead,Children's Hospital at Westmead,Children's Hospital at Westmead,,,,,,,,,,,,,5.0,0.0
336,MGAD: Learning Descriptional Representation Distilled from Distributional Semantics for Unseen Entities,China Association for Science and Technology,University of Chinese Academy of Sciences,China Association for Science and Technology,University of Chinese Academy of Sciences,China Association for Science and Technology,University of Chinese Academy of Sciences,Chongqing University,China Association for Science and Technology,University of Chinese Academy of Sciences,"WeChat, Tencent, Guangzhou, Chin",,,,,,,,5.0,0.0
337,Poisoning Deep Learning Based Recommender Model in Federated Learning Scenarios,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,3.0,0.0
338,Anomaly Detection by Leveraging Incomplete Anomalous Knowledge with Anomaly-Aware Bidirectional GANs,Sun Yat-sen University,Sun Yat-sen University," Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, Chin"," Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, Chin",Sun Yat-sen University,,,,,,,,,,,,,3.0,0.0
339,ADVISER: AI-Driven Vaccination Intervention Optimiser for Increasing Vaccine Uptake in Nigeria," Google Research, Indi"," Google Research, Indi",Vanderbilt University," Google Research, Indi"," HelpMum, Nigeri"," HelpMum, Nigeri",Vanderbilt University," HelpMum, Nigeri"," Google Research, Indi",Vanderbilt University,,,,,,,,3.0,7.0
340,Towards the Quantitative Interpretability Analysis of Citizens Happiness Prediction,Wuhan University of Technology,Wuhan University of Technology,Wuhan University of Technology,Hunan University of Science and Technology,University of Southern Queensland,,,,,,,,,,,,,5.0,0.0
341,Local Differential Privacy Meets Computational Social Choice -Resilience under Voter Deletion *,Zhejiang University,Texas Tech University,Kent State University,University of Houston,,,,,,,,,,,,,,4.0,0.0
342,Bridging the Gap between Reality and Ideality of Entity Matching: A Revisiting and Benchmark Re-Construction,Institute of Software,Institute for Advanced Study,Institute of Software,Institute of Software,Institute of Software,Institute of Software,Beijing Academy of Artificial Intelligence,Institute of Software,Institute of Software,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,9.0,4.0
343,Dite-HRNet: Dynamic Lightweight High-Resolution Network for Human Pose Estimation,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications,"University of California, Riverside",,,,,,,,,,,,,5.0,0.0
344,Learning to Assemble Geometric Shapes,Pohang University of Science and Technology,Pohang Iron and Steel (South Korea),Pohang University of Science and Technology,Pohang University of Science and Technology,Pohang University of Science and Technology,Pohang University of Science and Technology,,,,,,,,,,,,5.0,0.0
345,Learning Pollution Maps from Mobile Phone Images,Courant Institute of Mathematical Sciences,Courant Institute of Mathematical Sciences,Courant Institute of Mathematical Sciences,Courant Institute of Mathematical Sciences,,,,,,,,,,,,,,4.0,0.0
346,SOUND2SYNTH: Interpreting Sound via FM Synthesizer Parameters Estimation,Tsinghua University,Tsinghua University,State Nuclear Power Technology Company (China),State Nuclear Power Technology Company (China),State Nuclear Power Technology Company (China),Tsinghua University,,,,,,,,,,,,3.0,0.0
347,Disentangling the Computational Complexity of Network Untangling,Technical University of Berlin,Technical University of Berlin,Technical University of Berlin,,,,,,,,,,,,,,,3.0,0.0
348,HashNWalk: Hash and Random Walk Based Anomaly Detection in Hyperedge Streams,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,3.0,0.0
