Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,num_academia,num_company
172,Delivering the Smart Grid: Challenges for Autonomous Agents and Multi-Agent Systems Research,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,,3.0,0.0
173,Computing Stackelberg Equilibria in Discounted Stochastic Games,Sandia National Laboratories,University of Michigan–Ann Arbor,,,,,,,,,,,2.0,0.0
174,Solving Temporal Problems Using SMT: Weak Controllability,,,,,,,,,,,,,0.0,0.0
175,Content Recommendation for Attention Management in Unified Social Messaging,IBM Research - Almaden,,,,,,,,,,,,1.0,0.0
176,Interactive Narrative: A Novel Application of Artificial Intelligence for Computer Games,Georgia Institute of Technology,,,,,,,,,,,,1.0,0.0
177,Sequential Decision Making with Rank Dependent Utility: A Minimax Regret Approach,"18 rue de la pépinière 75008 Paris, Franc","LIP6-CNRS, UPMC 4 Place Jussieu 75252 Paris Cedex 05, Franc","LIP6-CNRS, UPMC 4 Place Jussieu 75252 Paris Cedex 05, Franc",,,,,,,,,,3.0,0.0
178,A Real-Time Decision Support System for High Cost Oil-Well Drilling Operations,"Verdande Technology Trondheim, Norwa","Verdande Technology Trondheim, Norwa","Verdande Technology Trondheim, Norwa",Norwegian University of Science and Technology,Norwegian University of Science and Technology,,,,,,,,3.0,0.0
179,Learning Qualitative Models by Demonstration,Northwestern University,Northwestern University,,,,,,,,,,,2.0,0.0
180,Evaluating Resistance to False-Name Manipulations in Elections,Harvard University,Harvard University,Duke University,,,,,,,,,,3.0,0.0
181,Modeling Textual Cohesion for Event Extraction,University of Utah,University of Utah,,,,,,,,,,,2.0,0.0
182,A Dynamic Rationalization of Distance Rationalizability,Computer Science Department,Carnegie Mellon University,,,,,,,,,,,1.0,0.0
183,Bayes-Adaptive Interactive POMDPs,Lawrence Livermore National Laboratory,Lawrence Livermore National Laboratory,Lawrence Livermore National Laboratory,Massachusetts Institute of Technology,,,,,,,,,4.0,0.0
184,Sense Sentiment Similarity: An Analysis,National University of Singapore,National University of Singapore, NUS Graduate School for Integrative Sciences and Engineering,Institute for Infocomm Research,National University of Singapore,National University of Singapore,,,,,,,5.0,0.0
185,Incremental Management of Oversubscribed Vehicle Schedules in Dynamic Dial-A-Ride Problems,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,3.0,0.0
186,Optimal Manipulation of Voting Rules *,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,2.0,0.0
187,SPARQL Query Containment Under SH I Axioms,French Institute for Research in Computer Science and Automation,French Institute for Research in Computer Science and Automation,French Institute for Research in Computer Science and Automation,,,,,,,,,,3.0,0.0
188,Benchmarking Ontology-Based Query Rewriting Systems,Computer Science Department,University of Oxford,National Technical University of Athens,Computer Science Department,,,,,,,,,2.0,0.0
189,Strategic Advice Provision in Repeated Human-Agent Interactions,Bar-Ilan University,Bar-Ilan University,Bar-Ilan University," Institute for Advanced Computer Studies University of Maryland, MD 2074"," General Motors Advanced Technical Center, Herzliya 46725, Israe",Ben-Gurion University of the Negev,,,,,,,4.0,1.0
190,Statistical Anomaly Detection for Train Fleets, Addiva Consulting A," Addiva Eduro AB Kopparbergsvägen 8, SE-722 13 Västerås, Swede",Swedish Institute of Computer Science,"Bombardier Transportation Östra Ringvägen 2, SE-721 23 Västerås, Swede",,,,,,,,,4.0,0.0
191,Capabilities in Heterogeneous Multi-Robot Systems,UNSW Sydney,,,,,,,,,,,,1.0,0.0
192,Exploring the Duality in Conflict-Directed Model-Based Diagnosis,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,University College Cork,University College Cork,,,,,,,,,4.0,0.0
193,On Finding Optimal Polytrees,UNSW Sydney,University of Vienna,University of Helsinki,University of Orléans,University of Vienna,University of Vienna,,,,,,,6.0,0.0
194,A Complexity-of-Strategic-Behavior Comparison between Schulze's Rule and Ranked Pairs,Harvard University,Harvard University,,,,,,,,,,,2.0,0.0
195,A Distributed Approach to Summarizing Spaces of Multiagent Schedules,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,2.0,0.0
196,SMT-Based Verification of Hybrid Systems *,Fondazione Bruno Kessler,Fondazione Bruno Kessler,Fondazione Bruno Kessler,,,,,,,,,,3.0,0.0
197,Symmetry Breaking Constraints: Recent Results *,Data61,Data61,,,,,,,,,,,2.0,0.0
198,Rule Ensemble Learning Using Hierarchical Kernels in Structured Output Spaces,Monash University,Indian Institute of Technology Dhanbad,IITB-Monash Research Academy,Institute for Infocomm Research,IITB-Monash Research Academy,,,,,,,,5.0,0.0
199,TRUSTS: Scheduling Randomized Patrols for Fare Inspection in Transit Systems,University of Southern California,University of Southern California,University of Southern California,University of Southern California,The University of Texas at El Paso,University of British Columbia,Carnegie Mellon University,LAC+USC Medical Center,,,,,8.0,0.0
200,Information Set Generation in Partially Observable Games,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,,,,,,,,,,,2.0,0.0
201,TD-∆π: A Model-Free Algorithm for Efficient Exploration,University of Massachusetts Amherst,University of Massachusetts Amherst,,,,,,,,,,,2.0,0.0
202,Search-Based Path Planning with Homotopy Class Constraints in 3D,University of Pennsylvania,Carnegie Mellon University,University of Pennsylvania,,,,,,,,,,3.0,0.0
203,Non-Intrusive Load Monitoring Using Prior Models of General Appliance Types,University of Southampton,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,4.0,0.0
204,Security Games with Limited Surveillance,University of Southern California,The University of Texas at El Paso,University of Southern California,University of Michigan–Ann Arbor,University of Southern California,Sandia National Laboratories California,,,,,,,6.0,0.0
205,Reformulating Temporal Action Logics in Answer Set Programming,Arizona State University,Princeton University,,,,,,,,,,,2.0,0.0
206,Optimal Proportional Cake Cutting with Connected Pieces,Tsinghua University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,5.0,0.0
207,Concept-Based Approach to Word-Sense Disambiguation,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,,,,,,,,,,,2.0,0.0
208,Far Out: Predicting Long-Term Human Mobility,University of Rochester,Microsoft (United States),Microsoft Research (India),,,,,,,,,,1.0,2.0
209,Knapsack Based Optimal Policies for Budget-Limited Multi-Armed Bandits,University of Southampton,University of Sydney,University of Southampton,University of Southampton,,,,,,,,,4.0,0.0
210,Sequence Labeling with Non-Negative Weighted Higher Order Features,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,2.0,0.0
211,Learning Non-Stationary Space-Time Models for Environmental Monitoring,Indraprastha Institute of Information Technology Delhi,Indraprastha Institute of Information Technology Delhi,University of Sydney,,,,,,,,,,3.0,0.0
212,Predicting Satisfiability at the Phase Transition,University of British Columbia,University of British Columbia,University of British Columbia,,,,,,,,,,3.0,0.0
213,Similarity Is Not Entailment -Jointly Learning Similarity Transformations for Textual Entailment,The University of Tokyo,The University of Tokyo,,,,,,,,,,,2.0,0.0
214,Fairness and Welfare Through Redistribution When Utility is Transferable,"Yahoo! Research 111 West 40th Street New York, NY 1001",,,,,,,,,,,,0.0,1.0
215,Random Projection with Filtering for Nearly Duplicate Search,Zhejiang University,Michigan State University,Zhejiang University,Zhejiang University,,,,,,,,,4.0,0.0
216,Emoticon Smoothed Language Models for Twitter Sentiment Analysis,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,,,,,,,,,,3.0,0.0
217,QuickPup: A Heuristic Backtracking Algorithm for the Partner Units Configuration Problem,University of Klagenfurt,University of Klagenfurt,Siemens (Austria),,,,,,,,,,2.0,0.0
218,Ensemble Feature Weighting Based on Local Learning and Diversity,Nanjing University of Posts and Telecommunications,Nanjing University of Posts and Telecommunications,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,3.0,0.0
219,Advisor Agent Support for Issue Tracking in Medical Device Development,Medtronic (United States),University of Minnesota,,,,,,,,,,,1.0,0.0
220,Probabilistic Models for Common Spatial Patterns: Parameter-Expanded EM and Variational Bayes,Computer Science Department,Computer Science Department,Convergence,Pohang University of Science and Technology,,,,,,,,,2.0,0.0
221,Algorithmic and Human Teaching of Sequential Decision Tasks,Georgia Institute of Technology,Inria Bordeaux - Sud-Ouest Research Centre,,,,,,,,,,,2.0,0.0
222,Solving Peg Solitaire with Bidirectional BFIDA*,,,,,,,,,,,,,0.0,0.0
223,Opinion Target Extraction Using a ing Framework,Soochow University,Soochow University,Soochow University,,,,,,,,,,3.0,0.0
224,The Price of Neutrality for the Ranked Pairs Method,Technical University of Munich,University of Cambridge,,,,,,,,,,,2.0,0.0
225,Generating Chinese Classical Poems with Statistical Machine Translation Models,Tsinghua University,Microsoft Research Asia (China),Microsoft Research Asia (China),,,,,,,,,,1.0,2.0
226,Covering Number as a Complexity Measure for POMDP Planning and Learning,University of Science and Technology of China,"Rutgers, The State University of New Jersey",University of Science and Technology of China,,,,,,,,,,3.0,0.0
227,Transfer Learning in Collaborative Filtering with Uncertain Ratings,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,3.0,0.0
228,Generalizing and Executing Plans,University of Toronto,,,,,,,,,,,,1.0,0.0
229,A Multi-Path Compilation Approach to Contingent Planning,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,2.0,0.0
230,Basing Decisions on Sentences in Decision Diagrams,Cornell University,California State University Los Angeles,"University of California, Los Angeles",,,,,,,,,,3.0,0.0
231,Eliminating the Weakest Link: Making Manipulation Intractable?,University of Toronto,Data61,Data61,,,,,,,,,,3.0,0.0
232,Improving Hierarchical Planning Performance by the Use of Landmarks,University of Ulm,University of Ulm,University of Ulm,University of Ulm,,,,,,,,,4.0,0.0
233,Stability via Convexity and LP Duality in OCF Games,Nanyang Technological University,Athens University of Economics and Business,Nanyang Technological University,,,,,,,,,,3.0,0.0
234,Planning in Factored Action Spaces with Symbolic Dynamic Programming,Oregon State University,Tufts University,,,,,,,,,,,2.0,0.0
235,Approximately Revenue-Maximizing Auctions for Deliberative Agents,University of Washington,University of Washington,University of British Columbia,University of British Columbia,University of Washington,,,,,,,,5.0,0.0
236,Performance and Preferences: Interactive Refinement of Machine Learning Procedures,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),,,,,,,,,0.0,4.0
237,A Bayesian Approach to the Data Description Problem,École Polytechnique Fédérale de Lausanne,Sharif University of Technology,Sharif University of Technology,Sharif University of Technology,,,,,,,,,4.0,0.0
238,Goal Recognition with Markov Logic Networks for Player-Adaptive Games,North Carolina State University,North Carolina State University,North Carolina State University,North Carolina State University,,,,,,,,,4.0,0.0
239,Sensing the Air We Breathe -The OpenSense Zurich Dataset,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,ETH Zurich,ETH Zurich,ETH Zurich,,,,,,,,5.0,0.0
240,Applying Constraint Programming to Incorporate Engineering Methodologies into the Design Process of Complex Systems,IBM Research - Haifa,IBM Research - Haifa,IBM Research - Haifa,IBM Research - Haifa,IBM Research - Haifa,IBM Research - Haifa,Israel Aerospace Industries (Israel),Israel Aerospace Industries (Israel),,,,,6.0,2.0
241,Equality-Friendly Well-Founded Semantics and Applications to Description Logics,University of Oxford,University of Oxford,Humboldt-Universität zu Berlin,University of Oxford,University of Oxford,,,,,,,,5.0,0.0
242,Computing Equilibria in Two-Player Zero-Sum Continuous Stochastic Games with Switching Controller,Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,,,,,,,,,4.0,0.0
243,Symbolic Synthesis of Observability Requirements for Diagnosability,University of Amsterdam,Thales Alenia Space (Italy),,,,,,,,,,,1.0,0.0
244,Towards Population Scale Activity Recognition: A Framework for Handling Data Diversity,Cornell University,Microsoft Research Asia (China),Cornell University,,,,,,,,,,2.0,1.0
245,Improving Convergence of CMA-ES Through Structure-Driven Discrete Recombination,Vrije Universiteit Brussel,Vrije Universiteit Brussel,,,,,,,,,,,2.0,0.0
246,Visual Saliency Estimation through Manifold Learning,University of Bath,ECIT Institute,Queen's University Belfast,,,,,,,,,,2.0,0.0
247,A Mouse-Trajectory Based Model for Predicting Query-URL Relevance, Baidu Inc,Nanyang Technological University, Baidu Inc,King Abdullah University of Science and Technology,Nanyang Technological University,Hong Kong University of Science and Technology,,,,,,,4.0,0.0
248,Probabilistic Alternating-Time Temporal Logic of Incomplete Information and Synchronous Perfect Recall *,UNSW Sydney,Griffith University,Peking University,University of Queensland,,,,,,,,,4.0,0.0
249,Fused Matrix Factorization with Geographical and Social Influence in Location-Based Social Networks,Institute of Computer Science,Institute of Computer Science,Institute of Computer Science,University of Hong Kong,Institute of Computer Science,,,,,,,,5.0,0.0
250,Iterative Voting under Uncertainty for Group Recommender Systems (Research Abstract),Ben-Gurion University of the Negev,,,,,,,,,,,,1.0,0.0
251,Discovering Spammers in Social Networks,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,6.0,0.0
252,Building Collaborative Strategies via Imitation,University of Business and Technology,,,,,,,,,,,,1.0,0.0
253,Fast and Accurate Predictions of IDA*'s Performance,University of Alberta,University of Regina,University of Alberta,,,,,,,,,,3.0,0.0
254,Advances in Lifted Importance Sampling,The University of Texas at Dallas,University of Washington,The University of Texas at Dallas,,,,,,,,,,3.0,0.0
255,Failure Handling In a Planning Framework,Istanbul Technical University,Istanbul Technical University,,,,,,,,,,,2.0,0.0
256,Online Kernel Selection: Algorithms and Evaluations,Michigan State University,Michigan State University,Michigan State University,Michigan State University,Nanyang Technological University,,,,,,,,5.0,0.0
257,Learning from Demonstration for Goal-Driven Autonomy,"University of California, Santa Cruz","University of California, Santa Cruz","University of California, Santa Cruz",,,,,,,,,,3.0,0.0
258,Transcription System Using Automatic Speech Recognition for the Japanese Parliament (Diet),Kyoto University,,,,,,,,,,,,1.0,0.0
259,A Novel and Scalable Spatio-Temporal Technique for Ocean Eddy Monitoring," Department of Computer Science and Engineering ‡ Department of Soil, Water and Climate University of Minnesot"," Department of Computer Science and Engineering ‡ Department of Soil, Water and Climate University of Minnesot"," Department of Computer Science and Engineering ‡ Department of Soil, Water and Climate University of Minnesot"," Department of Computer Science and Engineering ‡ Department of Soil, Water and Climate University of Minnesot",Norwegian Institute of Marine Research,Bjerknes Centre for Climate Research,,,,,,,2.0,0.0
260,Symbolic Variable Elimination for Discrete and Continuous Graphical Models,Data61,Australian National University,,,,,,,,,,,2.0,0.0
261,Conditioning in First-Order Knowledge Compilation and Lifted Probabilistic Inference,"Department of Computer Science, KU Leuven Celestijnenlaan 200A, B-3001 Heverlee, Belgiu","Department of Computer Science, KU Leuven Celestijnenlaan 200A, B-3001 Heverlee, Belgiu",,,,,,,,,,,2.0,0.0
262,Counting-MLNs: Learning Relational Structure for Decision Making,University of Washington,Microsoft (United States),,,,,,,,,,,1.0,1.0
263,eBird: A Human/Computer Learning Network for Biodiversity Conservation and Research,Cornell University,Cornell University,Cornell University,Cornell University,Oregon State University Cascades,Oregon State University Cascades,Cornell University,Cornell University,,,,,6.0,0.0
264,Learning Behavior Models for Hybrid Timed Systems,"Fraunhofer Institute of Optronics, System Technologies and Image Exploitation","Bauhaus University, Weimar","inIT -Institute Industrial IT 32657 Lemgo, German",Paderborn University,,,,,,,,,5.0,0.0
265,Learning Names For RFID-Tagged Objects in Activity Videos,University of Rochester,University of Rochester,,,,,,,,,,,2.0,0.0
266,Exploiting Shared Resource Dependencies in Spectrum Based Plan Diagnosis,Palo Alto Research Center,Qu & Co. (Netherlands),Delft University of Technology,Palo Alto Research Center,Palo Alto Research Center,,,,,,,,4.0,1.0
267,Time-Consistency of Optimization Problems,IBM Research - Tokyo,IBM Research - Tokyo,,,,,,,,,,,2.0,0.0
268,Kernel-Based Reinforcement Learning on Representative States,Palo Alto Center for Pulmonary Disease Prevention,Santa Clara University,,,,,,,,,,,1.0,0.0
269,"Incorporating Computational Sustainability into AI Education through -Available, Collectively-Composed Supplementary Lab Text",Vanderbilt University,Cornell University,Bryn Mawr College,Cornell University,,,,,,,,,4.0,0.0
270,Diagnosing Changes in An Ontology Stream: A DL Reasoning Approach,"IBM Research, Smarter Cities Technology Centre Damastown Industrial Estate, Dublin, Irelan",,,,,,,,,,,,0.0,1.0
271,Strategic Advice Provision in Repeated Human-Agent Interactions,Bar-Ilan University,Bar-Ilan University,Bar-Ilan University," General Motors Advanced Technical Center, Herzliya 46725, Israe",Ben-Gurion University of the Negev,,,,,,,,4.0,1.0
272,MAXSAT Heuristics for Cost Optimal Planning," Funded by NNSF of China, Jiangsu Province, and Nanjing University",Nanjing University,University of Toronto,,,,,,,,,,2.0,0.0
273,Convex Kernelized Sorting,Temple University,Temple University,Temple University,,,,,,,,,,3.0,0.0
274,Sparse Principal Component Analysis with Constraints,Temple University,Xerox Research Centre Europ,Temple University,,,,,,,,,,2.0,0.0
275,Generalized Monte-Carlo Tree Search Extensions for General Game Playing,Reykjavík University,,,,,,,,,,,,1.0,0.0
276,Towards Automated Choreographing of Web Services Using Planning,Shanghai University,Washington University in St. Louis,Tongji University,Washington University in St. Louis,Washington University in St. Louis,Washington University in St. Louis,Tongji University,,,,,,7.0,0.0
277,A New Operator for ABox Revision in DL-Lite,Southeast University,Southeast University,Shanghai Jiao Tong University,"SiPaiLou #2, Nanjing, 210096, P.R. Chin",,,,,,,,,3.0,0.0
278,Multi-Agent Simulation of En-Route Human Air-Traffic Controller,Technical University of Munich,Technical University of Munich,Technical University of Munich,Drexel University,Drexel University,Drexel University,,,,,,,6.0,0.0
279,REWOrD: Semantic Relatedness in the Web of Data,Free University of Bozen-Bolzano,,,,,,,,,,,,1.0,0.0
280,A Convex Formulation for Learning from Crowds *,Department of Mathematical Informatics The University of Toky,IBM Research - Tokyo,Department of Mathematical Informatics The University of Toky,,,,,,,,,,1.0,0.0
281,Coupling Spatiotemporal Disease Modeling with Diagnosis,Makerere University,Makerere University,School of Informatics University of Edinburg,Makerere University,,,,,,,,,3.0,0.0
282,Cost-Sensitive Risk Stratification in the Diagnosis of Heart Disease,Carnegie Mellon University,Carnegie Mellon University,Allegheny General Hospital,Allegheny General Hospital,,,,,,,,,4.0,0.0
283,Learning Actions and Action Verbs from Human-Agent Interaction,University of Michigan–Ann Arbor,,,,,,,,,,,,1.0,0.0
284,On the Complexity of Consistent Query Answering in the Presence of Simple Ontologies,Laboratoire de Recherche en Informatique,,,,,,,,,,,,1.0,0.0
285,Leveraging Domain Knowledge in Multitask Bayesian Network Structure Learning,Department of Computer Science University of New Mexic,Department of Computer Science University of New Mexic,,,,,,,,,,,2.0,0.0
286,Online Task Assignment in Crowdsourcing Markets,California State University Los Angeles,California State University Los Angeles,,,,,,,,,,,2.0,0.0
287,Predictive Mining of Comparable Entities from the Web,Pohang University of Science and Technology,Pohang University of Science and Technology,Pohang University of Science and Technology,,,,,,,,,,3.0,0.0
288,A Methodology for Deploying the Max-Sum Algorithm and a Case Study on Unmanned Aerial Vehicles,University of Southampton,University of Verona,,,,,,,,,,,2.0,0.0
289,Online Sequence Alignment for Real-Time Audio Transcription by Non-Experts,University of Rochester,University of Rochester,University of Rochester,University of Rochester,,,,,,,,,4.0,0.0
290,DUCT: An Upper Confidence Bound Approach to Distributed Constraint Optimization Problems,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,,,,,,,,,,3.0,0.0
291,Compressed Least-Squares Regression on Sparse Spaces,McGill University,McGill University,McGill University,McGill University,,,,,,,,,4.0,0.0
292,Solving Dots-And-Boxes,,,,,,,,,,,,,0.0,0.0
293,Teaching Aspects of Constraint Satisfaction Algorithms Via a Game,University of Patras,University of Patras,University of Patras,,,,,,,,,,3.0,0.0
294,Using POMDPs to Control an Accuracy-Processing Time Trade-Off in Video Surveillance,University of Minnesota,"CS & AI Laboratory (CSAIL) Massachusetts Institute of Technology Cambridge, Massachusetts, 02139, US",University of Minnesota,University of Minnesota,Techniques of Informatics and Microelectronics for Integrated Systems Architecture,,,,,,,,4.0,0.0
295,Informed Initial Policies for Learning in Dec-POMDPs,"118 College Dr. #5106 Hattiesburg, MS 39406-000","118 College Dr. #5106 Hattiesburg, MS 39406-000",,,,,,,,,,,2.0,0.0
296,Visibility Induction for Discretized Pursuit-Evasion Games,Alexandria University,Alexandria University,,,,,,,,,,,2.0,0.0
297,Investigating the Effectiveness of Laplacian-Based Kernels in Hub Reduction,Nara Institute of Science and Technology,National Institute of Genetics,Nara Institute of Science and Technology,Nara Institute of Science and Technology,Université Catholique de Louvain,,,,,,,,5.0,0.0
298,Convex Matching Pursuit for Large-Scale Sparse Coding and Subset Selection,Nanyang Technological University,"University of California, San Diego",,,,,,,,,,,2.0,0.0
299,Exploring Mixed-Initiative Interaction for Learning with Situated Instruction in Cognitive Agents,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,2.0,0.0
300,Intelligent Computation of Reachability Sets for Space Missions,Computer Science Department,University of Colorado Boulder,Computer Science Department,,,,,,,,,,1.0,0.0
301,Design and Optimization of an Omnidirectional Humanoid Walk: A Winning Approach at the RoboCup 2011 3D Simulation Competition,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,5.0,0.0
302,Construction of New Medicines via Game Proof Search,University of Toronto,University of Toronto,,,,,,,,,,,2.0,0.0
303,Symbolic Dynamic Programming for Continuous State and Action MDPs,Australian National University,Data61,Massachusetts Institute of Technology,,,,,,,,,,3.0,0.0
304,Markov Network Structure Learning: A Randomized Feature Generation Approach,KU Leuven,KU Leuven,,,,,,,,,,,2.0,0.0
305,Learning Transformation Rules by Examples,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,3.0,0.0
306,Scheduling Conservation Designs via Network Cascade Optimization,Oregon State University,Oregon State University,Oregon State University,,,,,,,,,,3.0,0.0
307,Improving Hybrid Vehicle Fuel Efficiency Using Inverse Reinforcement Learning,Stanford University,Honda Research Institute (USA) Inc,Honda Research Institute (USA) Inc,Honda Research Institute (USA) Inc,,,,,,,,,1.0,0.0
308,An Intelligent Battery Controller Using Bias-Corrected Q-learning,Princeton University,Princeton University,,,,,,,,,,,2.0,0.0
309,Context Tree Maximizing Reinforcement Learning,Australian National University,Australian National University,Australian National University,,,,,,,,,,3.0,0.0
310,Dynamically Switching between Synergistic Workflows for Crowdsourcing,"Department of Computer Science and Engineering University of Washington Seattle, WA 9819","Department of Computer Science and Engineering University of Washington Seattle, WA 9819",,,,,,,,,,,3.0,0.0
311,Margin-Based Feature Selection in Incomplete Data,Temple University,Temple University,,,,,,,,,,,2.0,0.0
312,A Market-Based Coordination Mechanism for Resource Planning Under Uncertainty,University of Waterloo,University of Waterloo,University of Waterloo,,,,,,,,,,3.0,0.0
313,Approximate Policy Iteration with Linear Action Models,University of Alberta,University of Alberta,,,,,,,,,,,2.0,0.0
314,Search Algorithms for M Best Solutions for Graphical Models,"University of California, Irvine","University of California, Irvine",IBM Research - Ireland,,,,,,,,,,3.0,0.0
315,Statistical Relational Learning to Predict Primary Myocardial Infarction from Electronic Health Records,University of Wisconsin–Madison,University of Wisconsin–Madison,Wake Forest Baptist Medical Center,Marshfield Clinic,"Essentia Institute of Rural Health 502 E 2nd St, Duluth, M",,,,,,,,5.0,0.0
316,Fine-Grained Photovoltaic Output Prediction Using a Bayesian Ensemble,Virginia Tech,Virginia Tech," Sustainable Ecosystems Research Group, HP Labs, Palo Alto, CA 9430"," Sustainable Ecosystems Research Group, HP Labs, Palo Alto, CA 9430",Virginia Tech,Virginia Tech,,,,,,,2.0,2.0
317,Mining Context-Aware Significant Travel Sequences from Geotagged Social Media,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,5.0,0.0
318,Pre-Symptomatic Prediction of Plant Drought Stress Using Dirichlet-Aggregation Regression on Hyperspectral Images,Fraunhofer Institute for Intelligent Analysis and Information Systems,Fraunhofer Institute for Intelligent Analysis and Information Systems,Fraunhofer Institute for Intelligent Analysis and Information Systems,Fraunhofer Institute for Intelligent Analysis and Information Systems," Game Analytics Aps., Copenhagen, Denmar",University of Bonn,University of Bonn,"Inst. of Bio-and Geosciences,IBG-2: Plant Sciences, Forschungszentrum Juelich, German",,,,,9.0,1.0
319,Multi-Label Learning on Tensor Product Graph,University of Hong Kong,,,,,,,,,,,,1.0,0.0
320,On the Relation of Constraint Answer Set Programming Languages and Algorithms,University of Kentucky,,,,,,,,,,,,1.0,0.0
321,Planning Under Time Pressure,University of New Hampshire,,,,,,,,,,,,1.0,0.0
322,Two New Local Search Strategies for Minimum Vertex Cover,Peking University,Chinese Academy of Sciences,Griffith University,Griffith University,Data61,,,,,,,,5.0,0.0
323,Using Sliding Windows to Generate Action Abstractions in Extensive-Form Games,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,3.0,0.0
324,Alpha-Beta Pruning for Games with Simultaneous Moves,Paris Dauphine University,Reykjavík University,University of Alberta,,,,,,,,,,3.0,0.0
325,Matching State-Based Sequences with Rich Temporal Aspects,Anhui University,University of Greenwich,University of Greenwich,Anhui University,Anhui University,,,,,,,,5.0,0.0
326,Efficient Optimization of Control Libraries,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,4.0,0.0
327,Social Context-Aware Trust Network Discovery in Complex Contextual Social Networks,Macquarie University,Macquarie University,Macquarie University,,,,,,,,,,3.0,0.0
328,Modeling the Evolution of Knowledge in Learning Systems,Cycorp (United States),Northwestern University,,,,,,,,,,,1.0,0.0
329,Seven Challenges in Parallel SAT Solving *,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),,,,,,,,,,,0.0,2.0
330,Ordered Completion for Logic Programs with Aggregates,Western Sydney University,Western Sydney University,Western Sydney University,,,,,,,,,,3.0,0.0
331,Unsupervised Feature Selection Using Nonnegative Spectral Analysis,Institute of Automation,He University,Institute of Automation,He University,Institute of Automation,He University,,,,,,,6.0,0.0
332,Transportability of Causal Effects: Completeness Results *,"University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,2.0,0.0
333,Local Search for Designing Noise-Minimal Rotorcraft Approach Trajectories,Ames Research Center,University of Padua,University of Padua,,,,,,,,,,3.0,0.0
334,Automatically Generating Algebra Problems,"MIT CSAIL Cambridge, MA, USA rohi",Microsoft (United States),"Microsoft Research Bangalore, Indi",,,,,,,,,,1.0,2.0
335,Tree-Based Solution Methods for Multiagent POMDPs with Delayed Communication,Maastricht University,Delft University of Technology,,,,,,,,,,,2.0,0.0
336,Width and Complexity of Belief Tracking in Non-Deterministic Conformant and Contingent Planning,Simón Bolívar University,Institució Catalana de Recerca i Estudis Avançats,,,,,,,,,,,2.0,0.0
337,Classification of Sparse Time Series via Supervised Matrix Factorization,University of Hildesheim,University of Hildesheim,University of Hildesheim,,,,,,,,,,3.0,0.0
338,Possible Winners in Noisy Elections,AGH University of Science and Technology,AGH University of Science and Technology,,,,,,,,,,,2.0,0.0
339,Stochastic Safest and Shortest Path Problems,"Onera -The French Aerospace Lab F-31055, Toulouse, Franc",,,,,,,,,,,,1.0,0.0
340,On Completeness Classes for Query Evaluation on Linked Data,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,,,,,,,,,,,2.0,0.0
341,Lagrangian Relaxation Techniques for Scalable Spatial Conservation Planning,University of Massachusetts Amherst,University of Massachusetts Amherst,University of Massachusetts Amherst,,,,,,,,,,3.0,0.0
342,Housing Markets with Indifferences: A Tale of Two Mechanisms,Technical University of Munich,Centrum Wiskunde & Informatica,,,,,,,,,,,2.0,0.0
