Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,num_academia,num_company
162,Modeling Human Ad Hoc Coordination, Computer Science and Artificial Intelligence Laboratory,Massachusetts Institute of Technology,Institute of Cognitive and Brain Sciences,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,4.0,0.0
163,Zero-Shot Event Detection by Multimodal Distributional Semantic Embedding of Videos,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",,,,,,,,,,,5.0,0.0
164,Inferring a Personalized Next Point-of-Interest Recommendation Model with Latent Behavior Patterns,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Hong Kong Baptist University,,,,,,,,,,,5.0,0.0
165,Efficient Learning of Timeseries Shapelets,Hong Kong University of Science and Technology,University of Louisville,Społeczna Akademia Nauk,,,,,,,,,,,,,3.0,0.0
166,ClaimEval: Integrated and Flexible Framework for Claim Evaluation Using Credibility of Sources,Carnegie Mellon University,Indian Institute of Science Bangalore,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,4.0,0.0
167,Learning Adaptive Forecasting Models from Irregularly Sampled Multivariate Clinical Data,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,,2.0,0.0
168,Stochastic Optimization for Kernel PCA *,Nanjing University,Southeast University,University of Iowa,IBM Research - Thomas J. Watson Research Center,Alibaba Group (United States),Nanjing University,Southeast University,,,,,,,,,6.0,1.0
169,Fast Nonsmooth Regularized Risk Minimization with Continuation,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,4.0,0.0
170,Adapting Plans through Communication with Unknown Teammates,"University of California, Santa Cruz",,,,,,,,,,,,,,,1.0,0.0
171,Toward Interactive Relational Learning,Palo Alto Research Center,Palo Alto Research Center,,,,,,,,,,,,,,2.0,0.0
172,Increasing Nogoods in Restart-Based Search *,Chinese University of Hong Kong,Royal Institute of Technology,Chinese University of Hong Kong,,,,,,,,,,,,,3.0,0.0
173,Steiner Tree Problems with Side Constraints Using Constraint Programming,University of Melbourne,University of Melbourne,University of Melbourne,University of Melbourne,Data61,,,,,,,,,,,5.0,0.0
174,Trust and Distrust Across Coalitions: Shapley Value Based Centrality Measures for Signed Networks (Student Abstract Version),Indian Institute of Technology Madras,Tamil Nadu Agricultural University,Indian Institute of Technology Madras,Tamil Nadu Agricultural University,Indian Institute of Technology Madras,Tamil Nadu Agricultural University,IBM Research - India,,,,,,,,,7.0,0.0
175,Analogical Generalization of Linguistic Constructions,Northwestern University,,,,,,,,,,,,,,,1.0,0.0
176,Asynchronous Distributed Semi-Stochastic Gradient Optimization,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,4.0,0.0
177,Multi-Label Manifold Learning,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,3.0,0.0
178,What's Hot in the Answer Set Programming Competition,University of Potsdam,University of Genoa,University of Calabria,,,,,,,,,,,,,3.0,0.0
179,Strengthening Agents Strategic Ability with Communication,Jinan University,University of Oxford,Jinan University,Jinan University,Griffith University,,,,,,,,,,,5.0,0.0
180,Iterative Project Quasi-Newton Algorithm for Training RBM,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Hong Kong Polytechnic University,Tianjin University,,,,,,,,,,6.0,0.0
181,False-Name-Proof Locations of Two Facilities: Economic and Algorithmic Approaches,Kyushu University,Kyushu University,Kyushu University,,,,,,,,,,,,,3.0,0.0
182,Learning to Answer Questions from Image Using Convolutional Neural Network,Huawei Technologies (Canada),Huawei Technologies (Canada),Huawei Technologies (Canada),,,,,,,,,,,,,0.0,3.0
183,Business Event Curation: Merging Human and Automated Approaches,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,,,,,,,,,,,5.0,0.0
184,Distant IE by Bootstrapping Using Lists and Document Structure,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,4.0,0.0
185,Robust Text Classification in the Presence of Confounding Bias,Illinois Institute of Technology,Illinois Institute of Technology,,,,,,,,,,,,,,2.0,0.0
186,Factorization Ranking Model for Move Prediction in the Game of Go,University of Alberta,University of Alberta,,,,,,,,,,,,,,2.0,0.0
187,On the Depth of Deep Neural Networks: A Theoretical View,Nankai University," Microsoft Research, Beijing, 100080, P. R. Chin",Peking University,Nankai University," Microsoft Research, Beijing, 100080, P. R. Chin",,,,,,,,,,,3.0,0.0
188,Deep Neural Networks for Learning Graph Representations,Xidian University,Singapore University of Technology and Design,Data61,,,,,,,,,,,,,3.0,0.0
189,Surprise-Triggered Reformulation of Design Goals,University of North Carolina at Charlotte,University of North Carolina at Charlotte,,,,,,,,,,,,,,2.0,0.0
190,Large Scale Similarity Learning Using Similar Pairs for Person Verification,Center for Biometrics and Security Research & National Laboratory of Pattern Recognition,Chinese Academy of Sciences,,,,,,,,,,,,,,4.0,0.0
191,A Scalable Framework to Choose Sellers in E-Marketplaces Using POMDPs *,Nanyang Technological University,University of Amsterdam,University of Liverpool,Nanyang Technological University,,,,,,,,,,,,4.0,0.0
192,Indexable Probabilistic Matrix Factorization for Maximum Inner Product Search,Technical University of Denmark,Microsoft Research (United Kingdom),Technical University of Denmark,,,,,,,,,,,,,2.0,1.0
193,Reconstructing Hidden Permutations Using the Average-Precision (AP) Correlation Statistic,Brown University,Brown University,Brown University,Osservatorio Astronomico di Padova,,,,,,,,,,,,4.0,0.0
194,Multivariate Conditional Outlier Detection and Its Clinical Application,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,,2.0,0.0
195,Indefinite Scalability for Living Computation,University of New Mexico,Presbyterian Hospital,,,,,,,,,,,,,,1.0,0.0
196,Is It Harmful When Advisors Only Pretend to Be Honest?,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,4.0,0.0
197,Multi-Variable Agent Decomposition for DCOPs,New Mexico State University,New Mexico State University,New Mexico State University,,,,,,,,,,,,,3.0,0.0
198,Convolution Kernels for Discriminative Learning from Streaming Text,Computer Science The University of Sheffiel,University of Melbourne,,,,,,,,,,,,,,2.0,0.0
199,DARI: Distance Metric and Representation Integration for Person Verification,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,5.0,0.0
200,How Important Is Weight Symmetry in Backpropagation?,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,3.0,0.0
201,Metric Learning for Ordinal Data,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,3.0,0.0
202,Discriminative Structure Learning of Arithmetic Circuits,University of Oregon,University of Oregon,,,,,,,,,,,,,,2.0,0.0
203,A First-Order Logic of Probability and Only Knowing in Unbounded Domains,KU Leuven,RWTH Aachen University,University of Toronto,,,,,,,,,,,,,3.0,0.0
204,"Decoding Hidden Markov Models Faster than Viterbi Via Online Matrix-Vector (max, +)-Multiplication",University of Trento,Politecnico di Milano,University of Verona,,,,,,,,,,,,,3.0,0.0
205,Representing Sets of Instances for Visual Recognition,Nanjing University,Nanjing University," Minieye, Youjia Innovation LLC, Chin",,,,,,,,,,,,,2.0,0.0
206,Constrained Submodular Minimization for Missing Labels and Class Imbalance in Multi-Label Learning,"University at Albany, State University of New York",King Abdullah University of Science and Technology,,,,,,,,,,,,,,2.0,0.0
207,Autonomous Electricity Trading Using Time-of-Use Tariffs in a Competitive Market,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,2.0,0.0
208,Evaluation of Semantic Dependency Labeling Across Domains,"Interactions Labs 25 Broadway, New York, N","Yahoo Labs 229 W. 43rd St. New York, N","Interactions Labs 41 Spring Street, Murray Hill, NJ 0797",,,,,,,,,,,,,0.0,3.0
209,Robust Execution of BDI Agent Programs by Exploiting Synergies Between Intentions,University of Nottingham,University of Nottingham,RMIT University,,,,,,,,,,,,,3.0,0.0
210,Data-Augmented Software Diagnosis,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,,,3.0,0.0
211,Jointly Modeling Topics and Intents with Global Order Structure,Tsinghua University,Tsinghua University,Microsoft Research Asia (China),Tsinghua University,Microsoft Research Asia (China),Tsinghua University,,,,,,,,,,4.0,2.0
212,Sequence-Form and Evolutionary Dynamics: Realization Equivalence to Agent Form and Logit Dynamics,Politecnico di Milano,Politecnico di Milano,,,,,,,,,,,,,,2.0,0.0
213,Building End-to-End Dialogue Systems Using Generative Hierarchical Neural Network Models,McGill University,McGill University,McGill University,McGill University,McGill University,Université de Montréal,,,,,,,,,,6.0,0.0
214,What Happens Next? Event Prediction Using a Compositional Neural Network Model,University of Cambridge,University of Cambridge,,,,,,,,,,,,,,2.0,0.0
215,The Ostomachion Process,Data61,Data61,Data61,Data61,Data61,,,,,,,,,,,5.0,0.0
216,Minimally-Constrained Multilingual Embeddings via Artificial Code-Switching,Oracle Lab,Oracle Lab,Oracle Lab,,,,,,,,,,,,,3.0,0.0
217,Automated Capture and Execution of Manufacturability Rules Using Inductive Logic Programming,GE Global Research (United States),GE Global Research (United States),GE Global Research (United States),,,,,,,,,,,,,0.0,3.0
218,The Hidden Convexity of Spectral Clustering,The Ohio State University,The Ohio State University,The Ohio State University,,,,,,,,,,,,,3.0,0.0
219,Learning Expected Hitting Time Distance *,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,4.0,0.0
220,Short Text Representation for Detecting Churn in Microblogs,University of Mary,University of Mary,,,,,,,,,,,,,,2.0,0.0
221,Mapping Action Language BC to Logic Programs: A Characterization by Postulates,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,2.0,0.0
222,Weighted A * Algorithms for Unsupervised Feature Selection with Provable Bounds on Suboptimality,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,4.0,0.0
223,Joint Inference over a Lightly Supervised Information Extraction Pipeline: Towards Event Coreference Resolution for Resource-Scarce Languages,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,2.0,0.0
224,The Complexity of LTL on Finite Traces: Hard and Easy Fragments,University of Calabria,University of Calabria,,,,,,,,,,,,,,2.0,0.0
225,Write-righter: An Academic Writing Assistant System,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,4.0,0.0
226,Stochastic Parallel Block Coordinate Descent for Large-Scale Saddle Point Problems,University of Edinburgh,University of Edinburgh,,,,,,,,,,,,,,2.0,0.0
227,Co-Occurrence Feature Learning for Skeleton Based Action Recognition Using Regularized Deep LSTM Networks,"University of California, Irvine",Microsoft Research Asia (China),Chinese Academy of Sciences,Microsoft Research Asia (China),Peking University,University of Chinese Academy of Sciences,"University of California, Irvine",Microsoft Research Asia (China),,,,,,,,5.0,3.0
228,"Learning the Preferences of Ignorant, Inconsistent Agents",University of Oxford,Stanford University,Stanford University,,,,,,,,,,,,,3.0,0.0
229,Deploying PAWS: Field Optimization of the Protection Assistant for Wildlife Security,University of Southern California,Panthera Biopartners (United States),"Rimba, Malaysi",Nanyang Technological University,Columbia University,Universiti Malaysia Terengganu,,,,,,,,,,6.0,3.0
230,Scaling Simultaneous Optimistic Optimization for High-Dimensional Non-Convex Functions with Low Effective Dimensions *,Nanjing University,Nanjing University,,,,,,,,,,,,,,2.0,0.0
231,Exponential Recency Weighted Average Branching Heuristic for SAT Solvers,University of Waterloo,University of Waterloo,University of Waterloo,University of Waterloo,,,,,,,,,,,,4.0,0.0
232,Unsupervised Learning of HTNs in Complex Adversarial Domains,"University of California, Santa Cruz",,,,,,,,,,,,,,,1.0,0.0
233,Lift-Based Bidding in Ad Selection," TouchPal Inc., 1172 Castro St, Mountain View, CA 9404",Yahoo (United States),,,,,,,,,,,,,,0.0,1.0
234,Discourse Relations Detection via a Mixed Generative-Discriminative Framework,Fudan University,"jfchen14, qz",,,,,,,,,,,,,,1.0,0.0
235,On the Differential Privacy of Bayesian Inference, School of Mathematics and Statistics,University of Melbourne,University of Lille,Chalmers University of Technology,,,,,,,,,,,,3.0,0.0
236,Improving Predictive State Representations via Gradient Descent,Computer Science & Engineering University of Michiga,Computer Science & Engineering University of Michiga,Computer Science & Engineering University of Michiga,,,,,,,,,,,,,3.0,0.0
237,Evaluating the Robustness of Game Theoretic Solutions When Using Abstraction,The University of Texas at El Paso,,,,,,,,,,,,,,,1.0,0.0
238,"Listen, Attend, and Walk: Neural Mapping of Navigational Instructions to Action Sequences",Toyota Technological Institute at Chicago,Toyota Technological Institute at Chicago,Toyota Technological Institute at Chicago,,,,,,,,,,,,,3.0,0.0
239,Toward a Better Understanding of Deep Neural Network Based Acoustic Modelling: An Empirical Investigation,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,4.0,0.0
240,Explaining Inconsistency-Tolerant Query Answering over Description Logic Knowledge Bases,University of Montpellier,University of Paris-Sud,"Franc ¸ois Goasdoué Univ. Rennes 1, CNRS Lannion, Franc",,,,,,,,,,,,,2.0,0.0
241,Joint Word Representation Learning Using a Corpus and a Semantic Lexicon,Shizuoka University,Shizuoka University,National Institute of Informatics,Japan Science and Technology Agency,University of Liverpool,,,,,,,,,,,5.0,0.0
242,Learning Market Parameters Using Aggregate Demand Queries,Nanyang Technological University,Microsoft Research Asia (China),Max Planck Institute for Informatics,Max Planck Institute for Informatics,Chinese Academy of Sciences,,,,,,,,,,,4.0,1.0
243,Learning Tractable Probabilistic Models for Fault Localization," Now at Google, Inc",University of Washington,,,,,,,,,,,,,,1.0,0.0
244,Ontology-Mediated Queries for NOSQL Databases,University of Montpellier,Institut Universitaire de France,University of Montpellier,,,,,,,,,,,,,3.0,0.0
245,Path Following with Adaptive Path Estimation for Graph Matching,Beijing Jiaotong University,Temple University," Meitu HiScene Lab, HiScene Information Technologies, Shanghai, Chin",,,,,,,,,,,,,2.0,0.0
246,"Look, Listen and Learn -A Multimodal LSTM for Speaker Identification",SenseTime Group Limite,Chinese University of Hong Kong,,,,,,,,,,,,,,1.0,0.0
247,Survival Prediction by an Integrated Learning Criterion on Intermittently Varying Healthcare Data,Université de Sherbrooke,Fujian Normal University,Université de Sherbrooke,Université de Sherbrooke,Université de Sherbrooke,,,,,,,,,,,5.0,0.0
248,Deep Quantization Network for Efficient Image Retrieval *,Tsinghua University,Tsinghua University,Tsinghua National Laboratory for Information Science and Technolog,Tsinghua University,Tsinghua National Laboratory for Information Science and Technolog,Tsinghua University,Tsinghua University,,,,,,,,,5.0,0.0
249,Privacy Management in Agent-Based Social Networks,Boğaziçi University,,,,,,,,,,,,,,,1.0,0.0
250,Graph-without-Cut: An Ideal Graph Learning for Image Segmentation,University of Electronic Science and Technology of China,University of Trento,Northwestern Polytechnical University,Huazhong University of Science and Technology,University of Trento,University of Electronic Science and Technology of China,University of Queensland,,,,,,,,,7.0,0.0
251,Unfolding Temporal Dynamics: Predicting Social Media Popularity Using Multi-Scale Temporal Decomposition,Institute of Computing Technology,University of Chinese Academy of Sciences,Microsoft Research (India),"Research Center for Information Technology Innovation, Academia Sinica",Institute of Computing Technology,,,,,,,,,,,4.0,1.0
252,Abstraction Using Analysis of Subgames,The University of Texas at El Paso,,,,,,,,,,,,,,,1.0,0.0
253,Learning FRAME Models Using CNN Filters,"University of California, Los Angeles","University of California, Los Angeles","University of California, Los Angeles",,,,,,,,,,,,,3.0,0.0
254,Learning Complex Stand-Up Motion for Humanoid Robots,University of Pennsylvania,University of Pennsylvania,,,,,,,,,,,,,,2.0,0.0
255,A Semantical Analysis of Second-Order Propositional Modal Logic,University of Évry Val d'Essonne,University of Liverpool,,,,,,,,,,,,,,2.0,0.0
256,Topic Concentration in Query Focused Summarization Datasets,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,,,3.0,0.0
257,Towards Clause-Learning State Space Search: Learning to Recognize Dead-Ends,Saarland University,Saarland University,,,,,,,,,,,,,,2.0,0.0
258,Discriminative Analysis Dictionary Learning,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology," The Center for Research on Intelligent Perception and Computing, National Laboratory of Pattern Recognition",Chinese Academy of Sciences," The Center for Research on Intelligent Perception and Computing, National Laboratory of Pattern Recognition",Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,5.0,0.0
259,Automated Volumetric Intravascular Plaque Classification Using Optical Coherence Tomography (OCT),Case Western Reserve University,Case Western Reserve University,Case Western Reserve University,Case Western Reserve University,Case Western Reserve University,University Hospitals Case Medical Center,,,,,,,,,,6.0,0.0
260,Decentralized Approximate Bayesian Inference for Distributed Sensor Network,"Rutgers, The State University of New Jersey 110 Frelinghuysen Road Piscataway, NJ 08854-801","Rutgers, The State University of New Jersey 110 Frelinghuysen Road Piscataway, NJ 08854-801","Rutgers, The State University of New Jersey 110 Frelinghuysen Road Piscataway, NJ 08854-801",,,,,,,,,,,,,3.0,0.0
261,Convolutional Neural Networks over Tree Structures for Programming Language Processing,Peking University,Peking University,Peking University,Stanford University,Peking University,,,,,,,,,,,5.0,0.0
262,Multiagent-Based Route Guidance for Increasing the Chance of Arrival on Time,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,Nanyang Technological University,BMW Group (Germany),,,,,,,,,,5.0,1.0
263,Context-Sensitive Twitter Sentiment Classification Using Neural Network,Wuhan University,Singapore University of Technology and Design,Heilongjiang University,Wuhan University,,,,,,,,,,,,4.0,0.0
264,Predicting Personal Traits from Facial Images Using Convolutional Neural Networks Augmented with Facial Landmark Information,Hebrew University of Jerusalem,"Microsoft Research Cambridge, U",University of Cambridge,"Microsoft Research Cambridge, U",,,,,,,,,,,,2.0,0.0
265,Adaptable Regression Method for Ensemble Consensus Forecasting,Weatherford College,,,,,,,,,,,,,,,1.0,0.0
266,Teaching Big Data Analytics Skills with Intelligent Workflow Systems,University of Southern California,,,,,,,,,,,,,,,1.0,0.0
267,Learning Deep 0 Encoders,University of Illinois Urbana-Champaign,University of Science and Technology of China,,,,,,,,,,,,,,2.0,0.0
268,A POMDP Formulation of Proactive Learning,University of Massachusetts Amherst,University of Massachusetts Amherst,,,,,,,,,,,,,,2.0,0.0
269,An Image Analysis Environment for Species Identification of Food Contaminating Beetles,Arizona State University,United States Food and Drug Administration,National Center for Toxicological Research,United States Food and Drug Administration,United States Food and Drug Administration,United States Food and Drug Administration,The University of Texas at Austin,National Center for Toxicological Research,National Center for Toxicological Research,National Center for Toxicological Research,,,,,,10.0,0.0
270,Recommendation with Social Dimensions, Yahoo Labs,Arizona State University,Texas A&M University, Yahoo Labs, Yahoo Labs,Arizona State University,Nanning Normal University,,,,,,,,,4.0,0.0
271,Efficient Spatio-Temporal Tactile Object Recognition with Randomized Tiling Convolutional Networks in a Hierarchical Fusion Strategy,University of Computer Studies Yangon,Tsinghua University,University of Melbourne,University of Melbourne,University of Computer Studies Yangon,Tsinghua University,University of Computer Studies Yangon,Tsinghua University,University of Computer Studies Yangon,Tsinghua University,University of Melbourne,,,,,11.0,0.0
272,News Verification by Exploiting Conflicting Social Viewpoints in Microblogs,Institute of Computing Technology,University of Chinese Academy of Sciences,Institute of Computing Technology,Institute of Computing Technology,University of Rochester,,,,,,,,,,,5.0,0.0
273,On the Performance of GoogLeNet and AlexNet Applied to Sketches,Universidade Federal de Pelotas,Universidade Federal de Pelotas,,,,,,,,,,,,,,2.0,0.0
274,Consensus Style Centralizing Auto-Encoder for Weak Style Classification,Northeastern University,Northeastern University,Northeastern University,Northeastern University,Northeastern University,,,,,,,,,,,5.0,0.0
275,Recognizing Complex Activities by a Probabilistic Interval-Based Model,National University of Singapore,National University of Singapore,Bioinformatics Institute,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,6.0,0.0
276,MUST-CNN: A Multilayer Shift-and-Stitch Deep Convolutional,University of Virginia Medical Center,University of Virginia Medical Center,University of Virginia Medical Center,,,,,,,,,,,,,3.0,0.0
277,Wikipedia in the Tourism Industry: Forecasting Demand and Modeling Usage Behavior,Virginia Tech,Virginia Tech,,,,,,,,,,,,,,2.0,0.0
278,Energy-and Cost-Efficient Pumping Station Control,Informatics Institute University of Amsterda,University of Liverpool,Centrum Wiskunde & Informatica,Nelen & Schuurman,Nelen & Schuurman,HH Hollands Noorderkwartie,,,,,,,,,,6.0,0.0
279,SPAN: Understanding a Question with Its Support Answers,CAS Key Laboratory of Network Data Science and Technology,Chinese Academy of Sciences,,,,,,,,,,,,,,5.0,0.0
280,Viral Clustering: A Robust Method to Extract Structures in Heterogeneous Datasets,Royal Institute of Technology,Royal Institute of Technology,,,,,,,,,,,,,,2.0,0.0
281,Unsupervised Feature Selection by Heuristic Search with Provable Bounds on Suboptimality,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,4.0,0.0
282,Who Can Win a Single-Elimination Tournament?,Stanford University,Stanford University,Stanford University,,,,,,,,,,,,,3.0,0.0
283,Incremental Stochastic Factorization for Online Reinforcement Learning,"Laboratório Nacional de Computac ¸ão Científica Petrópolis, RJ, Brazi","Laboratório Nacional de Computac ¸ão Científica Petrópolis, RJ, Brazi",McGill University,McGill University,,,,,,,,,,,,4.0,0.0
284,Ad Auctions and Cascade Model: GSP Inefficiency and Algorithms,Politecnico di Milano,Politecnico di Milano,,,,,,,,,,,,,,2.0,0.0
285,Noisy Submodular Maximization via Adaptive Sampling with Applications to Crowdsourced Image Collection Summarization,ETH Zurich,ETH Zurich,ETH Zurich,,,,,,,,,,,,,3.0,0.0
286,On Parameter Tying by Quantization,University of North Texas at Dallas,University of North Texas at Dallas,University of North Texas at Dallas,University of North Texas at Dallas,,,,,,,,,,,,4.0,0.0
287,An Autonomous Override System to Prevent Airborne Loss of Control,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,,,,,,,,,,,,,,2.0,0.0
288,An Algorithmic Framework for Strategic Fair Division,"University of California, Berkeley",University of Patras,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,4.0,0.0
289,Scalable Sequential Spectral Clustering,The University of Texas at Arlington,The University of Texas at Arlington," Didi Research, Bejing, Chin",,,,,,,,,,,,,2.0,1.0
290,Learning by Transferring from Unsupervised Universal Sources,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,2.0,0.0
291,Are Elephants Bigger than Butterflies? Reasoning about Sizes of Objects,University of Washington,University of Washington,University of Washington,University of Washington,Allen Institute,,,,,,,,,,,5.0,0.0
292,Multi-Instance Multi-Label Class Discovery: A Computational Approach for Assessing Bird Biodiversity,Meta (United States),Oregon State University,Oregon State University,Oregon State University,,,,,,,,,,,,3.0,1.0
293,MOOCs Meet Measurement Theory: A Topic-Modelling Approach,University of Melbourne,University of Melbourne,University of Melbourne,University of Melbourne,RMIT University,,,,,,,,,,,5.0,0.0
294,Understanding Dominant Factors for Precipitation over the Great Lakes Region,Computer Science Department,University of Minnesota,Computer Science Department,Computer Science Department,,,,,,,,,,,,1.0,0.0
295,Dynamic Concept Composition for Zero-Example Event Detection,University of Technology,University of Technology,University of Technology,University of Technology,Carnegie Mellon University,,,,,,,,,,,5.0,0.0
296,A Deep Choice Model,"CREST, JST 4-1-8 Honcho, Kawaguchi, Saitama 332-0012, Japa",IBM Research - Tokyo,,,,,,,,,,,,,,1.0,0.0
297,A Proximal Alternating Direction Method for Semi-Definite Rank Minimization,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,,,,,,,,,,,,,,2.0,0.0
298,IRobot: Teaching the Basics of Artificial Intelligence in High Schools,"Institute for eHealth Graz University of Applied Sciences Eggenberger Allee 11, 8020 Graz, Austri",Graz University of Technology,"Inffeldgasse 16b/II, 8010 Graz, Austri",Graz University of Technology,"Inffeldgasse 16b/II, 8010 Graz, Austri",,,,,,,,,,,3.0,0.0
299,Document Type Classification in Online Digital Libraries,University of North Texas,Pennsylvania State University,Institute for Infocomm Research,Pennsylvania State University,,,,,,,,,,,,4.0,0.0
300,"College Towns, Vacation Spots, and Tech Hubs: Using Geo-Social Media to Model and Compare Locations",Texas A&M University,Texas A&M University,,,,,,,,,,,,,,2.0,0.0
301,Computing Contingent Plans Using Online Replanning,"Information Systems Engineering Ben Gurion University, Israe","Information Systems Engineering Ben Gurion University, Israe",,,,,,,,,,,,,,2.0,0.0
302,BBookX: Building Online Open Books for Personalized Learning,Association for Information Science and Technology,"Laboratoire des Sciences de l'Ingénieur, de l'Informatique et de l'Imagerie","Laboratoire des Sciences de l'Ingénieur, de l'Informatique et de l'Imagerie",Association for Information Science and Technology," Teaching and Learning with Technology The Pennsylvania State University, University Park, PA 16802 {cul226,sxw327,zzw109,kwilliams,bkp10,bjb40,sps20,hrw115"," Teaching and Learning with Technology The Pennsylvania State University, University Park, PA 16802 {cul226,sxw327,zzw109,kwilliams,bkp10,bjb40,sps20,hrw115"," Teaching and Learning with Technology The Pennsylvania State University, University Park, PA 16802 {cul226,sxw327,zzw109,kwilliams,bkp10,bjb40,sps20,hrw115"," Teaching and Learning with Technology The Pennsylvania State University, University Park, PA 16802 {cul226,sxw327,zzw109,kwilliams,bkp10,bjb40,sps20,hrw115"," Teaching and Learning with Technology The Pennsylvania State University, University Park, PA 16802 {cul226,sxw327,zzw109,kwilliams,bkp10,bjb40,sps20,hrw115",Association for Information Science and Technology,"Laboratoire des Sciences de l'Ingénieur, de l'Informatique et de l'Imagerie",,,,,6.0,0.0
303,A Proactive Sampling Approach to Project Scheduling under Uncertainty,Singapore Management University,Singapore Management University,Singapore Management University,,,,,,,,,,,,,3.0,0.0
304,A.I. as an Introduction to Research Methods in Computer Science,Davidson College,,,,,,,,,,,,,,,1.0,0.0
305,Near-Optimal Active Learning of Multi-Output Gaussian Processes,National University of Singapore,Interactive Media Institute,,,,,,,,,,,,,,2.0,0.0
306,Authorship Attribution Using a Neural Network Language Model,Purdue University West Lafayette,Purdue University West Lafayette,Purdue University West Lafayette,,,,,,,,,,,,,3.0,0.0
307,A Comparison of Supervised Learning Algorithms for Telerobotic Control Using Electromyography Signals,Wentworth Institute of Technology,Wentworth Institute of Technology,Wentworth Institute of Technology,Wentworth Institute of Technology,Wentworth Institute of Technology,Northeastern University,,,,,,,,,,6.0,0.0
308,On the Complexity of mCP-nets,University of Oxford,University of Oxford,,,,,,,,,,,,,,2.0,0.0
309,Online Spatio-Temporal Matching in Stochastic and Dynamic Domains,Massachusetts Institute of Technology,Singapore Management University,,,,,,,,,,,,,,2.0,0.0
310,Assumed Density Filtering Methods for Learning Bayesian Neural Networks,Walt Disney (United States),Walt Disney (United States),Walt Disney (United States),,,,,,,,,,,,,0.0,3.0
311,Topical Analysis of Interactions Between News and Social Media," Department of Computer Science, Virginia Tech Falls Church, VA 2204","University at Albany, State University of New York"," Department of Computer Science, Virginia Tech Falls Church, VA 2204","University at Albany, State University of New York"," Department of Computer Science, Virginia Tech Falls Church, VA 2204","University at Albany, State University of New York"," Department of Computer Science, Virginia Tech Falls Church, VA 2204","University at Albany, State University of New York",,,,,,,,5.0,0.0
