Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,num_academia,num_company
868,Learning the Optimal Recommendation from Explorative Users,University of Virginia,University of Virginia,University of Virginia,University of Virginia,University of Virginia,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
869,An Efficient Combinatorial Optimization Model Using Learning-to-Rank Distillation,Sungkyunkwan University, Kakao Corporatio,Sungkyunkwan University,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
870,Similarity Search for Efficient Active Learning and Search of Rare Concepts,Stanford University,Meta (United States),University of Wisconsin System,Meta (United States),Stanford University,Meta (United States),University of Wisconsin System,Meta (United States),Stanford University,Meta (United States),,,,,,,,,,,,,,,,,5.0,5.0
871,"Federated Dynamic Sparse Training: Computing Less, Communicating Less, Yet Learning Better",The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
872,Image Difference Captioning with Pre-training and Contrastive Learning,Renmin University of China,Renmin University of China,Renmin University of China,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
873,Towards a Rigorous Evaluation of Time-Series Anomaly Detection,Seoul National University,Seoul National University,Deggendorf Institute of Technology,Visio,Kangwon National University,Seoul National University of Science and Technology,Seoul National University,Seoul National University,Allegheny-Singer Research Institute,,,,,,,,,,,,,,,,,,9.0,0.0
874,OAM: An Option-Action Reinforcement Learning Framework for Universal Multi-Intersection Control,City University of Hong Kong,City University of Hong Kong,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
875,Learning to Solve Routing Problems via Distributionally Robust Optimization,Nanyang Technological University,Nanyang Technological University,Singapore Institute of Manufacturing Technology,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
876,Generalization in Mean Field Games by Learning Master Policies,University of Lille,Together Enhancing Awareness Coalition,Port and Airport Research Institute,Port and Airport Research Institute,Together Enhancing Awareness Coalition,University of Lille,,,,,,,,,,,,,,,,,,,,,2.0,0.0
877,LCTR: On Awakening the Local Continuity of Transformer for Weakly Supervised Object Localization,Xiamen University," Tencent Youtu Lab, Shanghai, China"," Tencent Youtu Lab, Shanghai, China"," CATL, China"," Tencent Youtu Lab, Shanghai, China"," Tencent Youtu Lab, Shanghai, China"," Tencent Youtu Lab, Shanghai, China"," CATL, China",Xiamen University,,,,,,,,,,,,,,,,,,2.0,0.0
878,Weakly Supervised Neuro-Symbolic Module Networks for Numerical Reasoning over Text, Salesforce Research Asi, Salesforce Research Asi,Nanyang Technological University, Salesforce Research Asi,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
879,Heterogeneous Facility Location with Limited Resources,Royal Holloway University of London,University of Liverpool,University of Giessen,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
880,Bridging between Cognitive Processing Signals and Linguistic Features via a Unified Attentional Network,Tianjin University,Tianjin University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
881,Optimal Admission Control for Multiclass Queues with Time-Varying Arrival Rates via State Abstraction,University of Oxford,J.P. Morgan,J.P. Morgan,J.P. Morgan,J.P. Morgan,J.P. Morgan,J.P. Morgan,,,,,,,,,,,,,,,,,,,,7.0,0.0
882,Multi-Head Modularization to Leverage Generalization Capability in Multi-Modal Networks,Qualcomm AI Research 1 * Qualcomm Korea Y,Allegheny Technologies (United States),,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
883,Symbolic Brittleness in Sequence Models: on Systematic Generalization in Symbolic Mathematics,University of Washington,Allen Institute for Artificial Intelligence,University of Washington,University of Washington,University of Washington,Allen Institute for Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,6.0,0.0
884,Sparse-RS: A Versatile Framework for Query-Efficient Sparse Black-Box Adversarial Attacks,University of Tübingen,École Polytechnique Fédérale de Lausanne,University of Tübingen,École Polytechnique Fédérale de Lausanne,University of Tübingen,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
885,Entropy-Based Logic Explanations of Neural Networks,University of Cambridge,University of Florence,University of Siena,Université Côte d'Azur,University of Siena,University of Cambridge,University of Siena,Université Côte d'Azur,University of Siena,,,,,,,,,,,,,,,,,,9.0,0.0
886,Solving PDE-Constrained Control Problems Using Operator Learning, POSTECH Institute of Artificial Intelligenc,Institute for Advanced Study,Pohang University of Science and Technology,Pohang University of Science and Technology,Pohang University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
887,DanceFormer: Music Conditioned 3D Dance Generation with Parametric Motion Transformer, Huiye Technology, Huiye Technology,Beihang University,Beihang University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
888,Multi-Modal Answer Validation for Knowledge-Based VQA,The University of Texas at Austin,Allen Institute,Allen Institute,Allen Institute,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
889,Learning Robust Policy against Disturbance in Transition Dynamics via State-Conservative Policy Optimization,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Inception Institute of Artificial Intelligence,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,,,8.0,0.0
890,Cross-Modal Federated Human Activity Recognition via Modality-Agnostic and Modality-Specific Representation Learning,Institute of Automation,University of Chinese Academy of Sciences,Peng Cheng Laboratory,Zhengzhou University,Peng Cheng Laboratory,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,10.0,0.0
891,TA 2 N: Two-Stage Action Alignment Network for Few-Shot Action Recognition,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Heriot-Watt University,The University of Tokyo,The University of Tokyo,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,8.0,0.0
892,The Complexity of Proportionality Degree in Committee Elections,AGH University of Science and Technology,AGH University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
893,SCALoss: Side and Corner Aligned Loss for Bounding Box Regression,Zhejiang University," Fabu Inc., Hangzhou, Chin",Zhejiang University,Zhejiang University,Zhejiang University," Fabu Inc., Hangzhou, Chin",Zhejiang University," Fabu Inc., Hangzhou, Chin",,,,,,,,,,,,,,,,,,,2.0,3.0
894,Choices Are Not Independent: Stackelberg Security Games with Nested Quantal Response Models,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
895,Approval-Based Committee Voting under Incomplete Information,Technion – Israel Institute of Technology,Technical University of Berlin,Technical University of Berlin,Technion – Israel Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
896,Laneformer: Object-Aware Row-Column Transformers for Lane Detection, Huawei Noah's Ark La,Sun Yat-sen University, Huawei Noah's Ark La, Huawei Noah's Ark La, Huawei Noah's Ark La, Huawei Noah's Ark La,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,2.0,0.0
897,Automated Synthesis of Generalized Invariant Strategies via Counterexample-Guided Strategy Refinement,Dongguan University of Technology,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
898,QueryProp: Object Query Propagation for High-Performance Video Object Detection,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,,,,,,11.0,0.0
899,Trusted Multi-View Deep Learning with Opinion Aggregation,Shanghai University,Shanghai University,Shanghai University,Tongji University,University of Technology of Compiègne,Shanghai University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
900,Handling Slice Permutations Variability in Tensor Recovery,Memorial University of Newfoundland,Wenzhou University,Wenzhou University,Wenzhou University,Memorial University of Newfoundland,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
901,The Semi-random Likelihood of Doctrinal Paradoxes,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
902,GEQCA: Generic Qualitative Constraint Acquisition,Simula Research Laboratory,University of Oran,University of Montpellier,Simula Research Laboratory,University of Montpellier,Simula Research Laboratory,,,,,,,,,,,,,,,,,,,,,6.0,0.0
903,KID-Review: Knowledge-Guided Scientific Review Generation with Oracle Pre-training,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
904,Finding Backdoors to Integer Programs: A Monte Carlo Tree Search Framework,University of Toronto, Scale AI Research Chair in Data-Driven Algorithms for Modern Supply Chain,University of Toronto,Vector Institute,University of Southern California,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
905,Pose-Guided Feature Disentangling for Occluded Person Re-identification Based on Transformer,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,Harbin Institute of Technology Shenzhen Graduate School,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
906,Topology-Aware Convolutional Neural Network for Efficient Skeleton-Based Action Recognition,Zhejiang University, Internship at Hikvision Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,Suzhou Nonferrous Metals Research Institute,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
907,Can Vision Transformers Learn without Natural Images?,National Institute of Advanced Industrial Science and Technology,University of Tsukuba,National Institute of Advanced Industrial Science and Technology,National Institute of Advanced Industrial Science and Technology,University of Tsukuba,National Institute of Advanced Industrial Science and Technology,Tokyo Institute of Technology,National Institute of Advanced Industrial Science and Technology,University of Tsukuba,,,,,,,,,,,,,,,,,,9.0,0.0
908,UFPMP-Det: Toward Accurate and Efficient Object Detection on Drone Imagery,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
909,Reinforcement Learning Based Dynamic Model Combination for Time Series Forecasting,McGill University,McGill University,McGill University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
910,DISTREAL: Distributed Resource-Aware Learning in Heterogeneous Systems,Karlsruhe Institute of Technology,Huawei German Research Center,Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
911,Semantic Parsing in Task-Oriented Dialog with Recursive Insertion-Based Encoder,American Welding Society,American Welding Society,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
912,Undercover Boolean Matrix Factorization with MaxSAT,University of Quebec at Montreal,Institut Universitaire de Gériatrie de Montréal,University of Quebec at Montreal,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
913,Probing Linguistic Information For Logical Inference In Pre-trained Language Models,Rose–Hulman Institute of Technology,Rose–Hulman Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
914,"KGR 4 : Retrieval, Retrospect, Refine and Rethink for Commonsense Generation",Xiamen University,Hellenic Ministry of Culture and Sports,Hellenic Ministry of Culture and Sports,Hellenic Ministry of Culture and Sports,Hellenic Ministry of Culture and Sports,Hellenic Ministry of Culture and Sports,Hellenic Ministry of Culture and Sports,Xiamen University,Xiamen University,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,4.0,0.0
915,A Variant of Concurrent Constraint Programming on GPU,University of Luxembourg,University of Luxembourg,University of Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
916,EditVAE: Unsupervised Parts-Aware Controllable 3D Point Cloud Shape Generation,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
917,AFDetV2: Rethinking the Necessity of the Second Stage for Object Detection from Point Clouds,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
918,Hybrid Curriculum Learning for Emotion Recognition in Conversation,"Alibaba Group, Beijing, Chin","Alibaba Group, Beijing, Chin","Alibaba Group, Beijing, Chin","Alibaba Group, Beijing, Chin",,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
919,CMUA-Watermark: A Cross-Model Universal Adversarial Watermark for Combating Deepfakes,Peking University, State Key Laboratory of Media Convergence Production Technology and System,Peking University, State Key Laboratory of Media Convergence Production Technology and System,Fudan University,Peking University,Peking University,Peking University, State Key Laboratory of Media Convergence Production Technology and System,Quantum Group (United States),Quantum Group (United States),Nanyang Technological University,Nanyang Technological University,,,,,,,,,,,,,,8.0,2.0
920,A Calculus for Computing Structured Justifications for Election Outcomes,Instituto de Pesquisas Tecnológicas,Instituto de Pesquisas Tecnológicas,Instituto de Pesquisas Tecnológicas,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
921,Detecting Misclassification Errors in Neural Networks with a Gaussian Process Model, Cognizant AI Lab, Cognizant AI Lab,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
922,Well-Classified Examples are Underestimated in Classification with Deep Neural Networks,Vector Institute,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Beijing Academy of Artificial Intelligence,,,,,,,,,,,,,,,,,,,8.0,0.0
923,CQA-Face: Contrastive Quality-Aware Attentions for Face Recognition,West Virginia University,West Virginia University,Baidu (China),National Engineering Laboratory of Deep Learning Technology and Application,Mahidol University,,,,,,,,,,,,,,,,,,,,,,4.0,1.0
924,Domain Disentangled Generative Adversarial Network for Zero-Shot Sketch-Based 3D Shape Retrieval,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
