Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,num_academia,num_company
677,End-to-End Safe Reinforcement Learning through Barrier Functions for Safety-Critical Continuous Control Tasks,California Institute of Technology,University of Michigan–Ann Arbor,California Institute of Technology,California Institute of Technology,,,,,,,,,,,,,,,,,4.0,0.0
678,Enhanced Random Forest Algorithms for Partially Monotone Ordinal Classification,University of Western Australia,University of Western Australia,University of Western Australia,,,,,,,,,,,,,,,,,,3.0,0.0
679,Projection Convolutional Neural Networks for 1-bit CNNs via Discrete Back Propagation,Beihang University,China University of Mining and Technology,Beihang University,Beihang University,Lancaster University,"University at Buffalo, State University of New York",,,,,,,,,,,,,,,6.0,0.0
680,Deep Neural Networks Constrained by Decision Rules,University of Connecticut,University of Connecticut,,,,,,,,,,,,,,,,,,,2.0,0.0
681,Neural Machine Translation with Adequacy-Oriented Learning,Carnegie Mellon University,Tencent AI La,Tencent AI La,Carnegie Mellon University,Tencent AI La,,,,,,,,,,,,,,,,2.0,0.0
682,Predicting the Argumenthood of English Prepositional Phrases,Johns Hopkins University,Johns Hopkins University,Johns Hopkins University,Johns Hopkins University,Johns Hopkins University,Microsoft (United States),,,,,,,,,,,,,,,5.0,1.0
683,Adaptation Strategies for Applying AWGN-Based Denoiser to Realistic Noise,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign," Megvii (Face++), Redmond, WA 98052, US"," Megvii (Face++), Redmond, WA 98052, US",University of Illinois Urbana-Champaign,,,,,,,,,,,,,,,,3.0,0.0
684,Explainable Recommendation through Attentive Multi-View Learning,Peking University,Microsoft Research Asia (China),Microsoft Research Asia (China),Peking University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,2.0,3.0
685,QUAREL: A Dataset and Models for Answering Questions about Qualitative Relationships,Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,,,,,,,,,,,,,,,,5.0,0.0
686,Revisiting LSTM Networks for Semi-Supervised Text Classification via Mixed Objective Function,Saint Petersburg State Electrotechnical University,Saint Petersburg State Electrotechnical University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,1.0,0.0
687,Region-Based Message Exploration over Spatio-Temporal Data Streams,University of Electronic Science and Technology of China,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,,,2.0,0.0
688,Precision-Recall versus Accuracy and the Role of Large Data Sets,Washington University in St. Louis,Washington University in St. Louis,,,,,,,,,,,,,,,,,,,2.0,0.0
689,Latent Multi-Task Architecture Learning,National University of Ireland,Science Foundation Ireland,University of Copenhagen,University of Copenhagen,University of Copenhagen,,,,,,,,,,,,,,,,5.0,0.0
690,Object Reachability via Swaps along a Line,School of Computer Science and Engineering University of Electronic Science and Technology of Chin,School of Computer Science and Engineering University of Electronic Science and Technology of Chin,,,,,,,,,,,,,,,,,,,2.0,0.0
691,Self-Adversarially Learned Bayesian Sampling,Fudan University,"University at Buffalo, State University of New York",,,,,,,,,,,,,,,,,,,2.0,0.0
692,CISI-net: Explicit Latent Content Inference and Imitated Style Rendering for Image Inpainting,Wuhan University," Collaborative Innovation Center of Geospatial Technology, Chin",Renmin Hospital of Wuhan University,Wuhan University," Collaborative Innovation Center of Geospatial Technology, Chin",Renmin Hospital of Wuhan University,Nanchang University,Wuhan University," Collaborative Innovation Center of Geospatial Technology, Chin",,,,,,,,,,,,4.0,0.0
693,CycleEmotionGAN: Emotional Semantic Consistency Preserved CycleGAN for Adapting Image Emotions,"University of California, Berkeley",Harbin Institute of Technology," Didi Chuxing, China",Cornell University,Tsinghua University,"University of California, Berkeley",Harbin Institute of Technology," Didi Chuxing, China",Tsinghua University,"University of California, Berkeley",Harbin Institute of Technology," Didi Chuxing, China",,,,,,,,,9.0,0.0
694,Random Dictators with a Random Referee: Constant Sample Complexity Mechanisms for Social Choice,Duke University,Stanford University,Duke University,Stanford University,,,,,,,,,,,,,,,,,4.0,0.0
695,TransGate: Knowledge Graph Embedding with Shared Gate Structure,Institute of Information Engineering,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Institute of Information Engineering,Chinese Academy of Sciences,Institute of Information Engineering,Chinese Academy of Sciences,,,,,,,,,,,,,,7.0,0.0
696,Jointly Multiple Hash Learning,Shandong University,Shandong Jianzhu University,Shandong University,Shandong University,,,,,,,,,,,,,,,,,4.0,0.0
697,Data-Adaptive Metric Learning with Scale Alignment,Portland Cement Association,Nanjing University of Science and Technology,Portland Cement Association,Nanjing University of Science and Technology,Portland Cement Association,Nanjing University of Science and Technology," Youtu Lab, Tencen",Portland Cement Association,Nanjing University of Science and Technology,Portland Cement Association,Nanjing University of Science and Technology,,,,,,,,,,10.0,0.0
698,Machine Teaching for Inverse Reinforcement Learning: Algorithms and Applications,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,2.0,0.0
699,Artificial Counselor System for Stock Investment,University of Waterloo,University of Waterloo,University of Waterloo,University of Waterloo,,,,,,,,,,,,,,,,,4.0,0.0
700,Heuristic Voting as Ordinal Dominance Strategies,Ben-Gurion University of the Negev,University of Haifa,Nanyang Technological University,King's College London,,,,,,,,,,,,,,,,,4.0,0.0
701,Efficient Gaussian Process Classification Using Pólya-Gamma Data Augmentation,German Institute for Economic Research,German Institute for Economic Research,University of Southern California,,,,,,,,,,,,,,,,,,1.0,0.0
702,Dynamic Contracting under Positive Commitment, Google Researc, Google Researc, Google Researc,,,,,,,,,,,,,,,,,,1.0,1.0
703,Exploiting Background Knowledge in Compact Answer Generation for Why-Questions,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,,,,,,,,,,,,,,,6.0,0.0
704,A Hierarchical Multi-Task Approach for Learning Embeddings from Semantic Tasks,Hugging Face,Hugging Face,Ollscoil na Gaillimhe – University of Galway, Aylien Ltd.," Harmony Court, Harmony Row, Dublin, Irelan",,,,,,,,,,,,,,,,1.0,2.0
705,A Grammar-Based Structural CNN Decoder for Code Generation,Peking University,Peking University,Dystonia Medical Research Foundation Canada,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,5.0,0.0
706,Eliminating Latent Discrimination: Train Then Mask,Yale University,Yale University,Yale University,,,,,,,,,,,,,,,,,,3.0,0.0
707,Semantic Sentence Matching with Densely-Connected Recurrent and Co-Attentive Information," Search&Clova, Naver Corp",Seoul National University," Search&Clova, Naver Corp",Seoul National University,,,,,,,,,,,,,,,,,2.0,0.0
708,Semi-Supervised Feature Selection with Adaptive Discriminant Analysis,Shenzhen University,Shenzhen University,Shenzhen University,Shenzhen University,Northwestern Polytechnical University,,,,,,,,,,,,,,,,5.0,0.0
709,TallyQA: Answering Complex Counting Questions,Rochester Institute of Technology,Rochester Institute of Technology,Rochester Institute of Technology,,,,,,,,,,,,,,,,,,3.0,0.0
710,Learning to Embed Sentences Using Attentive Recursive Trees,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Nanyang Technological University,,,,,,,,,,,,,,,,5.0,0.0
711,MixUp as Locally Linear Out-of-Manifold Regularization,National Research Council Canada,University of Ottawa,Beihang University,,,,,,,,,,,,,,,,,,3.0,0.0
712,Solving Partially Observable Stochastic Games with Public Observations,"Department of Computer Science, Faculty of Electrical Engineering Czech Technical Universit","Department of Computer Science, Faculty of Electrical Engineering Czech Technical Universit",,,,,,,,,,,,,,,,,,,2.0,0.0
713,Partners in Crime: Manipulating the Deferred Acceptance Algorithm through an Accomplice,Rochester Institute of Technology,Rochester Institute of Technology,,,,,,,,,,,,,,,,,,,2.0,0.0
714,Exploiting Coarse-to-Fine Task Transfer for Aspect-Level Sentiment Classification *,Hong Kong University of Science and Technology," Tencent AI Lab, Shenzhen, Chin",Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,University of Hong Kong,,,,,,,,,,,,,,,,4.0,1.0
715,Polynomial-Time Probabilistic Reasoning with Partial Observations via Implicit Learning in Probability Logics,Washington University in St. Louis,,,,,,,,,,,,,,,,,,,,1.0,0.0
716,Towards Non-Saturating Recurrent Units for Modelling Long-Term Dependencies," Mila, Universit"," Mila, Universit"," Mila, Universit"," Mila, Universit",Microsoft Research (India),,,,,,,,,,,,,,,,3.0,2.0
717,Fine-Grained Search Space Classification for Hard Enumeration Variants of Subset Problems,Bell (Canada),Bell (Canada),,,,,,,,,,,,,,,,,,,0.0,2.0
718,Universal Approximation Property and Equivalence of Stochastic Computing-Based Neural Networks and Binary Neural Networks,Northeastern University,Syracuse University,Lehman College,Syracuse University,Northeastern University,Syracuse University,"Rutgers, The State University of New Jersey",Florida International University,Northeastern University,,,,,,,,,,,,9.0,0.0
719,Emergency Department Online Patient-Caregiver Scheduling,Bar-Ilan University,Bar-Ilan University,Bar-Ilan University,,,,,,,,,,,,,,,,,,3.0,0.0
720,Efficient Concept Induction for Description Logics,Data Semantics (DaSe) Laboratory,Wright State University,,,,,,,,,,,,,,,,,,,2.0,0.0
721,Sublinear Time Numerical Linear Algebra for Structured Matrices,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,2.0,0.0
722,On Rational Delegations in Liquid Democracy,Centrum Wiskunde & Informatica,University of Groningen,TU Wien,,,,,,,,,,,,,,,,,,3.0,0.0
723,Attacking Data Transforming Learners at Training Time,Amherst College," Department of Computer Sciences, University of Wisconsi",Amherst College,University of Melbourne,,,,,,,,,,,,,,,,,3.0,0.0
724,Evolutionarily Learning Multi-Aspect Interactions and Influences from Network Structure and Node Content,National University of Defense Technology,University of Technology Sydney,University of Technology Sydney,University of Shanghai for Science and Technology,University of Technology Sydney,National University of Defense Technology,Alibaba Group (China),,,,,,,,,,,,,,6.0,1.0
725,An Innovative Genetic Algorithm for the Quantum Circuit Compilation Problem,Institute of Cognitive Sciences and Technologies,Institute of Cognitive Sciences and Technologies,,,,,,,,,,,,,,,,,,,2.0,0.0
726,Network Structure and Transfer Behaviors Embedding via Deep Prediction Model,Ocean University of China,Ocean University of China,Ocean University of China,Ocean University of China,University of Vienna,University of Vienna,Ludwig-Maximilians-Universität München,,,,,,,,,,,,,,7.0,0.0
727,Refining Abstraction Heuristics during Real-Time Planning,Saarland University,Saarland University,Saarland University,University of New Hampshire,,,,,,,,,,,,,,,,,4.0,0.0
728,DoPAMINE: Double-Sided Masked CNN for Pixel Adaptive Multiplicative Noise Despeckling,Sungkyunkwan University,Sungkyunkwan University,Sungkyunkwan University,,,,,,,,,,,,,,,,,,3.0,0.0
729,Orderly Subspace Clustering,The University of Tokyo,The University of Tokyo,The University of Tokyo,Bournemouth University,Hebei University of Technology,The University of Tokyo,,,,,,,,,,,,,,,6.0,0.0
730,Anytime Recursive Best-First Search for Bounding Marginal MAP,IBM Research - China,IBM Research - China,IBM Research - China,"University of California, Irvine","University of California, Irvine",,,,,,,,,,,,,,,,5.0,0.0
731,Partial Label Learning via Label Enhancement,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,,3.0,0.0
732,A Unified Approach to Online Matching with Conflict-Aware Constraints,"University of Maryland, College Park"," BDBC, SKLSDE Lab and IRC, Beihang University, Chin"," BDBC, SKLSDE Lab and IRC, Beihang University, Chin","University of Maryland, College Park","University of Maryland, College Park","University of Maryland, College Park"," BDBC, SKLSDE Lab and IRC, Beihang University, Chin","University of Maryland, College Park",,,,,,,,,,,,,8.0,0.0
733,Modular Materialisation of Datalog Programs,University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,3.0,0.0
734,Orthogonality-Promoting Dictionary Learning via Bayesian Inference,University of Pittsburgh,University of Pittsburgh,Xidian University,Xidian University,University of Pittsburgh,,,,,,,,,,,,,,,,5.0,0.0
735,Multi-Unit Bilateral Trade,University of Giessen,University of Oxford," Department of Applied Mathematics, University of Twent",,,,,,,,,,,,,,,,,,5.0,0.0
736,Partial Verification as a Substitute for Money,University of Illinois at Chicago,University of Colorado Boulder,,,,,,,,,,,,,,,,,,,2.0,0.0
737,Determining Solvability in the Birds of a Feather Card Game,DePauw University,DePauw University,DePauw University,DePauw University,DePauw University,DePauw University,,,,,,,,,,,,,,,6.0,0.0
738,DeRPN: Taking a Further Step toward More General Object Detection,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,,,,,,,,,,,,,,,,,4.0,0.0
739,Adaptive Planning with Evidence Based Prediction for Improved Fluency in Routine Human-Robot Collaborative Tasks,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,1.0,0.0
740,Data Augmentation for Spoken Language Understanding via Joint Variational Generation,Seoul National University,Seoul National University,Seoul National University,Seoul National University,,,,,,,,,,,,,,,,,4.0,0.0
741,Fast Incremental SVDD Learning Algorithm with the Gaussian Kernel,SAS Institute (United States),SAS Institute (United States),SAS Institute (United States),SAS Institute (United States),SAS Institute (United States),SAS Institute (United States),SAS Institute (United States),SAS Institute (United States),SAS Institute (United States),,,,,,,,,,,,0.0,9.0
742,Pareto Optimal Allocation under Compact Uncertain Preferences,UNSW Sydney,Hungarian Academy of Sciences,University of Amsterdam,University of Southampton,,,,,,,,,,,,,,,,,4.0,0.0
743,AI-Sketcher : A Deep Generative Model for Producing High-Quality Sketches,Tongji University,Tongji University,Tongji University,Tongji University,,,,,,,,,,,,,,,,,4.0,0.0
744,Popularity Prediction on Online Articles with Deep Fusion of Temporal Process and Content Features," WeChat, Tencent Inc"," WeChat, Tencent Inc",University of Science and Technology of China," WeChat, Tencent Inc"," WeChat, Tencent Inc",University of Science and Technology of China,,,,,,,,,,,,,,,2.0,0.0
745,State-Augmentation Transformations for Risk-Sensitive Reinforcement Learning,Concordia University,Concordia University,,,,,,,,,,,,,,,,,,,2.0,0.0
746,Discriminative Feature Learning for Unsupervised Video Summarization,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,5.0,0.0
747,Generating Live Soccer-Match Commentary from Play Data,Tokyo Institute of Technology,Tokyo Institute of Technology,Tokyo Institute of Technology,National Institute of Advanced Industrial Science and Technology,Tokyo Institute of Technology,,,,,,,,,,,,,,,,5.0,0.0
748,Regularizing Neural Machine Translation by Target-Bidirectional Agreement,University of Science and Technology of China,Harbin Institute of Technology,Microsoft Research Asia (China),Microsoft Research Asia (China),University of Science and Technology of China,Microsoft Research Asia (China),,,,,,,,,,,,,,,3.0,3.0
749,Building Ethically Bounded AI,IBM Research - Thomas J. Watson Research Center,Tulane University,,,,,,,,,,,,,,,,,,,2.0,0.0
750,On Strength Adjustment for MCTS-Based Programs, Equal Contribution, Equal Contribution, Equal Contribution,National Yang Ming Chiao Tung University,,,,,,,,,,,,,,,,,1.0,0.0
751,General Robustness Evaluation of Incentive Mechanism against Bounded Rationality Using Continuum-Armed Bandits,Alibaba Group (China),Nanyang Technological University,Alibaba Group (China),,,,,,,,,,,,,,,,,,1.0,2.0
752,A Radical-Aware Attention-Based Model for Chinese Text Classification,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,8.0,0.0
753,Who Blames Whom in a Crisis? Detecting Blame Ties from News Articles Using Neural Networks,Singapore University of Technology and Design,Singapore University of Technology and Design,Singapore University of Technology and Design,,,,,,,,,,,,,,,,,,3.0,0.0
754,Sentence-Wise Smooth Regularization for Sequence to Sequence Learning,Peking University,Peking University,Microsoft (United States),,,,,,,,,,,,,,,,,,2.0,1.0
755,From Independent Prediction to Reordered Prediction: Integrating Relative Position and Global Label Information to Emotion Cause Identification,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,4.0,0.0
756,EWGAN: Entropy-Based Wasserstein GAN for Imbalanced Learning,Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong Baptist University,,,,,,,,,,,,,,,,,,3.0,0.0
757,Geometry-Aware Face Completion and Editing,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,5.0,0.0
758,Leveraging Observations in Bandits: Between Risks and Benefits,McGill University,McGill University,McGill University,,,,,,,,,,,,,,,,,,3.0,0.0
759,DEFSI: Deep Learning Based Epidemic Forecasting with Synthetic Information,Virginia Tech,University of Virginia,University of Virginia," Computer Science, University of Virgini",,,,,,,,,,,,,,,,,3.0,0.0
760,MeshNet: Mesh Neural Network for 3D Shape Representation,Tsinghua University,Xiamen University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,5.0,0.0
761,M2Det: A Single-Shot Object Detector Based on Multi-Level Feature Pyramid Network,Peking University,Peking University,Peking University,Peking University,Alibaba Group (China),Alibaba Group (China),Temple University,,,,,,,,,,,,,,5.0,2.0
762,Gradient-Based Inference for Networks with Output Constraints,Carnegie Mellon University,Carnegie Mellon University," Oracle Labs, Burlington, M"," Oracle Labs, Burlington, M",Carnegie Mellon University,,,,,,,,,,,,,,,,3.0,0.0
763,Multi-Order Attentive Ranking Model for Sequential Recommendation,King Abdullah University of Science and Technology,University of Notre Dame,King Abdullah University of Science and Technology,Sun Yat-sen University,King Abdullah University of Science and Technology,,,,,,,,,,,,,,,,5.0,0.0
764,Combining Deep Learning and Qualitative Spatial Reasoning to Learn Complex Structures from Sparse Examples with Noise,Brandeis University,Smart Information Flow Technologies (United States),Brandeis University,,,,,,,,,,,,,,,,,,2.0,1.0
765,Lifelong Path Planning with Kinematic Constraints for Multi-Agent Pickup and Delivery *,University of Southern California,University of Southern California,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,5.0,0.0
766,Mixture of Expert/Imitator Networks: Scalable Semi-Supervised Learning Framework,Tohoku University,Tohoku University,RIKEN Center for Advanced Intelligence Project,Tohoku University,RIKEN Center for Advanced Intelligence Project,,,,,,,,,,,,,,,,5.0,0.0
767,Efficiently Combining Human Demonstrations and Interventions for Safe Training of Autonomous Systems in Real-Time,United States Army Research Laboratory,Texas A&M University,United States Army Research Laboratory,United States Army Research Laboratory,Texas A&M University,United States Army Research Laboratory,Columbia University,,,,,,,,,,,,,,7.0,0.0
768,Adaptive Modeling for Risk-Aware Decision Making,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,,,,1.0,0.0
769,No-Reference Image Quality Assessment with Reinforcement Recursive List-Wise Ranking,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,,,,,,,,,,,,,8.0,0.0
770,Human-ike Sketch Object Recognition L v ia Analogical Learning,Northwestern University,Northwestern University,Northwestern University,Northwestern University,,,,,,,,,,,,,,,,,4.0,0.0
771,DialogueRNN: An Attentive RNN for Emotion Detection in Conversations,Instituto Politécnico Nacional,Nanyang Technological University,National University of Singapore,University of Michigan–Ann Arbor,Instituto Politécnico Nacional,Nanyang Technological University,,,,,,,,,,,,,,,6.0,0.0
772,Location-Based End-to-End Speech Recognition with Multiple Language Models,Zhejiang University,Sun Yat-sen University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,4.0,0.0
773,Recurrent Poisson Process Unit for Speech Recognition,Hong Kong University of Science and Technology,Massachusetts Institute of Technology,Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,,3.0,0.0
774,Active Learning of Multi-Class Classification Models from Ordered Class Sets,University of Pittsburgh,University of Pittsburgh,,,,,,,,,,,,,,,,,,,2.0,0.0
775,Deep Bayesian Optimization on Attributed Graphs,Jilin University,Academia Sinica,Jilin University,Academia Sinica,Texas A&M University,,,,,,,,,,,,,,,,5.0,0.0
776,A Deep Reinforcement Learning Based Multi-Step Coarse to Fine Question Answering (MSCQA) System,Samsung Research Americ,Samsung Research Americ,,,,,,,,,,,,,,,,,,,2.0,0.0
777,Robust Principal Component Analysis-Based Infrared Small Target Detection,University of Milan,University of Milan,University of Milan,,,,,,,,,,,,,,,,,,3.0,0.0
778,An Adaptive Framework for Conversational Question Answering,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,,,,6.0,0.0
779,Re-Evaluating ADEM: A Deeper Look at Scoring Dialogue Responses,Indian Institute of Technology Madras,Indian Institute of Technology Madras,Nvidia (United States),Microsoft (India),Indian Institute of Technology Madras,Indian Institute of Technology Madras,Nvidia (United States),,,,,,,,,,,,,,4.0,3.0
780,Learning Competitive and Discriminative Reconstructions for Anomaly Detection,Fudan University,Fudan University,University of North Carolina at Charlotte,Tongji University,,,,,,,,,,,,,,,,,4.0,0.0
781,Spectral Clustering in Heterogeneous Information Networks,Jingdong (China),University of Hong Kong,Jingdong (China),Jingdong (China),,,,,,,,,,,,,,,,,1.0,3.0
782,Context-Tree Recommendation vs Matrix-Factorization: Algorithm Selection and Live Users Evaluation,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne," Prediggo SA, Switzerlan",,,,,,,,,,,,,,,,,,2.0,0.0
783,Weakly Supervised Scene Parsing with Point-Based Distance Metric Learning,University of Illinois Urbana-Champaign,University of Computer Studies Yangon,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,IBM Research - China,University of Illinois Urbana-Champaign,University of Computer Studies Yangon,University of Illinois Urbana-Champaign,,,,,,,,,,,,,8.0,0.0
784,TableSense: Spreadsheet Table Detection with Convolutional Neural Networks," Microsoft Research, Beijing 100080, China",Beihang University," Microsoft Research, Beijing 100080, China"," Microsoft Research, Beijing 100080, China"," Microsoft Research, Beijing 100080, China",,,,,,,,,,,,,,,,1.0,0.0
785,Video-Based Sentiment Analysis with hvnLBP-TOP Feature and bi-LSTM,Tsinghua University,Beijing Information Science & Technology University,Tsinghua University,Tsinghua University,Beijing Information Science & Technology University,,,,,,,,,,,,,,,,5.0,0.0
786,Multi-view Information-theoretic Co-clustering for Co-occurrence Data,Jiangnan University,Jiangnan University,Hong Kong Polytechnic University,University of Technology Sydney,Jiangnan University,,,,,,,,,,,,,,,,5.0,0.0
787,Improving Natural Language Inference Using External Knowledge in the Science Questions Domain,University of Illinois Urbana-Champaign,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,11.0,0.0
788,A Layer-Based Sequential Framework for Scene Generation with GANs,University of Twente,University of Amsterdam,University of Twente,University of Amsterdam,,,,,,,,,,,,,,,,,4.0,0.0
789,Video Inpainting by Jointly Learning Temporal Structure and Spatial Details, Megvii (Face++, Megvii (Face++,"Chinese University of Hong Kong, Shenzhen", Megvii (Face++,,,,,,,,,,,,,,,,,1.0,0.0
790,Convolutional Spatial Attention Model for Reading Comprehension with Multiple-Choice Questions," Joint Laboratory of HIT and iFLYTEK (HFL), iFLYTEK Research, Beijing, Chin"," Joint Laboratory of HIT and iFLYTEK (HFL), iFLYTEK Research, Beijing, Chin",Harbin Institute of Technology," Joint Laboratory of HIT and iFLYTEK (HFL), iFLYTEK Research, Beijing, Chin"," Joint Laboratory of HIT and iFLYTEK (HFL), iFLYTEK Research, Beijing, Chin"," Joint Laboratory of HIT and iFLYTEK (HFL), iFLYTEK Research, Beijing, Chin",,,,,,,,,,,,,,,1.0,0.0
791,Melding the Data-Decisions Pipeline: Decision-Focused Learning for Combinatorial Optimization,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,3.0,0.0
792,Exact and Approximate Weighted Model Integration with Probability Density Functions Using Knowledge Compilation,KU Leuven,KU Leuven,KU Leuven,KU Leuven,,,,,,,,,,,,,,,,,4.0,0.0
793,Identifying Android Malware Using Network-Based Approaches,Kansas State University,Kansas State University,Arkansas State University,Arkansas State University,,,,,,,,,,,,,,,,,2.0,0.0
794,Learning Triggers for Heterogeneous Treatment Effects,University of Illinois at Chicago,University of Illinois at Chicago,,,,,,,,,,,,,,,,,,,2.0,0.0
795,Unsupervised Neural Machine Translation with SMT as Posterior Regularization,Beihang University," Beijing Advanced Innovation Center for Big Data and Brain Computing, Chin",University of Science and Technology of China,Microsoft Research Asia (China),Microsoft Research Asia (China),Beihang University," Beijing Advanced Innovation Center for Big Data and Brain Computing, Chin",Shenzhen Institute of Neuroscience,,,,,,,,,,,,,4.0,2.0
796,SADIH: Semantic-Aware DIscrete Hashing,University of Queensland,Inception Institute of Artificial Intelligence,University of Queensland,University of Georgia,University of Queensland,,,,,,,,,,,,,,,,5.0,0.0
797,Human-in-the-Loop Feature Selection,École Nationale Supérieure de Techniques Avancées,Utrecht University,"CortAIx Thales, Montreal, Canada Inria, Sophia Antipolis, Franc",,,,,,,,,,,,,,,,,,2.0,0.0
798,Building Causal Graphs from Medical Literature and Electronic Medical Records,Technion – Israel Institute of Technology,Institute of Research and Innovation,Institute of Research and Innovation,Institute of Research and Innovation,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,,,,,,,,,,,,,,4.0,0.0
799,Probabilistic Alternating-Time µ-Calculus *,ShanghaiTech University,ShanghaiTech University,University of London,Nanjing University,East China Normal University,Shenzhen University,,,,,,,,,,,,,,,6.0,0.0
800,GRN: Gated Relation Network to Enhance Convolutional Neural Network for Named Entity Recognition *,Tsinghua University,Microsoft Research Asia (China),Tsinghua University,Microsoft Research Asia (China),Beijing Institute of Technology,Microsoft Research Asia (China),Microsoft Research (India),,,,,,,,,,,,,,3.0,4.0
801,LENA: Locality-Expanded Neural Embedding for Knowledge Base Completion,Beihang University,Beihang University,Beihang University,Beihang University,University of Ottawa,Beihang University,Beihang University,,,,,,,,,,,,,,7.0,0.0
802,TDSNN: From Deep Neural Networks to Deep Spike Neural Networks with Temporal-Coding,Institute of Computing Technology,University of Chinese Academy of Sciences, Cambricon Tech. Lt,Institute of Computing Technology,University of Chinese Academy of Sciences, Cambricon Tech. Lt,Institute of Computing Technology, Cambricon Tech. Lt,Institute of Computing Technology, Cambricon Tech. Lt,Institute of Computing Technology,University of Chinese Academy of Sciences,Centre for Higher Education,,,,,,,,8.0,0.0
803,SAM-Net: Integrating Event-Level and Chain-Level Attentions to Predict What Happens Next,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,8.0,0.0
804,Unsupervised Fake News Detection on Social Media: A Generative Approach,Shanghai Jiao Tong University,Arizona State University,Arizona State University,Pennsylvania State University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Arizona State University,,,,,,,,,,,,,,7.0,0.0
