Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,inst25,inst26,num_academia,num_company
379,An Efficient Algorithm for Fair Multi-Agent Multi-Armed Bandit with Low Regret,Northeastern University,Northeastern University,Northeastern University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
380,Self-Supervised Interest Transfer Network via Prototypical Contrastive Learning for Recommendation,Zhejiang University,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Zhejiang University,Zhejiang University,Zhejiang University,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),,,,,,,,,,,,,,,,,4.0,6.0
381,Learning by Applying: A General Framework for Mathematical Reasoning via Enhancing Explicit Knowledge Learning," Anhui Province Key Laboratory of Big Data Analysis and Application, School of Data Science ",University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc," Anhui Province Key Laboratory of Big Data Analysis and Application, School of Data Science ",University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Illinois Urbana-Champaign," Anhui Province Key Laboratory of Big Data Analysis and Application, School of Data Science ",University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,,,,,,,,,,,,,,,,,4.0,0.0
382,Securing Lifelines: Safe Delivery of Critical Services in Areas with Volatile Security Situation via a Stackelberg Game Approach,Singapore Management University,"Rutgers, The State University of New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
383,Function Approximation for Solving Stackelberg Equilibrium in Large Perfect Information Games,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
384,DeAR: A Deep-Learning-Based Audio Re-recording Resilient Watermarking,University of Science and Technology of China,University of Science and Technology of China,University of Waterloo,National University of Singapore,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,7.0,0.0
385,KICE: A Knowledge Consolidation and Expansion Framework for Relation Extraction,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
386,JR2Net: Joint Monocular 3D Face Reconstruction and Reenactment,Hong Kong University of Science and Technology,Johns Hopkins University,Tencent (China),Tencent (China),Tencent (China),Tencent (China),Johns Hopkins University,City University of Hong Kong,,,,,,,,,,,,,,,,,,,4.0,4.0
387,FeedFormer: Revisiting Transformer Decoder for Efficient Semantic Segmentation,Sogang University,Sogang University,Pukyong National University,Sogang University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
388,Overcoming Concept Shift in Domain-Aware Settings through Consolidated Internal Distributions,University of Southern California,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
389,Exploration via Epistemic Value Estimation,University College London,University College London,University College London,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
390,Tricking the Hashing Trick: A Tight Lower Bound on the Robustness of CountSketch to Adaptive Inputs, Google Researc,Tel Aviv University, Google Researc,"University of California, Berkeley", Google Researc, Google Researc,Tel Aviv University,,,,,,,,,,,,,,,,,,,,3.0,1.0
391,Causal Inference with Conditional Instruments Using Deep Generative Models,Guangxi Normal University,University of South Australia,University of South Australia,University of South Australia,University of South Australia,University of South Australia,University of South Australia,,,,,,,,,,,,,,,,,,,,7.0,0.0
392,Integrating Reward Maximization and Population Estimation: Sequential Decision-Making for Internal Revenue Service Audit Selection,Stanford University,Carnegie Mellon University, Internal Revenue Servic,Stanford University, Internal Revenue Servic, Internal Revenue Servic,University of Chicago,Stanford University,,,,,,,,,,,,,,,,,,,5.0,0.0
393,PATRON: Perspective-Aware Multitask Model for Referring Expression Grounding Using Embodied Multimodal Cues,University of Virginia,University of Virginia,University of Virginia,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
394,Learning to Super-resolve Dynamic Scenes for Neuromorphic Spike Camera,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,University of Pennsylvania,Peking University,Peking University,Beijing Academy of Artificial Intelligence,,,,,,,,,,,,,,,12.0,0.0
395,STOA-VLP: Spatial-Temporal Modeling of Object and Action for Video-Language Pre-training,Harbin Institute of Technology, Tencent MLP, Independent Researche, Tencent MLP,Harbin Institute of Technology,Harbin Institute of Technology,Peng Cheng Laboratory,Harbin Institute of Technology,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,5.0,2.0
396,Curriculum Temperature for Knowledge Distillation,Nankai University,Nankai University,Nanjing University of Science and Technology, Megvii Technolog, Megvii Technolog,Nanjing University of Science and Technology,Nanjing University of Science and Technology,Nankai University,,,,,,,,,,,,,,,,,,,6.0,2.0
397,Learning to Select Prototypical Parts for Interpretable Sequential Data Modeling,Institute of Information Engineering,Institute of Information Engineering,Institute of Information Engineering,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
398,Contrastive Classification and Representation Learning with Probabilistic Interpretation,Technical University of Munich,Technical University of Munich,Technical University of Munich,Technical University of Munich,Technical University of Munich,Technical University of Munich,,,,,,,,,,,,,,,,,,,,,6.0,0.0
399,Lottery Pools: Winning More by Interpolating Tickets without Increasing Training or Inference Cost,Eindhoven University of Technology,University of Liverpool,Eindhoven University of Technology,Eindhoven University of Technology,Eindhoven University of Technology,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,6.0,0.0
400,From Understanding the Population Dynamics of the NSGA-II to the First Proven Lower Bounds,Institut Polytechnique de Paris,Institut Polytechnique de Paris,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
401,Lifted Inference with Linear Order Axiom,Czech Technical University in Prague,Czech Technical University in Prague,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
402,Video Event Extraction via Tracking Visual States of Arguments,Tsinghua University,University of Illinois Urbana-Champaign,Tsinghua University,Columbia University,University of Illinois Urbana-Champaign,Columbia University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
403,Rethinking Disparity: A Depth Range Free Multi-View Stereo Based on Disparity,Wuhan University,Hong Kong University of Science and Technology,Harbin Institute of Technology Shenzhen Graduate School,Glasgow Royal Infirmary,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Wuhan University,,,,,,,,,,,,,,,,,,,6.0,0.0
404,Robust Representation Learning by Clustering with Bisimulation Metrics for Visual Reinforcement Learning with Distractions,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
405,Towards Inference Efficient Deep Ensemble Learning,Microsoft Research (United Kingdom),Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
406,Denoising Multi-Similarity Formulation: A Self-Paced Curriculum-Driven Approach for Robust Metric Learning,Nanjing University of Information Science and Technology,Nanjing University of Science and Technology,Nanjing University of Information Science and Technology,Mohamed bin Zayed University of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
407,Value-Consistent Representation Learning for Data-Efficient Reinforcement Learning,Tsinghua University,Seattle University,Seattle University,Seattle University,Tsinghua University,Seattle University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
408,Towards Better Visualizing the Decision Basis of Networks via Unfold and Conquer Attribution Guidance,Korea University,Kyungpook National University,Korea University,Korea University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
409,Reward-Biased Maximum Likelihood Estimation for Neural Contextual Bandits: A Distributional Learning Perspective,National Yang Ming Chiao Tung University,National Yang Ming Chiao Tung University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
410,Parameterized Algorithms for Colored Clustering,Technical University of Berlin,Technical University of Berlin,Technical University of Berlin,Humboldt-Universität zu Berlin,Technical University of Berlin,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
411,Spatio-Temporal Self-Supervised Learning for Traffic Flow Prediction,Beihang University,Beihang University,Beihang University,University of Hong Kong,Beihang University,Beihang University,Beihang University," JD Intelligent Cities Research, Beijing, Chin",University of Science and Technology Beijing," JD Intelligent Cities Research, Beijing, Chin",University of Science and Technology Beijing,,,,,,,,,,,,,,,,6.0,2.0
412,Improving the Cross-Lingual Generalisation in Visual Question Answering,University of Zurich,University of Zurich,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
413,Towards Complex Scenarios: Building End-to-End Task-Oriented Dialogue System across Multiple Knowledge Bases,Central South University,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
414,SLIQ: Quantum Image Similarity Networks on Noisy Quantum Computers,Northeastern University,Northeastern University,Northeastern University,Northeastern University,Northeastern University,Northeastern University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
415,Scalable Optimal Multiway-Split Decision Trees with Constraints,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
416,Robust Neuro-Symbolic Goal and Plan Recognition,Pontifical Catholic University of Rio Grande do Sul,University of Manchester,Sapienza University of Rome,Pontifical Catholic University of Rio Grande do Sul,University of Aberdeen,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
417,Learning Rational Subgoals from Demonstrations and Instructions,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Stanford University,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,6.0,0.0
418,"Competition, Alignment, and Equilibria in Digital Marketplaces","University of California, Berkeley","University of California, Berkeley","University of California, Berkeley",,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
419,Attribute and Structure Preserving Graph Contrastive Learning,Southwestern University of Finance and Economics,Southwestern University of Finance and Economics,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
420,Posterior Coreset Construction with Kernelized Stein Discrepancy for Model-Based Reinforcement Learning,"University of Maryland, College Park","University of Maryland, College Park","University of Maryland, College Park",J.P. Morgan," DEVCOM Army Research Laboratory, Adeplhi, US","University of Maryland, College Park","University of Maryland, College Park",,,,,,,,,,,,,,,,,,,,6.0,1.0
421,A Learnable Radial Basis Positional Embedding for Coordinate-MLPs,University of Adelaide,University of Adelaide,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
422,PointCA: Evaluating the Robustness of 3D Point Cloud Completion Models against Adversarial Examples,Huazhong University of Science and Technology, National Engineering Research Center for Big Data Technology and Syste, Hubei Engineering Research Center on Big Data Securit, Hubei Key Laboratory of Distributed System Securit, Services Computing Technology and System La,Huazhong University of Science and Technology, National Engineering Research Center for Big Data Technology and Syste, Hubei Engineering Research Center on Big Data Securit, Hubei Key Laboratory of Distributed System Securit, Services Computing Technology and System La,Huazhong University of Science and Technology, National Engineering Research Center for Big Data Technology and Syste, Hubei Engineering Research Center on Big Data Securit, Hubei Key Laboratory of Distributed System Securit, Services Computing Technology and System La,City University of Hong Kong,Huazhong University of Science and Technology,Deakin University,Huazhong University of Science and Technology, National Engineering Research Center for Big Data Technology and Syste, Services Computing Technology and System La,Lehigh University,,,,,8.0,0.0
423,ImageNet Pre-training Also Transfers Non-robustness,Beijing Jiaotong University,Beijing Jiaotong University,Peng Cheng Laboratory,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Normal University,Beijing Jiaotong University,,,,,,,,,,,,,,,,,,,,7.0,0.0
424,MRCN: A Novel Modality Restitution and Compensation Network for Visible-Infrared Person Re-identification,Xiamen University,Xiamen University,Xidian University,Xiamen University," Shanghai Artificial Intelligence Laboratory, Shanghai, China",,,,,,,,,,,,,,,,,,,,,,4.0,0.0
425,Rich Event Modeling for Script Event Prediction, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences, CAS Key Lab of Network Data Science and Technology,Institute of Computing Technology,University of Chinese Academy of Sciences,,,,,,,,,6.0,0.0
426,Efficient Gradient Approximation Method for Constrained Bilevel Optimization,Pennsylvania State University,Pennsylvania State University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
427,CDMA: A Practical Cross-Device Federated Learning Algorithm for General Minimax Problems,Zhejiang University,Zhejiang University,ETH Zurich,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,,,7.0,0.0
428,Crowd-Level Abnormal Behavior Detection via Multi-Scale Motion Consistency Learning,Xidian University,Xidian University,Seattle University,Xidian University,Xidian University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
429,Temporal-Frequency Co-training for Time Series Semi-supervised Learning,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,South China University of Technology,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
430,An Ensemble Distillation Framework for Sentence Embeddings with Multilingual Round-Trip Translation,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
431,Proximal Stochastic Recursive Momentum Methods for Nonconvex Composite Decentralized Optimization,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute," MIT IBM-Watson AI Lab, IBM Research, Cambridge, MA 0214",,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
432,Language Model Pre-training on True Negatives,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,National Institute of Information and Communications Technology,National Institute of Information and Communications Technology,,,,,,,,,,,,,,,,,,,,,6.0,0.0
433,Transferable Post-hoc Calibration on Pretrained Transformers in Noisy Text Classification,Tsinghua University,Academia Sinica,Academia Sinica,Academia Sinica,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
434,Adversarial Word Dilution as Text Data Augmentation in Low-Resource Regime,Beihang University,Beihang University,University of Chinese Academy of Sciences,Beihang University,Beihang University,University of Chinese Academy of Sciences,University of Ottawa,,,,,,,,,,,,,,,,,,,,7.0,0.0
435,Symphony in the Latent Space: Provably Integrating High-Dimensional Techniques with Non-linear Machine Learning Models,William & Mary, Currently working at AT&T Labs,Tsinghua University,William & Mary,Worcester Polytechnic Institute,University of Oxford,The Alan Turing Institute,,,,,,,,,,,,,,,,,,,,6.0,0.0
436,MetaZSCIL: A Meta-Learning Approach for Generalized Zero-Shot Class Incremental Learning,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,Beijing Jiaotong University,Beijing University of Technology,Concordia University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
437,CSTAR: Towards Compact and Structured Deep Neural Networks with Adversarial Robustness,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
438,Coarse2Fine: Local Consistency Aware Re-prediction for Weakly Supervised Object Localization,Southeast University," Key Laboratory of Measurement and Control of Complex Systems of Engineering, Ministry of Education, Nanjing, China",Shanghai Institute of Microsystem and Information Technology,University of Chinese Academy of Sciences,Southeast University," Key Laboratory of Measurement and Control of Complex Systems of Engineering, Ministry of Education, Nanjing, China",Southeast University," Key Laboratory of Measurement and Control of Complex Systems of Engineering, Ministry of Education, Nanjing, China",Southeast University," Key Laboratory of Measurement and Control of Complex Systems of Engineering, Ministry of Education, Nanjing, China",,,,,,,,,,,,,,,,,5.0,0.0
439,Few-Shot Object Detection via Variational Feature Aggregation,Wuhan University,Wuhan University of Technology," YouTu Lab, Tencen",Wuhan University,Wuhan University of Technology," YouTu Lab, Tencen",Wuhan University,Wuhan University of Technology,,,,,,,,,,,,,,,,,,,6.0,0.0
440,TransVCL: Attention-Enhanced Video Copy Localization Network with Flexible Supervision, Copyright Protection Center of Chin, Copyright Protection Center of Chin, Copyright Protection Center of Chin, Copyright Protection Center of Chin, Copyright Protection Center of Chin, Copyright Protection Center of Chin, Copyright Protection Center of Chin, Copyright Protection Center of Chin, Copyright Protection Center of Chin, Copyright Protection Center of Chin,,,,,,,,,,,,,,,,,1.0,8.0
441,RLogist: Fast Observation Strategy on Whole-Slide Images with Deep Reinforcement Learning, Tencent AI La,Shanghai Jiao Tong University, Tencent AI La, Tencent AI La,Shanghai Jiao Tong University, Tencent AI La, Tencent AI La, Tencent AI La,,,,,,,,,,,,,,,,,,,2.0,0.0
442,Planning for Learning Object Properties,Fondazione Bruno Kessler,University of Brescia,Fondazione Bruno Kessler,Örebro University,Örebro University,University of Brescia,University of Brescia,Fondazione Bruno Kessler,,,,,,,,,,,,,,,,,,,8.0,0.0
443,Combinatorial Civic Crowdfunding with Budgeted Agents: Welfare Optimality at Equilibrium and Optimal Deviation,International Institute of Information Technology,International Institute of Information Technology,International Institute of Information Technology,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
444,"Rawlsian Fairness in Online Bipartite Matching: Two-Sided, Group, and Individual","University of Maryland, College Park","University of Maryland, College Park",Colorado College,"University of Maryland, College Park","University of Maryland, College Park","University of Maryland, College Park",,,,,,,,,,,,,,,,,,,,,6.0,0.0
445,Topological Pooling on Graphs,Temple University,Department of Mathematical Sciences,National Science Foundation,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
446,Imbalanced Label Distribution Learning,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,Southeast University,,,,,,,,,,,,,,,,,10.0,0.0
447,Optimal Sparse Regression Trees,Duke University,Duke University,University of British Columbia,Duke University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
448,Toward Robust Diagnosis: A Contour Attention Preserving Adversarial Defense for COVID-19 Detection,Sun Yat-sen University,Longhua Hospital Shanghai University of Traditional Chinese Medicine,Sun Yat-sen University,Sun Yat-sen University,University of Illinois Urbana-Champaign,Sun Yat-sen University, Guangdong Provincial Key Laboratory of Fire Science and Technolog,,,,,,,,,,,,,,,,,,,,7.0,0.0
449,Cross-Modal Contrastive Learning for Domain Adaptation in 3D Semantic Segmentation,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,,6.0,0.0
450,Editing Boolean Classifiers: A Belief Change Perspective,National Institute of Advanced Industrial Science and Technology,National Institute of Informatics,"The Graduate University for Advanced Studies, SOKENDAI",French National Centre for Scientific Research,Institut Universitaire de France,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
451,Copyright-Certified Distillation Dataset: Distilling One Million Coins into One Bitcoin with Your Private Key,Fudan University,Fudan University,Norwegian Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
452,Towards Global Video Scene Segmentation with Context-Aware Transformer,Nanjing University of Science and Technology,Nanjing University of Aeronautics and Astronautics," State Key Lab. for Novel Software Technology, NJ",Nanjing University of Science and Technology,Nanjing University of Science and Technology, HUAWEI CBG Edu AI La, HUAWEI CBG Edu AI La,,,,,,,,,,,,,,,,,,,,3.0,2.0
453,Wasserstein Actor-Critic: Directed Exploration via Optimism for Continuous-Actions Control,University of Bologna,Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,Politecnico di Milano,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
454,Optimal Sparse Recovery with Decision Stumps,University of Mary,University of Mary,University of Mary,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
455,Purifier: Defending Data Inference Attacks via Transforming Confidence Scores,Zhejiang University,Zhejiang University, Key Laboratory of Blockchain and Cyberspace Governance of Zhejiang Provinc,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,National University of Singapore,Zhejiang University,Zhejiang University, Zhengzhou Xinda Institute of Advanced Technology,Zhejiang University,Zhejiang University, Key Laboratory of Blockchain and Cyberspace Governance of Zhejiang Provinc,Zhejiang University,,,,,,,,,,,,8.0,0.0
456,Boosted Dynamic Neural Networks,University of Illinois Urbana-Champaign, Wormpex AI Researc, Wormpex AI Researc,Tsinghua University,University of Illinois Urbana-Champaign,University of Oregon,,,,,,,,,,,,,,,,,,,,,4.0,0.0
457,GRASMOS: Graph Signage Model Selection for Gene Regulatory Networks,Rochester Institute of Technology,Rochester Institute of Technology,Rochester Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
458,GPTR: Gestalt-Perception Transformer for Diagram Object Detection,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Xi'an Jiaotong University,Tongji University,National University of Singapore,Xi'an Jiaotong University,Lenovo (China),,,,,,,,,,,,,,,,,9.0,1.0
459,Fourier-Net: Fast Image Registration with Band-Limited Deformation,University of Birmingham,University of Birmingham,University of Melbourne,University of Birmingham,University of Cambridge,University of Birmingham,University of Birmingham,University of Warwick,Northeast Forestry University,University of Birmingham,The Alan Turing Institute,,,,,,,,,,,,,,,,11.0,0.0
460,Unsupervised Deep Video Denoising with Untrained Network,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
461,Actional Atomic-Concept Learning for Demystifying Vision-Language Navigation,Sun Yat-sen University, Huawei Noah's Ark La,Sun Yat-sen University,MB Research Laboratories,Sun Yat-sen University, Huawei Noah's Ark La,,,,,,,,,,,,,,,,,,,,,3.0,0.0
462,LWSIS: LiDAR-Guided Weakly Supervised Instance Segmentation for Autonomous Driving,Beijing Institute of Technology,Beijing Institute of Technology,Shanghai Zhangjiang Laboratory,Shanghai Zhangjiang Laboratory,Inception Institute of Artificial Intelligence,University of Macau,,,,,,,,,,,,,,,,,,,,,6.0,0.0
463,Structured BFGS Method for Optimal Doubly Stochastic Matrix Approximation,Hefei University of Technology,Tsinghua University,East China Normal University,AIR,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
464,BETA-CD: A Bayesian Meta-Learned Cognitive Diagnosis Framework for Personalized Learning,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc,University of Science and Technology of China, State Key Laboratory of Cognitive Intelligenc," iFLYTEK AI Research, iFLYTEK CO., LTD", State Key Laboratory of Cognitive Intelligenc," iFLYTEK AI Research, iFLYTEK CO., LTD",,,,,,,,,,,,,,5.0,2.0
465,Repair Is Nearly Generation: Multilingual Program Repair with LLMs,Microsoft (Belgium),Microsoft (Belgium),Microsoft (Belgium),Microsoft (Belgium),Microsoft (Belgium),Microsoft (Belgium),Microsoft (Belgium),Microsoft (Belgium),,,,,,,,,,,,,,,,,,,8.0,0.0
466,Minimax AUC Fairness: Efficient Algorithm with Provable Convergence,Etsy (United States),State University of New York,IBM Research - Thomas J. Watson Research Center,State University of New York,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0
467,Effective and Stable Role-Based Multi-Agent Collaboration by Structural Information Principles,Beihang University,Beihang University,Beihang University," Zhongguancun Laboratory, Beijing, China",,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
468,Learning Temporal-Ordered Representation for Spike Streams Based on Discrete Wavelet Transforms,Peking University,Peking University,Vector Institute,Peking University,Vector Institute,Peking University,Vector Institute,,,,,,,,,,,,,,,,,,,,7.0,0.0
469,Back to the Future: Toward a Hybrid Architecture for Ad Hoc Teamwork,University of Birmingham,University of Birmingham,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
470,Referring Expression Comprehension Using Language Adaptive Inference,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Institute for Advanced Study,Shanghai Zhangjiang Laboratory,,,,,,,,,,,,,,,,,,,,7.0,0.0
471,Doodle to Object: Practical Zero-Shot Sketch-Based 3D Shape Retrieval,Tianjin University,Tianjin University,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
472,Towards Voice Reconstruction from EEG during Imagined Speech,Korea University,Korea University,Korea University,Korea University,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
473,Collusion-Proof and Sybil-Proof Reward Mechanisms for Query Incentive Networks,"IIIS, Tsinghua Universit","IIIS, Tsinghua Universit",,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
474,On the Expressive Flexibility of Self-Attention Matrices,University of Cambridge,GLE,University of Cambridge,The Alan Turing Institute,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
475,Incomplete Multi-View Multi-Label Learning via Label-Guided Masked Viewand Category-Aware Transformers,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Peng Cheng Laboratory,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
476,Inter-image Contrastive Consistency for Multi-Person Pose Estimation,Beijing Jiaotong University," Tencent Youtu Lab, Shanghai, Chin"," Tencent Youtu Lab, Shanghai, Chin"," Tencent Youtu Lab, Shanghai, Chin",Beijing Jiaotong University,Beijing Jiaotong University,,,,,,,,,,,,,,,,,,,,,3.0,0.0
477,AutoStegaFont: Synthesizing Vector Fonts for Hiding Information in Documents,University of Science and Technology of China,University of Science and Technology of China,University of Waterloo,National University of Singapore,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,8.0,0.0
478,Diversity Maximization in the Presence of Outliers,Osaka University,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
479,Runtime Analysis for the NSGA-II: Provable Speed-Ups From Crossover,Institut Polytechnique de Paris,Institut Polytechnique de Paris,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
480,Generalizing Downsampling from Regular Data to Graphs,University of Pisa,University of Pisa,University of Pisa,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
481,Quality-Aware Self-Training on Differentiable Synthesis of Rare Relational Data,Henan University,Henan University,South China University of Technology,Peng Cheng Laboratory,Henan University,Henan University, Baidu Researc,,,,,,,,,,,,,,,,,,,,6.0,0.0
482,Memory-Aided Contrastive Consensus Learning for Co-salient Object Detection,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,ETH Zurich,Inception Institute of Artificial Intelligence,Harbin Institute of Technology,Mohamed bin Zayed University of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,6.0,0.0
483,Deep Equilibrium Models for Snapshot Compressive Imaging,Westlake University,University of Hong Kong,Computer Network Information Center,University of Chinese Academy of Sciences,Westlake University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
484,MobileTL: On-Device Transfer Learning with Inverted Residual Blocks,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
485,Exploiting Multiple Abstractions in Episodic RL via Reward Shaping,Sapienza University of Rome,Sapienza University of Rome,University of Oxford,Bank of Italy,Sapienza University of Rome,Sapienza University of Rome,,,,,,,,,,,,,,,,,,,,,6.0,0.0
486,Losses over Labels: Weakly Supervised Learning via Direct Loss Construction,Carnegie Mellon University,Carnegie Mellon University,Stellenbosch University,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
487,Inferring Patient Zero on Temporal Networks via Graph Neural Networks,Tongji University,Tongji University,Tongji University,Fudan University,Tongji University,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
